time;surface;reduction;melodyPC;melodyMIDI
;;;;
tonality;11;[0 3 5 7 10];-------;-------
grouping;0;-------;-------;-------
0;;[0 0];;
1;;[3 0];;
2;;[0 0];;
3;;[0 0];;
3.5;[0 0];[0 0];;
1;[5 0 7];;;
1.25;[0 0 3];;;
2;[0 0 3];;;
2.25;[0 0];;;
3;[0 0];;;
4;[0 0 7];[0 0 7];;
4.5;[0 0 10];[0 0 10];;
5;[0 0 10];[0 0 10];;
6;[0 0 3];[0 0 3];;
6.5;[0 0 3 10];[0 0 3 10];;
grouping;7;-------;-------;-------
7;[5 0 7];[5 0 7];;
7.5;[0 0 5 10];[0 0 5 10];;
8.5;[0 0 3];[0 0 3];;
8.75;[0 0];;;
9;[0 0 3 10];[0 0 3 10];;
10;[0 0 3];[0 0 3];;
10.5;[0 0 10];[0 0 10];;
11.5;[0 0];[0 0];;
12;[0 0 10];[0 0 10];;
grouping;13;-------;-------;-------
13;[5 0 7];[5 0 7];;
13.5;[0 0 3 10];[0 0 3 10];;
14.5;[0 0 3];[0 0 3];;
15;[0 0 10];[0 0 10];;
16;[5 0 7];[5 0 7];;
16.5;[0 0 5 10];[0 0 5 10];;
17.5;[5 0 7];[5 0 7];;
18;[0 0 5 10];[0 0 5 10];;
18.5;[0 0 3 10];[0 0 3 10];;
19;[0 0];[0 0];;
19.5;[0 0 10];[0 0 10];;
20.5;[0 0];[0 0];;
21;[0 0 10];[0 0 10];;
22;[0 0 7];[0 0 7];;
23;[0 0];[0 0];;
grouping;23.5;-------;-------;-------
23.5;[3 0];[3 0];;
24.5;[0 0];[0 0];;
25;[0 0 7];[0 0 7];;
26.5;[3 0];[3 0];;
27;[3 0 7];[3 0 7];;
27.5;[3 0 4];[3 0 4];;
grouping;28;-------;-------;-------
28;[0 0 7];[0 0 7];;
28.5;[0 0 5 10];[0 0 5 10];;
29.5;[0 0 7];[0 0 7];;
30;[0 0 5 10];[0 0 5 10];;
31;[0 0 3];[0 0 3];;
31.5;[0 0 10];[0 0 10];;
32.5;[5 0 7];[5 0 7];;
33;[0 0 5 10];[0 0 5 10];;
33.5;[0 0 3 10];[0 0 3 10];;
34;[0 0];[0 0];;
34.5;[0 0 10];[0 0 10];;
35.5;[0 0];[0 0];;
37;[0 0 3];[0 0 3];;
38;[0 0 10];[0 0 10];;
38.5;[0 0 7];[0 0 7];;
