time;surface;reduction;melodyPC;melodyMIDI
;;;;
tonality;9;[0 3 5 7 10];-------;-------
grouping;0;-------;-------;-------
2;;[3 0];;
2.5;;[0 0];;
3.5;;[3 0];;
5;;[0 0 7];;
grouping;7;-------;-------;-------
7;[0 0 3];[0 0 3 7 10];;
2.5;[0 0 3];;;
2.75;[0 0 3];;;
3.5;[0 0 3];;;
4.5;[0 0 3];;;
5;[0 0 3 7];;;
5.25;[0 0 3 7];;;
6;[0 0 3 7];;;
7;[0 0 3 7 10];;;
7.5;[0 0 7];[0 0 5 10];;
7.75;[0 0 5 10];;;
8.5;[0 0 3 7];[0 0 3 7];;
9.5;[0 0 5 10 15];[0 0 5 10 15];;
10;[0 0 3];[0 0 10];;
10.25;[0 0 10];;;
11;[0 0];[0 0];;
12;[0 0 5 10 15];[0 0 5 10 15];;
12.5;[0 0 3];[0 0 10];;
12.75;[0 0 10];;;
13.5;[0 0 3 7];[0 0 3 7];;
14.5;[0 0 5 10 15];[0 0 5 10 15];;
15;[0 0 3];[0 0 10];;
15.25;[0 0 10];;;
16;[0 0];[0 0];;
17;[0 0 5 10 15];[0 0 5 10 15];;
17.5;[0 0 3];[0 0 10];;
17.75;[0 0 10];;;
18.5;[0 0 3 7];[0 0 3 7];;
19.5;[0 0 5 10 15];[0 0 5 10 15];;
20;[0 0 3 7];[0 0 10];;
20.25;[0 0 10];;;
21;[0 0];[0 0];;
grouping;22.5;-------;-------;-------
22.5;[3 0 4];[3 0 4];;
22.75;[3 0 4];;;
23.25;[3 0 4];[3 0 4];;
23.5;[7 0 10];[7 0 10];;
24.25;[10 0 7];[10 0 7];;
24.5;[3 0 7];[3 0 7];;
24.75;[3 0];[3 0];;
25;[0 0];[0 0 10];;
25.25;[0 0 10];;;
26;[0 0 3];[0 0 3];;
26.5;[0 0 10];[0 0 10];;
grouping;27.5;-------;-------;-------
27.5;[0 0 3 7];[7 0 3 5];;
27.75;[7 0 3 5];;;
28.5;[0 0 3 7];[0 0 3 7];;
29.5;[0 0 5 10 15];[0 0 5 10 15];;
30;[0 0 3];[0 0 3 10];;
30.25;[0 0 3 10];;;
31;[0 0];[0 0];;
31.5;[0 0 10];[0 0 10];;
grouping;32.5;-------;-------;-------
32.5;[0 0 3 7];[0 0 5 10];;
32.75;[0 0 5 10];;;
33.5;[0 0 3 7];[0 0 3 7];;
34.5;[0 0 5 10 15];[0 0 5 10 15];;
35;[0 0 3];[0 0 10];;
35.25;[0 0 10];;;
36;[0 0];[0 0];;
36.5;[0 0 10];[0 0 10];;
37.5;[0 0 3];[0 0 10];;
37.75;[0 0 10];;;
38.5;[0 0 3 5];[0 0 3 5];;
39.5;[0 0 3 10];[0 0 3 10];;
40;[0 0 3];[0 0 10];;
40.25;[0 0 10];;;
41;[0 0];[0 0];;
41.5;[0 0];[0 0];;
