time;surface;reduction;melodyPC;melodyMIDI
;;;;
tonality;4;[0 3 5 7 10];-------;-------
grouping;0;-------;-------;-------
0;;[5 0];;
1;;[0 0];;
2;;[5 0];;
3;;[0 0];;
4;;[5 0];;
5;;[0 0];;
6;;[5 0];;
7;;[0 0];;
grouping;8;-------;-------;-------
8;;[10 0 7];;
8.5;;[3 0 4];;
9;[5 0 7];[0 0];;
0.5;[0 0 3];;;
0.75;[0 0];;;
1;[0 0];;;
1.75;[0 0 3];;;
2;[5 0 7];;;
2.5;[0 0 3];;;
2.75;[0 0];;;
3;[0 0];;;
4;[5 0 7];;;
4.5;[0 0 3];;;
4.75;[0 0];;;
5;[0 0];;;
5.75;[0 0 3];;;
6;[5 0 7];;;
6.5;[0 0 3];;;
6.75;[0 0];;;
7;[0 0];;;
8;[0 0 5 10];;;
8.5;[0 0 3 7];;;
8.75;[0 0 10];;;
9;[0 0];;;
9.5;;[0 0 3 10];;
9.75;[0 0 3 10];;;
10;[5 0 7];[5 0 7];;
10.5;[0 0 3 10];[0 0 3 10];;
10.75;[0 0 10];;;
11;[0 0];[0 0];;
11.75;[0 0 10];;;
grouping;12;-------;-------;-------
12;[5 0 7];[5 0 7];;
12.5;[0 0 3 10];[0 0 3 10];;
12.75;[0 0 10];;;
13;[0 0];[0 0];;
13.5;;[0 0 3 10];;
13.75;[0 0 3 10];;;
14;[7 0 5 10];[7 0 5 10];;
14.5;[0 0 3 10];[0 0 3 10];;
14.75;[0 0 10];;;
15;[0 0];[0 0];;
15.75;[0 0 10];;;
grouping;16;-------;-------;-------
16;[5 0 7];[5 0 7];;
16.5;[0 0 3 10];[0 0 3 10];;
16.75;[0 0 10];;;
17;[0 0];[0 0];;
17.5;;[0 0 3 10];;
17.75;[0 0 3 10];;;
18;[7 0 5 10];[7 0 5 10];;
18.5;[0 0 3 10];[0 0 3 10];;
18.75;[0 0 10];;;
19;[0 0];[0 0];;
19.75;[0 0 10];;;
grouping;20;-------;-------;-------
20;[5 0 7];[5 0 7];;
20.5;[0 0 3 10];[0 0 3 10];;
20.75;[0 0 10];;;
21;[0 0];[0 0];;
21.5;;[0 0 3 10];;
21.75;[0 0 3 10];;;
22;[7 0 5 10];[7 0 5 10];;
22.5;[0 0 3 10];[0 0 3 10];;
22.75;[0 0 10];;;
23;[0 0];[0 0];;
23.75;[0 0 10];;;
grouping;24;-------;-------;-------
24;[5 0];[5 0];;
24.5;[3 0];[3 0];;
24.75;[0 0];;;
25;[0 0];[0 0];;
25.5;;[3 0];;
25.75;[3 0];;;
26;[5 0];[5 0];;
26.5;[3 0];[3 0];;
26.75;[0 0];;;
27;[0 0];[0 0];;
27.5;[0 0 10];[0 0 10];;
grouping;28;-------;-------;-------
28;[5 0 7];[5 0 7];;
28.5;[0 0 3 10];[0 0 3 10];;
28.75;[0 0 10];;;
29;[0 0];[0 0];;
29.5;;[0 0 3 10];;
29.75;[0 0 3 10];;;
30;[7 0 5 10];[7 0 5 10];;
30.5;[0 0 3 10];[0 0 3 10];;
30.75;[0 0 10];;;
31;[0 0];[0 0];;
31.75;[0 0 10];;;
grouping;32;-------;-------;-------
32;[5 0 7];[5 0 7];;
32.5;[0 0 3 10];[0 0 3 10];;
32.75;[0 0 10];;;
33;[0 0];[0 0];;
33.5;;[0 0 3 10];;
33.75;[0 0 3 10];;;
34;[7 0 5 10];[7 0 5 10];;
34.5;[0 0 3 10];[0 0 3 10];;
34.75;[0 0 10];;;
35;[0 0];[0 0];;
35.75;[0 0 10];;;
grouping;36;-------;-------;-------
36;[5 0 7];[5 0 7];;
36.5;[0 0 3 10];[0 0 3 10];;
36.75;[0 0 10];;;
37;[0 0];[0 0];;
37.5;;[0 0 3 10];;
37.75;[0 0 3 10];;;
38;[7 0 5 10];[7 0 5 10];;
38.5;[0 0 3 10];[0 0 3 10];;
38.75;[0 0 10];;;
39;[0 0];[0 0];;
39.75;[0 0 10];;;
grouping;40;-------;-------;-------
40;[0 0];[0 0];;
41;[3 0];;;
41.5;[3 0];[3 0];;
42;[3 0];;;
42.75;[0 0];;;
43;[5 0];[5 0];;
43.25;[3 0];;;
43.5;[0 0];[0 0];;
44.5;[0 0];[0 0];;
45.5;[0 0];;;
grouping;46;-------;-------;-------
46;[0 0 7];[0 0 7];;
47;[0 0 3 10];[0 0 3 10];;
47.5;[0 0 3];[0 0 3];;
48;[0 0 3];[0 0 3];;
48.5;;[0 0 10];;
48.75;[0 0 10];;;
49;[5 0 7];[5 0 7];;
49.25;[0 0 3];;;
49.5;[0 0];[0 0];;
50.25;[0 0 10];;;
50.5;[0 0];[0 0];;
51;[0 0 7];[0 0 10];;
51.25;[0 0 10];;;
grouping;52;-------;-------;-------
52;[0 0];[0 0];;
53;[0 0 3 10];[0 0 3 10];;
53.5;[0 0 3 7];[0 0 3 7];;
54;[0 0 3 10];[0 0 3 10];;
54.75;[0 0 10];;;
55;[5 0 7];[5 0 7];;
55.25;[0 0 3];;;
55.5;[0 0 10];[0 0 10];;
56.5;[0 0];[0 0];;
57;[0 0 7];[0 0 10];;
57.25;[0 0 10];;;
grouping;58;-------;-------;-------
58;[0 0];[0 0];;
59;[0 0 3 10];[0 0 3 10];;
59.5;[0 0 3 7];[0 0 3 7];;
60;[0 0 3 10];[0 0 3 10];;
60.75;[0 0 10];;;
61;[5 0 7];[5 0 7];;
61.25;[0 0 3];;;
61.5;[0 0];[0 0];;
62;[0 0 10];[0 0 10];;
62.5;[0 0];[0 0];;
63;[0 0];[0 0];;
