time;surface;reduction;melodyPC;melodyMIDI
;;;;
tonality;2;[0 2 5 7 10];-------;-------
grouping;2;-------;-------;-------
2;;[10 0];;
2.5;;[0 0];;
3.5;;[5 0];;
4.5;;[0 0];;
5;;[0 0];;
6;;[0 0 7];;
grouping;7;-------;-------;-------
7;;[10 0 7];;
7.5;[0 0 10];[0 0 7];;
2.5;[0 0];;;
3;[0 0];;;
3.5;[5 0 7];;;
4.5;[0 0];;;
5;[0 0];;;
5.5;[0 0];;;
6;[0 0 7];;;
7;[0 0 5 10];;;
7.5;[0 0 7];;;
8;[0 0 5 10];[0 0 5 10];;
8.5;[2 0 10];[2 0 10];;
9.25;[2 0 3 10];;;
9.5;[5 0 7];[5 0 7];;
9.75;[0 0 5 10];;;
10;[2 0 10];[2 0 10];;
10.5;[0 0];[0 0];;
10.75;[0 0 10];;;
11;[2 0 10];[0 0];;
11.25;[0 0];;;
grouping;12;-------;-------;-------
12;[0 0 5 10];[0 0 5 10];;
12.5;[7 0 5 10];[7 0 5 10];;
13;[0 0 10];[0 0 10];;
13.5;[2 0 10];[2 0 10];;
14.5;[5 0 7];[5 0 7];;
14.75;[0 0 5 10];;;
15;[2 0 3 10];[2 0 3 10];;
15.5;[0 0];[0 0];;
15.75;[0 0 10];;;
16;[2 0 10];[2 0 10];;
grouping;17;-------;-------;-------
17;[0 0 5 10];[0 0 5 10];;
17.5;[0 0 7];[0 0 7];;
18;[0 0 5 10];[0 0 5 10];;
18.5;[2 0 10];[2 0 10];;
19.25;[2 0 3 10];;;
19.5;[5 0 7];[5 0 7];;
19.75;[0 0 5 10];;;
20;[2 0 10];[2 0 10];;
20.5;[0 0];[0 0];;
20.75;[0 0 10];;;
21;[0 0 10];[0 0 10];;
21.5;[0 0];[0 0];;
22.5;[0 0];[0 0];;
