time;surface;reduction;melodyPC;melodyMIDI
;;;;
tonality;7;[0 2 4 5 7 9 11];-------;-------
grouping;0;-------;-------;-------
0;[0 0 7];[0 0 7];;
1.5;[0 0 7];;;
2;[7 0 4 7 17];[7 0 4 7 17];;
3;[7 0 4 7 17];;;
4;[7 0 4 7 17];[7 0 4 7 17];;
4.5;[7 0 4 7 17];;;
5;[9 0 3 10];;;
5.5;[7 0 4 7 17];;;
6;[2 0 3 7 10];[2 0 3 7 10];;
7;[2 0 3 7 10];;;
8;[2 0 3 7 10];[2 0 3 7 10];;
grouping;11;-------;-------;-------
11;;[0 0 7];;
13;;[7 0 4 7 17];;
15;;[7 0 4 7 17];;
17;;[2 0 3 7 10];;
19;;[2 0 3 7 10];;
grouping;22;-------;-------;-------
22;[4 0 3];[0 0 4 7];;
23;[4 0 3];;;
23.5;[0 0 7];;;
24;[9 0 10];[5 0 4 7 14];;
25;[9 0 10];;;
25.5;[5 0 4];;;
26;[7 0 10];[7 0 4 7 10];;
26.5;[2 0];;;
27;[4 0 10];[0 0 4 7 14];;
28.5;[4 0 3];;;
29;[0 0 7];[0 0 4 7];;
29.5;[4 0 3];[0 0 4 7 11];;
30;[11 0 3];[11 0 5 10 15];;
31;[9 0 3];[9 0 7];;
31.5;[4 0 3];;;
32;[0 0 7];[0 0 4 7];;
32.5;[0 0 4];;;
33;[11 0 3];[2 0 3 7 17];;
33.5;[2 0 7];;;
34;[7 0 7];[0 0 4 7 14];;
35;[7 0 7];;;
grouping;36;-------;-------;-------
36;[5 0 4];[5 0 4 7];;
36.5;[5 0 4];;;
37;[5 0 7];[2 0 3 10];;
37.5;[9 0 7];[5 0 4 7 11];;
38;[11 0 3];[7 0 4 7];;
38.5;[7 0 4];;;
39;[7 0 4];[9 0 3 10 14];;
40;[7 0 4];[5 0 4 6 14];;
40.5;[5 0 4];;;
41;[5 0 7];[2 0 3 10];;
41.5;[9 0 7];[5 0 4 7 11];;
42;[7 0 7];[7 0 4 7];;
43;[7 0 4];[9 0 3 10 14];;
44;[5 0 4];[2 0 3 7 9];;
