time;surface;reduction;melodyPC;melodyMIDI
;;;;
tonality;-------;-------;-------;-------
grouping;-------;-------;-------;-------
0;[2,_0_];[2,_0_3_7_];;
0.5;[4,_0_10_];;;
1;[5,_0_4_];[2,_0_3_7_];;
1.5;[5,_0_4_14_];;;
2;[2,_0_7_];[7,_0_4_7_14_];;
2.5;[7,_0_7_];;;
3;[7,_0_4_10_];[7,_0_4_7_];;
3.5;[7,_0_4_];;;
4;[2,_0_7_];[2,_0_3_7_];;
5;[2,_0_3_7_];[2,_0_3_7_];;
5.75;[2,_0_3_7_9_];;;
6;[2,_0_3_7_];[2,_0_3_7_];;
grouping;-------;-------;-------;-------
8;[7,_0_];[2,_0_3_5_];;
8.5;[9,_0_10_];;;
9;[11,_0_3_6_];[7,_0_4_7_10_];;
9.5;[2,_0_3_5_];;;
10;[9,_0_3_];[5,_0_4_7_];;
11;[5,_0_7_];[5,_0_4_7_];;
11.2;[5,_0_7_11_];;;
11.4;[5,_0_4_7_];;;
11.6;[7,_0_5_10_];;;
11.8;[5,_0_7_];;;
12;[7,_0_];[2,_0_5_10_];;
13;[2,_0_5_10_];[2,_0_5_10_];;
13.75;[9,_0_3_5_];;;
14;[7,_0_4_7_];[7,_0_4_7_];;
grouping;-------;-------;-------;-------
16;[7,_0_10_];[2,_0_3_5_];;
16.5;[5,_0_4_];;;
17;[7,_0_4_7_];[7,_0_4_7_10_];;
17.5;[7,_0_7_];;;
18;[0,_0_4_];[0,_0_4_11_];;
19;[0,_0_11_];[0,_0_4_7_11_];;
19.2;[0,_0_11_];;;
19.4;[9,_0_3_14_];;;
19.6;[7,_0_4_5_];;;
19.8;[5,_0_7_11_];;;
20;[5,_0_4_7_];[5,_0_4_7_];;
20.5;[5,_0_4_7_11_];;;
21;[1,_0_4_8_];[1,_0_4_8_];;
21.5;[9,_0_4_10_];;;
22;[10,_0_4_7_];[10,_0_4_7_];;
22.5;[10,_0_4_6_];;;
23;[10,_0_4_7_];[10,_0_4_7_];;
grouping;-------;-------;-------;-------
24;[7,_0_7_];[7,_0_4_7_];;
24.5;[4,_0_3_];;;
25;[11,_0_3_6_];[7,_0_4_7_10_];;
25.5;[11,_0_3_10_];;;
26;[9,_0_10_];[1,_0_4_8_18_];;
26.5;[5,_0_4_];;;
27;[1,_0_3_6_];[9,_0_4_7_10_];;
27.5;[1,_0_4_6_];;;
28;[2,_0_];[2,_0_3_7_];;
29;[2,_0_3_7_];[2,_0_3_7_];;
29.75;[2,_0_3_7_];;;
30;[2,_0_3_7_];[2,_0_3_7_];;
