time;surface;reduction;melodyPC;melodyMIDI
;;;;
tonality;-------;-------;-------;-------
grouping;-------;-------;-------;-------
2;[11,_0_10_];[9,_0_3_7_17_];;
2.25;[9,_0_3_];;;
2.5;[2,_0_7_];;;
3;[9,_0_3_7_17_];[9,_0_3_7_];;
3.5;[9,_0_3_7_];;;
4;[2,_0_];[9,_0_3_7_17_];;
4.25;[4,_0_10_];;;
4.5;[4,_0_10_];;;
5;[9,_0_3_7_17_];[2,_0_4_7_10_];;
5.5;[2,_0_4_7_10_];;;
6;[7,_0_11_];[2,_0_5_10_];;
6.25;[7,_0_];;;
6.5;[7,_0_];;;
7;[2,_0_5_10_];[7,_0_4_7_10_];;
7.5;[11,_0_3_6_];;;
7.75;[11,_0_3_5_];;;
8;[0,_0_4_11_];[9,_0_3_7_14_];;
8.25;[11,_0_3_13_];;;
8.5;[0,_0_11_];;;
9;[9,_0_3_7_];[9,_0_3_7_];;
grouping;-------;-------;-------;-------
10;[4,_0_7_];[4,_0_3_7_10_];;
10.25;[0,_0_4_];;;
10.5;[4,_0_10_];;;
11;[4,_0_3_7_10_];;;
11.5;[4,_0_3_7_10_];;;
11.75;[4,_0_3_7_];;;
11.875;[4,_0_3_7_10_];;;
12;[9,_0_3_7_];[9,_0_3_7_];;
12.875;[9,_0_3_7_];;;
13;[11,_0_3_5_];[4,_0_3_7_10_];;
13.5;[4,_0_3_7_10_];;;
14;[9,_0_4_7_];[9,_0_4_7_];;
15;[9,_0_];;;
16;[9,_0_4_7_];[9,_0_4_7_];;
17;[9,_0_];;;
17.75;[9,_0_3_];;;
grouping;-------;-------;-------;-------
18;[11,_0_3_7_10_];[2,_0_4_7_];;
18.25;[2,_0_4_7_10_];;;
18.5;[2,_0_4_7_];;;
19;[2,_0_7_];[2,_0_4_7_10_];;
19.5;[9,_0_3_];;;
20;[9,_0_3_7_17_];[0,_0_4_14_];;
20.25;[9,_0_3_7_];;;
20.5;[9,_0_3_7_];;;
21;[4,_0_5_10_];[0,_0_4_6_14_];;
21.5;[2,_0_4_7_];;;
22;[2,_0_4_10_];[2,_0_5_10_];;
22.25;[2,_0_5_10_];;;
22.5;[2,_0_5_10_];;;
23;[7,_0_4_7_];[7,_0_4_7_10_];;
23.5;[7,_0_4_7_10_];;;
23.75;[4,_0_3_7_10_];;;
24;[4,_0_3_5_];[0,_0_4_7_];;
24.25;[4,_0_3_7_10_];;;
24.5;[0,_0_4_7_];;;
25;[0,_0_];[0,_0_4_];;
25.5;[2,_0_];;;
grouping;-------;-------;-------;-------
26;[4,_0_7_];[4,_0_3_7_10_];;
26.25;[0,_0_4_];;;
26.5;[4,_0_10_];;;
27;[4,_0_3_7_10_];;;
27.5;[4,_0_3_7_];;;
28;[9,_0_3_7_17_];[9,_0_3_7_];;
28.5;[9,_0_3_7_];;;
29;[11,_0_3_5_13_];[4,_0_3_7_10_];;
29.5;[4,_0_3_7_10_];;;
30;[9,_0_4_7_];[9,_0_4_7_];;
31;[9,_0_];;;
32;[9,_0_4_7_];[9,_0_4_7_];;
33;[9,_0_];;;
33.75;[9,_0_10_];;;
grouping;-------;-------;-------;-------
34;[9,_0_];[9,_0_];;
35;[2,_0_4_7_];[2,_0_4_7_];;
35.5;[2,_0_4_7_10_];;;
35.6667;[11,_0_3_7_10_];;;
35.8333;[2,_0_4_7_10_];;;
36;[0,_0_4_7_14_];[0,_0_4_7_14_];;
36.75;[9,_0_3_7_10_];;;
37;[11,_0_3_7_];[11,_0_3_7_];;
37.5;[11,_0_3_7_];;;
38;[0,_0_4_11_];[9,_0_3_7_14_];;
39;[9,_0_3_];;;
39.5;[11,_0_10_];;;
40;[9,_0_3_7_];[9,_0_3_7_];;
40.75;[9,_0_3_7_];;;
41;[9,_0_10_];[9,_0_3_7_10_];;
41.5;[7,_0_4_14_];;;
42;[2,_0_3_7_10_];[9,_0_3_5_];;
42.75;[2,_0_3_7_9_];;;
43;[2,_0_7_];;;
43.5;[7,_0_7_];;;
44;[7,_0_4_7_10_];[4,_0_3_7_10_13_];;
44.75;[4,_0_3_7_10_];;;
45;[4,_0_10_];[4,_0_3_7_10_];;
45.5;[4,_0_7_];;;
46;[11,_0_3_5_13_];[9,_0_3_14_];;
46.25;[0,_0_4_11_];;;
46.5;[0,_0_4_11_];;;
47;[9,_0_3_];[9,_0_3_14_];;
47.5;[11,_0_10_];;;
48;[9,_0_3_7_];[9,_0_3_10_];;
48.75;[9,_0_3_7_14_];;;
49;[0,_0_7_];[9,_0_3_10_];;
49.5;[7,_0_];;;
grouping;-------;-------;-------;-------
50;[5,_0_4_];[5,_0_4_10_];;
51;[9,_0_6_];[5,_0_4_7_10_];;
51.5;[9,_0_3_6_];;;
51.6667;[11,_0_4_10_];;;
51.8333;[9,_0_3_6_];;;
52;[2,_0_7_];[2,_0_3_7_];;
52.75;[2,_0_7_];;;
53;[4,_0_5_10_];[4,_0_5_10_];;
53.5;[11,_0_5_10_];;;
54;[2,_0_];[2,_0_4_7_10_];;
54.25;[2,_0_10_];;;
54.5;[2,_0_10_];;;
55;[6,_0_3_6_];[2,_0_4_7_10_];;
55.5;[2,_0_4_7_10_];;;
55.6667;[6,_0_3_6_];;;
55.8333;[2,_0_4_7_10_];;;
56;[5,_0_4_7_11_];[2,_0_4_7_10_14_];;
56.75;[5,_0_4_7_];;;
57;[5,_0_4_7_14_];[2,_0_4_7_10_17_];;
grouping;-------;-------;-------;-------
58;[9,_0_];[2,_0_4_7_10_];;
58.5;[4,_0_];;;
59;[2,_0_4_7_10_];;;
59.5;[0,_0_4_6_14_];;;
60;[6,_0_3_6_];[2,_0_4_7_10_];;
60.5;[9,_0_3_7_9_];;;
61;[4,_0_5_10_16_];[4,_0_5_10_16_];;
61.5;[4,_0_4_10_];;;
62;[9,_0_3_7_];[9,_0_3_7_];;
63;[9,_0_];;;
64;[9,_0_4_7_11_];[9,_0_4_7_];;
65;[9,_0_11_];;;
65.75;[9,_0_10_];;;
grouping;-------;-------;-------;-------
66;[5,_0_4_7_11_];[5,_0_4_7_11_];;
67;[5,_0_4_];;;
67.5;[5,_0_7_];[0,_0_4_5_];;
67.6667;[5,_0_6_];;;
67.8333;[5,_0_7_];;;
68;[2,_0_];[2,_0_];;
68.75;[9,_0_];;;
69;[4,_0_3_7_10_];[11,_0_3_5_];;
69.5;[4,_0_3_7_];;;
70;[2,_0_3_7_];[9,_0_3_5_];;
70.25;[2,_0_3_7_10_];;;
70.5;[2,_0_3_7_10_];;;
71;[2,_0_3_10_];[11,_0_3_10_];;
71.5;[11,_0_3_6_];;;
72;[0,_0_];[2,_0_10_];;
72.75;[4,_0_];;;
73;[2,_0_3_7_10_];[2,_0_3_10_];;
73.5;[11,_0_3_6_13_];;;
74;[0,_0_4_7_11_];[0,_0_4_7_11_];;
74.75;[4,_0_3_7_];;;
75;[9,_0_3_7_14_];[0,_0_4_11_];;
75.5;[0,_0_4_7_11_];;;
76;[2,_0_3_7_10_];[2,_0_3_7_10_];;
76.75;[2,_0_3_7_10_14_];;;
77;[5,_0_3_7_9_];[5,_0_3_7_9_];;
77.5;[5,_0_3_7_9_18_];;;
78;[2,_0_5_10_15_];[7,_0_5_10_];;
78.25;[7,_0_5_10_];;;
78.5;[7,_0_5_10_];;;
79;[0,_0_7_];[7,_0_5_10_16_];;
79.5;[7,_0_4_];;;
80;[0,_0_4_7_14_];[0,_0_4_7_];;
80.75;[0,_0_4_7_11_];;;
81;[0,_0_6_];[0,_0_4_7_18_];;
81.5;[7,_0_11_];;;
grouping;-------;-------;-------;-------
82;[5,_0_4_];[5,_0_4_10_];;
83;[9,_0_6_];[5,_0_4_7_10_];;
83.5;[9,_0_3_6_];;;
83.6667;[11,_0_4_10_];;;
83.8333;[9,_0_3_6_];;;
84;[2,_0_7_];[2,_0_3_7_13_];;
84.75;[2,_0_7_];;;
85;[2,_0_7_18_];[2,_0_3_7_13_];;
85.5;[11,_0_4_10_];;;
86;[4,_0_10_];[9,_0_3_7_];;
86.25;[0,_0_4_];;;
86.5;[0,_0_4_];;;
