time;surface;reduction;melodyPC;melodyMIDI
;;;;
tonality;-------;-------;-------;-------
grouping;-------;-------;-------;-------
0;[7,_0_4_7_14_];[7,_0_4_7_14_];;
0.5;[7,_0_4_7_14_];;;
1;[7,_0_4_14_];[7,_0_4_7_14_];;
1.5;[7,_0_4_14_];;;
2;[2,_0_];[7,_0_4_7_14_];;
2.5;[2,_0_];;;
3;[7,_0_4_7_14_];;;
4;[7,_0_4_7_14_];[2,_0_3_7_9_];;
5;[2,_0_3_7_9_];;;
6;[11,_0_5_10_];[4,_0_4_7_];;
7;[4,_0_4_7_];;;
7.5;[4,_0_4_7_10_];;;
8;[0,_0_];;;
8.5;[2,_0_];;;
9;[0,_0_];[0,_0_3_7_];;
9.5;[9,_0_];;;
10;[0,_0_3_7_9_];[0,_0_3_7_9_];;
11;[0,_0_3_7_9_];[0,_0_3_7_9_];;
12;[0,_0_3_7_9_];;;
13;[2,_0_];[8,_0_4_7_18_];;
14;[8,_0_4_7_18_];;;
14.5;[8,_0_4_7_];;;
15;[9,_0_];[8,_0_4_7_13_];;
15.5;[5,_0_];;;
16;[7,_0_];;;
16.5;[9,_0_];;;
17;[5,_0_7_11_13_];[1,_0_4_8_11_22_];;
17.5;[1,_0_4_8_10_];;;
18;[1,_0_4_10_];[7,_0_4_6_10_];;
18.5;[7,_0_];;;
19;[2,_0_];[11,_0_3_4_10_];;
20;[11,_0_3_4_10_];;;
21;[11,_0_3_4_10_];[11,_0_3_4_10_];;
22;[11,_0_3_4_10_];;;
23;[11,_0_3_4_10_];[11,_0_3_4_10_];;
24;[11,_0_3_4_10_];;;
grouping;-------;-------;-------;-------
25;[11,_0_3_4_];[11,_0_3_4_];;
25.5;[11,_0_3_4_];;;
26;[9,_0_];[11,_0_4_10_];;
26.5;[9,_0_];;;
27;[2,_0_];[11,_0_3_7_6_13_];;
27.5;[2,_0_];;;
28;[11,_0_3_7_6_13_];;;
29;[11,_0_3_7_6_13_];[11,_0_3_7_4_13_];;
30;[11,_0_3_7_4_13_];;;
31;[4,_0_];[2,_0_3_7_9_];;
32;[11,_0_5_10_18_];;;
32.5;[2,_0_3_7_9_];;;
33;[0,_0_];;;
33.5;[2,_0_];;;
34;[0,_0_];[7,_0_5_10_18_];;
34.5;[9,_0_];;;
35;[1,_0_4_8_11_18_];[1,_0_4_8_11_18_];;
36;[1,_0_4_8_11_18_];[1,_0_4_8_10_18_];;
37;[1,_0_4_8_10_18_];;;
38;[2,_0_4_];[11,_0_3_7_11_16_];;
38.5;[2,_0_4_8_];;;
38.75;[2,_0_4_13_];;;
38.875;[11,_0_3_7_];;;
39;[2,_0_4_13_];;;
39.5;[0,_0_3_6_];;;
40;[9,_0_];[11,_0_4_7_11_22_];;
40.5;[5,_0_];;;
41;[7,_0_];;;
41.5;[9,_0_];;;
42;[0,_0_4_8_];[5,_0_4_7_11_15_];;
42.5;[9,_0_3_7_11_];;;
43;[0,_0_4_8_17_];[0,_0_4_7_8_];;
43.5;[0,_0_4_7_8_];;;
44;[2,_0_];[2,_0_7_];;
45;[2,_0_4_8_15_22_];;;
46;[2,_0_];[2,_0_7_];;
47;[0,_0_3_7_11_14_];;;
48;[2,_0_];[2,_0_7_];;
49;[2,_0_7_];;;
50;[2,_0_7_];[2,_0_7_];;
52;[2,_0_];[2,_0_7_];;
