time;surface;reduction;melodyPC;melodyMIDI
;;;;
tonality;-------;-------;-------;-------
grouping;-------;-------;-------;-------
0;[2,_0_3_7_];[2,_0_3_7_];;
1;[9,_0_3_7_];[9,_0_3_7_];;
2;[5,_0_4_7_];[5,_0_4_7_];;
2.5;[7,_0_3_7_];[7,_0_3_7_];;
3;[9,_0_3_7_];[9,_0_3_7_];;
3.5;[0,_0_4_7_];[0,_0_4_7_];;
4;[2,_0_3_7_];[2,_0_3_7_];;
5;[2,_0_3_7_];[2,_0_3_7_];;
grouping;-------;-------;-------;-------
6;[2,_0_3_7_10_];[2,_0_3_7_10_];;
7;[9,_0_3_7_10_];[9,_0_3_7_10_];;
8;[5,_0_4_7_11_14_];[5,_0_4_7_11_14_];;
8.5;[7,_0_3_7_10_];[7,_0_3_7_10_];;
9;[9,_0_3_7_10_];[9,_0_3_7_10_];;
9.5;[0,_0_4_7_10_14_];[0,_0_4_7_10_14_];;
10;[2,_0_3_7_10_];[2,_0_3_7_10_];;
11;[2,_0_3_7_10_];[2,_0_3_7_10_];;
grouping;-------;-------;-------;-------
12;[7,_0_3_7_10_];[7,_0_3_7_10_];;
13;[9,_0_3_7_];[9,_0_3_7_];;
14;[7,_0_4_7_10_];[7,_0_4_7_10_];;
14.5;[7,_0_4_7_];;;
15;[7,_0_3_7_9_];[0,_0_4_7_10_];;
15.5;[0,_0_4_7_10_];;;
16;[10,_0_4_7_11_];[10,_0_4_7_11_];;
17;[10,_0_4_7_11_];[10,_0_4_7_11_];;
grouping;-------;-------;-------;-------
18;[7,_0_3_7_10_];[7,_0_3_7_10_];;
19;[9,_0_3_7_];[9,_0_3_7_];;
20;[5,_0_4_7_11_];[2,_0_3_7_10_14_];;
20.5;[2,_0_3_7_10_];;;
21;[2,_0_3_7_10_17_];[7,_0_4_7_10_];;
21.5;[7,_0_4_7_10_];;;
22;[9,_0_3_5_11_];[2,_0_4_7_10_];;
22.5;[2,_0_4_7_10_];;;
23;[2,_0_3_7_10_];[2,_0_3_7_10_];;
grouping;-------;-------;-------;-------
24;[7,_0_3_7_10_];[7,_0_3_7_10_];;
25;[9,_0_3_7_];[9,_0_3_7_];;
26;[7,_0_4_7_10_];[7,_0_4_7_10_];;
26.5;[7,_0_4_7_];;;
27;[7,_0_3_7_9_];[0,_0_4_7_10_];;
27.5;[0,_0_4_7_10_];;;
28;[10,_0_4_7_11_];[10,_0_4_7_11_];;
29;[10,_0_4_7_11_];[10,_0_4_7_11_];;
grouping;-------;-------;-------;-------
30;[7,_0_3_7_10_];[7,_0_3_7_10_];;
31;[9,_0_3_7_];[9,_0_3_7_];;
32;[5,_0_4_7_11_];[2,_0_3_7_10_14_];;
32.5;[2,_0_3_7_10_];;;
33;[2,_0_3_7_10_17_];[7,_0_4_7_10_];;
33.5;[7,_0_4_7_10_];;;
34;[9,_0_3_5_11_];[2,_0_4_7_10_];;
34.5;[2,_0_4_7_10_];;;
35;[2,_0_3_7_10_];[2,_0_3_7_10_];;
