time;surface;reduction;melodyPC;melodyMIDI
;;;;
tonality;-------;-------;-------;-------
grouping;-------;-------;-------;-------
0;[2,_0_7_];[2,_0_7_];;
0.5;[2,_0_4_7_];;;
0.75;[2,_0_7_];;;
1;[2,_0_7_11_];[2,_0_7_11_];;
1.5;[2,_0_7_11_];;;
1.75;[2,_0_4_7_];;;
2;[2,_0_7_];[2,_0_7_];;
2.5;[9,_0_];;;
2.75;[8,_0_];;;
3;[2,_0_4_7_];[2,_0_4_7_];;
3.25;[2,_0_7_];;;
3.5;[2,_0_4_7_];;;
3.75;[2,_0_7_11_];;;
grouping;-------;-------;-------;-------
4;[2,_0_7_];[2,_0_7_];;
4.5;[2,_0_4_7_];;;
4.75;[2,_0_7_];;;
5;[2,_0_7_11_];[2,_0_7_11_];;
5.5;[2,_0_7_11_];;;
5.75;[2,_0_4_7_];;;
6;[4,_0_5_10_];[4,_0_5_10_16_];;
6.5;[4,_0_];;;
6.75;[2,_0_];;;
7;[4,_0_4_10_];[4,_0_5_10_16_];;
tonality;-------;-------;-------;-------
grouping;-------;-------;-------;-------
8;[2,_0_];[7,_0_7_];;
8.5;[7,_0_4_7_];;;
8.75;[7,_0_7_];;;
9;[7,_0_7_11_];[7,_0_7_11_];;
9.5;[7,_0_7_11_];;;
9.75;[7,_0_4_7_];;;
10;[7,_0_7_];[7,_0_7_];;
10.5;[2,_0_];;;
10.75;[1,_0_];;;
11;[7,_0_4_7_14_];[7,_0_4_7_14_];;
11.25;[9,_0_5_10_];;;
11.5;[7,_0_4_7_14_];;;
11.75;[9,_0_5_10_16_];;;
grouping;-------;-------;-------;-------
12;[2,_0_];[2,_0_7_];;
12.5;[7,_0_4_7_];;;
12.75;[7,_0_7_];;;
13;[7,_0_7_11_];[9,_0_4_5_];;
13.5;[7,_0_7_11_];;;
13.75;[7,_0_4_7_];;;
14;[9,_0_5_10_];[9,_0_5_10_];;
14.5;[9,_0_];;;
14.75;[7,_0_];;;
15;[9,_0_5_10_];[9,_0_5_10_];;
tonality;-------;-------;-------;-------
grouping;-------;-------;-------;-------
16;[6,_0_3_];[6,_0_3_7_];;
16.5;[6,_0_7_];;;
16.75;[6,_0_3_7_];;;
17;[8,_0_5_10_];[8,_0_5_10_];;
17.5;[8,_0_5_10_];;;
17.75;[6,_0_7_];;;
18;[6,_0_3_7_];[6,_0_3_7_];;
18.5;[9,_0_];;;
18.75;[8,_0_];;;
19;[11,_0_3_7_];[11,_0_3_7_];;
19.25;[11,_0_3_7_];;;
19.5;[11,_0_3_7_];;;
19.75;[11,_0_3_7_9_];;;
grouping;-------;-------;-------;-------
20;[6,_0_3_];[6,_0_3_7_];;
20.5;[6,_0_7_];;;
20.75;[6,_0_3_7_];;;
21;[8,_0_5_10_];[8,_0_5_10_];;
21.5;[8,_0_5_10_];;;
21.75;[6,_0_7_];;;
22;[1,_0_3_5_];[1,_0_3_5_];;
22.5;[4,_0_];;;
22.75;[2,_0_];;;
23;[9,_0_3_7_9_];[9,_0_3_7_9_];;
tonality;-------;-------;-------;-------
grouping;-------;-------;-------;-------
24;[7,_0_7_];[7,_0_4_7_11_];;
24.5;[11,_0_7_];;;
24.75;[11,_0_3_7_];;;
25;[1,_0_5_10_];[1,_0_5_10_18_];;
25.5;[1,_0_5_10_];;;
25.75;[11,_0_7_];;;
26;[11,_0_3_7_];[11,_0_3_7_];;
26.5;[2,_0_];;;
26.75;[1,_0_];;;
27;[11,_0_7_];[11,_0_7_];;
27.25;[7,_0_4_11_];;;
27.5;[11,_0_7_];;;
27.75;[1,_0_5_10_];;;
grouping;-------;-------;-------;-------
28;[7,_0_7_];[7,_0_4_7_10_];;
28.5;[11,_0_6_];;;
28.75;[11,_0_3_6_];;;
29;[1,_0_4_10_];[7,_0_4_6_10_];;
29.5;[1,_0_4_10_];;;
29.75;[11,_0_6_];;;
30;[5,_0_4_6_];[5,_0_4_6_];;
30.5;[9,_0_];;;
30.75;[7,_0_];;;
grouping;-------;-------;-------;-------
31;[9,_0_4_7_];[9,_0_4_7_];;
tonality;-------;-------;-------;-------
32;[0,_0_4_7_];[0,_0_4_7_];;
32.25;[0,_0_7_11_];;;
32.5;[0,_0_7_];;;
33;[0,_0_4_7_18_];;;
33.1667;[0,_0_4_7_];;;
33.3333;[0,_0_4_7_18_];;;
33.5;[0,_0_4_7_];;;
34;[4,_0_];[0,_0_4_7_14_];;
34.5;[2,_0_5_10_16_];;;
34.75;[2,_0_5_10_];;;
grouping;-------;-------;-------;-------
35;[9,_0_5_10_15_];[9,_0_5_10_15_];;
35.5;[9,_0_5_10_15_];;;
36;[0,_0_4_7_];[0,_0_4_7_];;
36.25;[0,_0_4_7_18_];;;
36.5;[0,_0_4_7_];;;
37;[0,_0_4_7_18_];;;
37.1667;[0,_0_4_7_];;;
37.3333;[0,_0_4_7_18_];;;
37.5;[0,_0_4_7_];;;
38;[2,_0_];[2,_0_5_10_16_];;
38.1667;[4,_0_];;;
38.3333;[2,_0_];;;
38.5;[0,_0_7_11_];;;
grouping;-------;-------;-------;-------
39;[0,_0_7_11_];[0,_0_7_11_];;
39.5;[0,_0_7_11_];;;
40;[0,_0_4_7_];[0,_0_4_7_];;
40.25;[0,_0_7_11_];;;
40.5;[0,_0_7_];;;
41;[0,_0_4_7_18_];;;
41.1667;[0,_0_4_7_];;;
41.3333;[0,_0_4_7_18_];;;
41.5;[0,_0_4_7_];;;
42;[4,_0_];[0,_0_4_7_14_];;
42.5;[2,_0_5_10_16_];;;
42.75;[2,_0_5_10_];;;
grouping;-------;-------;-------;-------
43;[9,_0_5_10_15_];[9,_0_5_10_15_];;
43.5;[9,_0_5_10_15_];;;
44;[0,_0_4_7_];[0,_0_4_7_];;
44.25;[0,_0_4_7_18_];;;
44.5;[0,_0_4_7_];;;
45;[0,_0_4_7_18_];;;
45.1667;[0,_0_4_7_];;;
45.3333;[0,_0_4_7_18_];;;
45.5;[0,_0_4_7_];;;
46;[2,_0_];[2,_0_4_8_14_];;
46.1667;[4,_0_];;;
46.3333;[2,_0_];;;
46.5;[0,_0_4_6_10_];;;
grouping;-------;-------;-------;-------
47;[0,_0_4_6_10_];[0,_0_4_6_10_];;
47.5;[0,_0_4_7_10_];;;
tonality;-------;-------;-------;-------
48;[7,_0_10_];[0,_0_4_7_17_];;
48.5;[0,_0_4_];;;
49;[7,_0_10_];[2,_0_5_10_15_];;
49.5;[2,_0_10_];;;
grouping;-------;-------;-------;-------
50;[7,_0_10_];[0,_0_4_7_17_];;
50.5;[0,_0_4_];;;
51;[5,_0_7_];[5,_0_7_];;
51.25;[10,_0_7_];;;
51.5;[5,_0_4_7_];;;
51.75;[0,_0_5_10_];;;
52;[7,_0_10_];[7,_0_5_10_];;
52.5;[0,_0_7_];;;
53;[5,_0_7_];[0,_0_5_10_];;
53.5;[0,_0_10_];;;
53.75;[10,_0_4_14_];;;
grouping;-------;-------;-------;-------
54;[5,_0_11_];[5,_0_4_7_11_];;
54.5;[5,_0_4_7_];;;
54.75;[5,_0_4_7_18_];;;
55;[5,_0_4_7_];[5,_0_4_7_];;
55.5;[5,_0_4_7_];;;
56;[7,_0_10_];[0,_0_4_7_17_];;
56.5;[0,_0_4_];;;
57;[7,_0_10_];[2,_0_5_10_15_];;
57.5;[2,_0_10_];;;
grouping;-------;-------;-------;-------
58;[7,_0_10_];[0,_0_4_7_17_];;
58.5;[0,_0_4_];;;
59;[5,_0_7_];[7,_0_5_10_];;
59.25;[10,_0_7_];;;
59.5;[0,_0_7_14_];;;
59.75;[0,_0_7_15_];;;
60;[9,_0_];[5,_0_4_7_14_];;
60.5;[5,_0_4_7_14_];;;
60.75;[7,_0_5_10_];;;
grouping;-------;-------;-------;-------
61;[5,_0_4_7_14_];[5,_0_4_7_14_];;
61.5;[5,_0_4_7_14_];;;
61.75;[7,_0_5_10_];;;
62;[5,_0_4_7_14_];[7,_0_4_10_14_];;
62.5;[5,_0_4_7_14_];;;
62.75;[7,_0_5_10_];;;
63;[7,_0_4_10_14_];[7,_0_4_10_14_];;
tonality;-------;-------;-------;-------
