time;surface;reduction;melodyPC;melodyMIDI
;;;;
tonality;-------;-------;-------;-------
grouping;-------;-------;-------;-------
0;[6,_0_3_7_];[6,_0_3_7_];;
0.5;[6,_0_3_7_];;;
1;[8,_0_3_5_];[1,_0_5_10_];;
1.5;[1,_0_5_10_];;;
2;[6,_0_3_7_];[6,_0_3_7_];;
2.5;[6,_0_3_7_];;;
3;[8,_0_3_5_];[1,_0_5_10_];;
3.5;[1,_0_5_10_];;;
4;[6,_0_3_7_];[6,_0_3_7_];;
4.5;[6,_0_3_7_];;;
5;[8,_0_4_];[8,_0_4_10_];;
5.5;[8,_0_4_10_];;;
6;[1,_0_7_];[1,_0_7_];;
7;[1,_0_4_7_];[1,_0_4_7_];;
grouping;-------;-------;-------;-------
8;[9,_0_4_7_];[9,_0_4_7_];;
9;[4,_0_4_7_];[4,_0_4_7_];;
10;[9,_0_4_7_];[9,_0_4_7_];;
11;[4,_0_4_7_];[4,_0_4_7_];;
12;[2,_0_4_7_11_];[2,_0_4_7_11_];;
12.5;[6,_0_3_7_];;;
13;[4,_0_4_7_17_];[4,_0_4_7_17_];;
13.5;[11,_0_3_7_10_];[11,_0_3_7_10_];;
14;[1,_0_4_7_];[1,_0_4_7_];;
15;[1,_0_4_7_];;;
grouping;-------;-------;-------;-------
16;[6,_0_3_7_];[6,_0_3_7_];;
16.5;[6,_0_3_7_];;;
17;[6,_0_3_7_14_];;;
17.5;[6,_0_3_7_];;;
18;[2,_0_4_7_];[2,_0_4_7_];;
18.5;[2,_0_4_7_];;;
19;[2,_0_4_7_18_];;;
19.5;[2,_0_4_7_];;;
20;[11,_0_4_7_10_];[11,_0_4_7_10_];;
20.5;[11,_0_4_10_];;;
21;[8,_0_3_7_13_];;;
21.5;[11,_0_4_7_10_];;;
22;[4,_0_4_];[1,_0_3_7_10_];;
23;[1,_0_3_7_10_];;;
grouping;-------;-------;-------;-------
24;[9,_0_5_10_16_];[9,_0_5_10_16_];;
25;[7,_0_4_7_];[7,_0_4_7_];;
26;[9,_0_5_10_16_];[9,_0_5_10_16_];;
27;[7,_0_4_7_];[7,_0_4_7_];;
28;[2,_0_4_14_];[4,_0_4_7_10_14_];;
28.5;[2,_0_4_6_];;;
29;[1,_0_3_10_];[1,_0_3_7_10_13_];;
29.5;[11,_0_3_];[4,_0_4_7_10_];;
30;[6,_0_4_7_];[6,_0_4_7_];;
31;[6,_0_4_7_];;;
grouping;-------;-------;-------;-------
32;[2,_0_4_7_11_];[2,_0_4_7_11_];;
32.5;[9,_0_4_5_];;;
33;[9,_0_4_5_11_];;;
33.5;[2,_0_4_7_11_];;;
34;[2,_0_4_7_8_];[2,_0_4_7_8_];;
34.5;[2,_0_7_13_];;;
35;[2,_0_7_11_13_];;;
35.5;[2,_0_4_7_8_];;;
36;[11,_0_3_7_10_];[11,_0_3_7_10_];;
36.5;[11,_0_3_10_];;;
37;[8,_0_3_6_13_];;;
37.5;[11,_0_3_7_10_];;;
38;[9,_0_4_7_11_];[9,_0_4_7_11_];;
39;[9,_0_4_7_11_];;;
grouping;-------;-------;-------;-------
40;[6,_0_4_7_];[6,_0_4_7_];;
41;[1,_0_4_7_10_];[1,_0_4_7_10_];;
42;[6,_0_4_7_];[6,_0_4_7_];;
43;[1,_0_4_7_10_];[1,_0_4_7_10_];;
44;[11,_0_3_7_10_];[11,_0_3_7_10_18_];;
44.5;[2,_0_4_7_];;;
45;[1,_0_3_7_17_];[1,_0_4_8_15_19_22_25_];;
45.5;[11,_0_3_7_10_];[11,_0_3_7_10_18_];;
46;[8,_0_5_10_];[8,_0_5_10_];;
47;[1,_0_4_7_];[1,_0_4_7_];;
grouping;-------;-------;-------;-------
48;[6,_0_];[6,_0_3_7_16_];;
48.5;[9,_0_];;;
49;[1,_0_7_14_];;;
49.5;[6,_0_4_7_];;;
50;[6,_0_];[6,_0_3_7_16_];;
50.5;[9,_0_];;;
51;[1,_0_7_14_];;;
51.5;[6,_0_4_7_];;;
52;[6,_0_];[6,_0_3_7_16_];;
52.5;[9,_0_];;;
53;[6,_0_4_7_14_];;;
53.5;[6,_0_4_7_];;;
54;[8,_0_];[6,_0_3_7_14_];;
55;[6,_0_3_7_];[6,_0_3_7_];;
56;[2,_0_4_7_11_];[2,_0_4_7_11_];;
57;[11,_0_4_7_10_];[11,_0_4_7_10_];;
58;[2,_0_4_7_11_];[2,_0_4_7_11_];;
59;[11,_0_4_7_10_];[11,_0_4_7_10_];;
60;[6,_0_];;;
60.5;[6,_0_];;;
61;[4,_0_];;;
61.5;[2,_0_];;;
62;[8,_0_4_7_5_13_];[8,_0_4_7_5_13_];;
63;[1,_0_4_7_];[1,_0_4_7_];;
64;[8,_0_4_7_10_13_];[8,_0_4_7_10_13_];;
65;[1,_0_4_7_];[1,_0_4_7_];;
66;[8,_0_4_7_10_13_];[8,_0_4_7_10_13_];;
67;[1,_0_4_7_];[1,_0_4_7_];;
68;;[1,_0_4_7_];;
69;[1,_0_4_7_];;;
70;;[1,_0_4_7_];;
71;[1,_0_4_7_];;;
72;;[1,_0_4_7_];;
73;[1,_0_4_7_];;;
74;;[10,_0_3_7_];;
75;[10,_0_3_7_];;;
