time;surface;reduction;melodyPC;melodyMIDI
;;;;
tonality;-------;-------;-------;-------
grouping;-------;-------;-------;-------
0;[1,_0_3_];[9,_0_4_7_];;
1;[9,_0_7_];;;
2;[1,_0_3_];;;
3;[1,_0_3_];[9,_0_4_7_];;
4;[9,_0_7_];;;
5;[1,_0_3_];;;
6;[1,_0_3_];[9,_0_7_];;
7;[9,_0_7_];;;
8;[1,_0_3_];[9,_0_4_7_];;
9;[9,_0_10_];[9,_0_4_7_];;
9.3333;[5,_0_4_];;;
9.6667;[9,_0_7_];;;
10;[11,_0_3_];[2,_0_7_14_];;
10.75;[11,_0_3_14_];;;
11;[2,_0_];;;
11.75;[4,_0_];;;
12;[10,_0_4_7_];[10,_0_4_11_];;
12.3333;[10,_0_4_6_];;;
12.6667;[10,_0_4_];;;
13;[9,_0_4_];[10,_0_3_4_11_];;
13.75;[9,_0_];;;
14;[10,_0_4_7_];[10,_0_4_7_11_];;
14.75;[2,_0_3_];;;
15;[9,_0_4_];[10,_0_4_7_11_];;
15.25;[9,_0_];;;
15.5;[10,_0_11_];;;
15.75;[2,_0_7_];;;
16;[9,_0_4_7_];[9,_0_4_7_];;
17;[9,_0_];;;
grouping;-------;-------;-------;-------
18;[0,_0_4_7_];[9,_0_3_7_10_];;
19;[9,_0_7_];;;
20;[0,_0_4_6_];[9,_0_3_7_9_];;
21;[9,_0_10_];[9,_0_3_7_9_];;
21.3333;[5,_0_4_];;;
21.6667;[9,_0_7_];;;
22;[10,_0_4_7_];[10,_0_4_7_11_];;
22.75;[10,_0_3_7_];;;
23;[2,_0_7_];;;
23.75;[9,_0_7_];;;
24;[5,_0_4_11_];[4,_0_5_10_];;
24.3333;[9,_0_7_];;;
24.6667;[4,_0_5_10_];;;
25;[9,_0_4_];[9,_0_4_7_];;
25.75;[9,_0_];;;
26;[7,_0_3_7_];[7,_0_3_7_14_];;
26.75;[7,_0_7_];;;
27;[9,_0_4_];[7,_0_3_7_14_];;
27.25;[9,_0_];;;
27.5;[10,_0_11_];;;
27.75;[2,_0_7_];;;
28;[5,_0_4_7_];[5,_0_4_7_];;
29;[9,_0_];;;
grouping;-------;-------;-------;-------
30;[7,_0_3_];[7,_0_3_];;
30.25;[4,_0_6_];;;
30.5;[10,_0_7_];;;
30.75;[10,_0_4_];;;
31;[10,_0_7_11_];[10,_0_4_7_];;
31.5;[10,_0_4_7_];;;
32;[0,_0_4_7_10_];[0,_0_4_7_10_];;
33;[0,_0_4_7_10_];[0,_0_4_7_10_];;
33.25;[4,_0_3_6_17_];;;
33.5;[4,_0_3_6_];;;
33.75;[0,_0_4_7_10_];;;
34;[7,_0_3_7_9_];[7,_0_3_7_9_];;
34.75;[10,_0_3_6_9_];;;
35;[10,_0_4_7_11_];[10,_0_4_7_11_];;
35.75;[5,_0_4_5_11_];;;
36;[5,_0_4_5_];[7,_0_3_7_10_14_];;
36.3333;[5,_0_4_5_11_];;;
36.6667;[10,_0_4_7_11_];;;
37;[1,_0_3_6_16_];[10,_0_3_7_9_18_];;
37.75;[4,_0_3_5_13_];;;
38;[7,_0_3_7_10_];[7,_0_3_7_10_];;
38.75;[2,_0_3_5_];;;
39;[1,_0_3_13_];[10,_0_4_6_];;
39.25;[4,_0_5_10_];;;
39.5;[10,_0_4_6_];;;
39.75;[4,_0_10_];;;
40;[4,_0_5_10_];[4,_0_5_10_];;
41;[9,_0_4_];[9,_0_4_7_];;
grouping;-------;-------;-------;-------
42;[7,_0_3_];[7,_0_3_7_13_];;
42.25;[4,_0_6_];;;
42.5;[10,_0_7_];;;
42.75;[10,_0_4_];;;
43;[4,_0_4_10_];[10,_0_4_10_];;
43.75;[2,_0_6_];;;
44;[0,_0_10_];[10,_0_4_10_14_];;
45;[0,_0_10_];[10,_0_4_10_14_];;
45.25;[10,_0_11_];;;
45.5;[10,_0_];;;
45.75;[0,_0_10_];;;
46;[2,_0_6_];[10,_0_4_10_];;
46.75;[1,_0_7_18_];;;
47;[10,_0_4_];;;
47.75;[4,_0_6_];;;
48;[6,_0_11_];[2,_0_4_6_14_];;
48.3333;[6,_0_10_];;;
48.6667;[2,_0_4_];;;
49;[1,_0_3_7_];[1,_0_3_7_17_];;
49.75;[9,_0_7_16_];;;
50;[4,_0_4_6_14_];[4,_0_4_6_14_];;
50.75;[2,_0_4_6_14_];;;
51;[1,_0_3_7_17_];[9,_0_4_7_13_];;
51.25;[9,_0_7_16_14_];;;
51.5;[4,_0_4_6_14_];;;
51.75;[2,_0_4_6_14_];;;
52;[9,_0_4_7_];[9,_0_4_7_];;
53;[9,_0_];;;
