time;surface;reduction;melodyPC;melodyMIDI
;;;;
tonality;-------;-------;-------;-------
grouping;-------;-------;-------;-------
0;;[3,_0_];;
0.5;;[5,_0_];;
1;;[3,_0_];;
1.5;;[5,_0_];;
3;;[3,_0_];;
3.5;;[0,_0_];;
4.5;;[0,_0_7_];;
5;;[0,_0_10_];;
grouping;-------;-------;-------;-------
6;[0,_0_3_];[7,_0_5_10_];;
0.5;[5,_0_7_];;;
1.25;[0,_0_3_];;;
1.5;[5,_0_7_];;;
2.5;[5,_0_7_];;;
3;[0,_0_3_];;;
3.5;[0,_0_];;;
4.5;[0,_0_7_];;;
5;[0,_0_10_];;;
6;[7,_0_5_10_];;;
6.5;[0,_0_5_10_];[0,_0_5_10_];;
7.5;[0,_0_3_5_];[0,_0_3_5_];;
8;[5,_0_7_];[0,_0_5_10_];;
8.25;[0,_0_5_10_];;;
8.5;[0,_0_5_10_];[0,_0_5_10_];;
9;[7,_0_5_10_];[7,_0_5_10_];;
9.5;[0,_0_5_10_];[0,_0_3_10_];;
9.75;[0,_0_3_10_];;;
10.5;[0,_0_3_];[0,_0_3_];;
grouping;-------;-------;-------;-------
11;[0,_0_];[0,_0_10_];;
11.25;[0,_0_10_];;;
12;[0,_0_7_];[0,_0_7_];;
12.5;[0,_0_5_10_];[0,_0_3_10_];;
12.75;[0,_0_3_10_];;;
13.5;[0,_0_3_7_];[0,_0_3_7_];;
14;[0,_0_7_];[0,_0_7_];;
14.5;[5,_0_7_];[5,_0_7_];;
14.75;[0,_0_5_10_];;;
15;[5,_0_7_];[5,_0_7_];;
15.5;[5,_0_7_];[0,_0_3_10_];;
grouping;-------;-------;-------;-------
16.25;[0,_0_3_10_];;;
16.5;[0,_0_];[0,_0_];;
17;[0,_0_];;;
17.5;[0,_0_];;;
17.75;[0,_0_10_];;;
18;[0,_0_7_];[0,_0_7_];;
18.5;[7,_0_3_5_];[7,_0_3_5_];;
19.25;[0,_0_5_10_];;;
19.5;[0,_0_3_7_];[0,_0_3_7_];;
20;[0,_0_7_];[0,_0_7_];;
20.5;[5,_0_7_];[5,_0_7_];;
20.75;[0,_0_5_10_];;;
21;[5,_0_7_];[5,_0_7_];;
21.5;[5,_0_7_];[5,_0_7_];;
22;;[0,_0_3_10_];;
22.25;[0,_0_3_10_];;;
22.5;[0,_0_];[0,_0_];;
22.75;[0,_0_10_];;;
23;[0,_0_10_];[0,_0_10_];;
