time;surface;reduction;melodyPC;melodyMIDI
;;;;
tonality;-------;-------;-------;-------
grouping;-------;-------;-------;-------
1;;[11,_0_];;
1.5;;[4,_0_];;
2;;[2,_0_];;
3;;[11,_0_];;
4.5;;[4,_0_];;
5;;[2,_0_];;
6;;[11,_0_7_];;
6.5;;[11,_0_10_];;
grouping;-------;-------;-------;-------
7.5;[11,_0_];[11,_0_3_];;
1.5;[4,_0_7_];;;
2;[11,_0_3_];;;
3;[11,_0_];;;
3.5;[11,_0_];;;
4.5;[4,_0_7_];;;
5;[11,_0_3_];;;
5.25;[11,_0_];;;
6;[11,_0_7_];;;
6.5;[11,_0_10_];;;
7.5;[11,_0_3_];;;
8.5;[11,_0_3_];;;
8.75;[11,_0_3_10_];;;
9;[11,_0_7_];[11,_0_7_];;
9.5;[4,_0_7_];[11,_0_3_10_];;
9.75;[11,_0_3_10_];;;
10.5;[11,_0_];[11,_0_];;
11.5;[11,_0_];;;
11.75;[11,_0_10_];;;
12;[11,_0_3_];[11,_0_3_];;
12.5;[11,_0_10_];[11,_0_10_];;
13.5;[4,_0_7_];[4,_0_7_];;
14;[4,_0_7_];[11,_0_3_10_];;
14.25;[11,_0_3_10_];;;
14.5;[11,_0_10_];[11,_0_10_];;
15;[11,_0_3_];[11,_0_3_];;
15.25;[11,_0_3_10_];;;
15.5;[11,_0_7_];[11,_0_7_];;
16.5;[4,_0_7_];[4,_0_7_];;
17;[4,_0_7_];[11,_0_5_10_];;
17.25;[11,_0_5_10_];;;
18;[4,_0_7_];[4,_0_7_];;
18.25;[11,_0_3_];;;
18.5;[11,_0_];[11,_0_10_];;
18.75;[11,_0_10_];;;
19.5;[4,_0_7_];[4,_0_7_];;
grouping;-------;-------;-------;-------
20.5;[11,_0_3_10_];[11,_0_3_10_];;
21;[11,_0_7_];[11,_0_7_];;
21.5;[4,_0_7_];[11,_0_3_10_];;
21.75;[11,_0_3_10_];;;
22.5;[11,_0_];[11,_0_];;
23.5;[11,_0_3_];[11,_0_3_];;
24;[11,_0_3_];[11,_0_3_];;
24.5;[11,_0_3_10_];[11,_0_3_10_];;
25;[11,_0_3_];[11,_0_3_];;
grouping;-------;-------;-------;-------
26.5;[2,_0_];[2,_0_];;
27;[2,_0_];[2,_0_];;
28;[2,_0_];[2,_0_];;
28.5;[6,_0_];[6,_0_];;
29;[4,_0_];[2,_0_];;
29.25;[2,_0_];;;
30;[11,_0_7_];[11,_0_7_];;
30.5;[11,_0_10_];[11,_0_10_];;
grouping;-------;-------;-------;-------
31.5;[11,_0_7_];[11,_0_7_];;
32;[11,_0_7_];[11,_0_5_10_];;
32.125;[6,_0_3_5_];;;
32.25;[11,_0_5_10_];;;
32.5;[4,_0_7_];[4,_0_7_];;
33.5;[11,_0_3_10_];[11,_0_3_10_];;
34;[4,_0_7_];[4,_0_7_];;
34.5;[11,_0_3_];[11,_0_3_10_];;
34.625;[11,_0_3_10_];;;
35;[11,_0_];[11,_0_];;
36;[11,_0_10_];[11,_0_10_];;
36.5;[11,_0_3_];[11,_0_3_];;
37;[11,_0_7_];[6,_0_3_5_];;
37.125;[6,_0_3_5_];;;
37.5;[4,_0_7_];[4,_0_7_];;
38.5;[11,_0_3_10_];[11,_0_3_10_];;
39;[4,_0_7_];[4,_0_7_];;
39.5;[11,_0_3_];[11,_0_3_10_];;
39.625;[11,_0_3_10_];;;
40;[11,_0_];[11,_0_];;
40.5;[11,_0_];[11,_0_];;
grouping;-------;-------;-------;-------
41;[2,_0_];[2,_0_];;
41.5;[4,_0_7_];[4,_0_7_];;
42;[4,_0_7_];[11,_0_5_10_];;
42.125;[11,_0_5_10_];;;
42.5;[4,_0_7_];[4,_0_7_];;
43.5;[11,_0_3_10_];[11,_0_3_10_];;
44;[4,_0_7_];[4,_0_7_];;
44.5;[11,_0_3_];[11,_0_3_10_];;
44.625;[11,_0_3_10_];;;
45;[11,_0_];[11,_0_];;
46;[11,_0_];[11,_0_];;
46.5;[11,_0_];[11,_0_];;
47.25;[11,_0_10_];;;
47.5;[11,_0_10_];[11,_0_10_];;
