time;surface;reduction;melodyPC;melodyMIDI
;;;;
tonality;-------;-------;-------;-------
grouping;-------;-------;-------;-------
grouping;-------;-------;-------;-------
5;[10,_0_3_5_];[10,_0_3_7_];;
1.5;[10,_0_3_];;;
2;[10,_0_3_];;;
3;[10,_0_3_10_];;;
3.5;[10,_0_3_10_];;;
4.5;[10,_0_3_7_];;;
5;[10,_0_3_7_];;;
5.5;[10,_0_5_10_15_];;;
6;[10,_0_3_7_];[10,_0_3_7_];;
6.5;[10,_0_3_7_10_];;;
7;[10,_0_3_10_];[10,_0_3_10_];;
7.5;[10,_0_3_7_10_];;;
8;[10,_0_3_5_];[10,_0_3_5_];;
8.5;[10,_0_3_10_];;;
9;[10,_0_3_5_];[10,_0_3_5_];;
10;[10,_0_3_5_];[10,_0_3_10_];;
10.25;[10,_0_5_10_15_];;;
10.5;[10,_0_3_7_];;;
10.75;[10,_0_3_10_];;;
11;[3,_0_7_];[3,_0_7_];;
12;[10,_0_3_];[10,_0_3_];;
13;[10,_0_];[10,_0_];;
14;[10,_0_10_];;;
14.25;[10,_0_7_];;;
14.5;[10,_0_10_];;;
grouping;-------;-------;-------;-------
16;[10,_0_3_7_];[5,_0_5_10_];;
16.5;[10,_0_3_7_10_];;;
17;[3,_0_7_];[3,_0_7_];;
17.5;[10,_0_3_10_];;;
18;[3,_0_7_];[3,_0_7_];;
19;[10,_0_3_10_];[10,_0_3_10_];;
20;[10,_0_3_5_];[10,_0_3_5_];;
21;[10,_0_3_5_];[10,_0_3_10_];;
21.25;[10,_0_5_10_15_];;;
21.5;[10,_0_3_7_];;;
21.75;[10,_0_3_10_];;;
22;[3,_0_7_];[3,_0_7_];;
23;[10,_0_3_];[10,_0_3_];;
24;[10,_0_];[10,_0_];;
25;[10,_0_10_];;;
25.25;[10,_0_7_];;;
25.5;[10,_0_10_];;;
grouping;-------;-------;-------;-------
26;;[10,_0_10_];;
27;[10,_0_3_7_];[10,_0_3_7_];;
27.5;[10,_0_5_10_15_];;;
28;[10,_0_3_7_];[10,_0_3_7_];;
28.5;[10,_0_3_7_10_];;;
29;[10,_0_3_10_];[10,_0_3_10_];;
29.5;[10,_0_3_7_10_];;;
30;[10,_0_3_5_];[10,_0_3_5_];;
30.5;[10,_0_3_10_];;;
31;[10,_0_3_5_];[10,_0_3_5_];;
32;[10,_0_3_5_];[10,_0_3_10_];;
32.25;[10,_0_5_10_15_];;;
32.5;[10,_0_3_7_];;;
32.75;[10,_0_3_10_];;;
33;[3,_0_7_];[3,_0_7_];;
34;[10,_0_3_];[10,_0_3_];;
35;[10,_0_];[10,_0_];;
36;[10,_0_10_];;;
36.25;[10,_0_7_];;;
36.5;[10,_0_10_];;;
grouping;-------;-------;-------;-------
37;;[10,_0_10_];;
38;[10,_0_3_7_];[10,_0_3_7_];;
38.5;[5,_0_5_10_15_];;;
39;[3,_0_7_];[3,_0_7_];;
39.5;[10,_0_3_10_];;;
40;[10,_0_];[10,_0_];;
grouping;-------;-------;-------;-------
41;[10,_0_];;;
42;[10,_0_];[10,_0_];;
43;;[8,_0_];;
43.5;[8,_0_];;;
44;[5,_0_];[5,_0_];;
45;[5,_0_7_];;;
45.5;[5,_0_10_];;;
grouping;-------;-------;-------;-------
46;[5,_0_10_];;;
46.5;[3,_0_];;;
tonality;-------;-------;-------;-------
47;[5,_0_3_7_];[5,_0_3_7_];;
47.5;[5,_0_5_10_15_];;;
48;[5,_0_3_7_];[5,_0_3_7_];;
48.5;[5,_0_3_7_10_];;;
49;[5,_0_3_10_];[5,_0_3_10_];;
49.5;[5,_0_3_7_10_];;;
50;[5,_0_3_7_];[5,_0_3_7_];;
50.5;[5,_0_5_10_15_];;;
51;[5,_0_3_5_];[5,_0_3_5_];;
52;;[5,_0_3_];;
52.5;[5,_0_3_];;;
53;[10,_0_7_];[10,_0_7_];;
53.25;[5,_0_3_];;;
53.5;[5,_0_];;;
grouping;-------;-------;-------;-------
55;[5,_0_10_];[5,_0_10_];;
56;[5,_0_3_7_];[5,_0_3_7_];;
56.5;[5,_0_3_7_10_];;;
57;[5,_0_3_5_];[5,_0_3_5_];;
57.5;[5,_0_3_10_];;;
58;[5,_0_3_];[5,_0_3_];;
59;[5,_0_3_];;;
60;[5,_0_3_5_];[5,_0_3_5_];;
61.5;[5,_0_3_];;;
62;[5,_0_3_];[5,_0_3_];;
grouping;-------;-------;-------;-------
64;[5,_0_3_10_];[5,_0_3_10_];;
65;[5,_0_3_7_];[5,_0_3_7_];;
65.5;[5,_0_5_10_15_];;;
66;[5,_0_3_7_];[5,_0_3_7_];;
66.5;[5,_0_3_7_10_];;;
67;[5,_0_3_10_];[5,_0_3_10_];;
67.5;[5,_0_3_7_10_];;;
68;[5,_0_3_5_];[5,_0_3_5_];;
68.5;[5,_0_3_10_];;;
69;[5,_0_3_5_];[5,_0_3_5_];;
70;;[5,_0_3_];;
70.5;[5,_0_3_];;;
71;[10,_0_7_];[10,_0_7_];;
71.25;[5,_0_3_];;;
71.5;[5,_0_];;;
73;[5,_0_10_];[5,_0_10_];;
74;[5,_0_3_7_];[5,_0_3_7_];;
74.5;[5,_0_3_7_10_];;;
75;[5,_0_3_5_];[5,_0_3_5_];;
75.5;[5,_0_3_10_];;;
76;[5,_0_3_];[5,_0_3_];;
77;[5,_0_3_];;;
