time;surface;reduction;melodyPC;melodyMIDI
;;;;
tonality;-------;-------;-------;-------
grouping;-------;-------;-------;-------
0;;[10,_0_];;
1;;[0,_0_];;
1.5;;[2,_0_];;
2;;[10,_0_];;
3;;[7,_0_];;
3.5;;[7,_0_];;
4.5;;[7,_0_7_];;
5;;[7,_0_10_];;
5.5;;[5,_0_];;
grouping;-------;-------;-------;-------
6;[7,_0_3_14_];[9,_0_5_10_];;
1;[9,_0_3_10_];;;
1.5;[9,_0_5_10_];;;
1.75;[9,_0_3_10_];;;
2;[7,_0_3_14_];;;
3;[9,_0_10_];;;
3.5;[9,_0_10_];;;
4.5;[9,_0_5_10_];;;
5;[5,_0_4_14_];;;
5.25;[5,_0_4_14_];;;
5.5;[5,_0_4_14_];;;
6;[9,_0_5_10_];;;
6.5;[9,_0_5_10_];[9,_0_5_10_];;
6.75;[2,_0_3_5_];;;
7;;[2,_0_3_5_];;
7.5;[9,_0_5_10_];[9,_0_5_10_];;
8;[9,_0_5_10_];[2,_0_3_7_17_];;
8.25;[2,_0_3_7_17_];;;
9;[9,_0_5_10_];[9,_0_5_10_];;
9.5;[7,_0_7_];[2,_0_3_5_];;
9.75;[2,_0_3_5_];;;
10.5;[9,_0_3_10_];[9,_0_3_10_];;
10.75;[7,_0_3_14_];;;
11;[7,_0_3_14_];[7,_0_3_14_];;
11.25;[7,_0_3_10_];;;
11.5;[7,_0_3_7_];[7,_0_3_7_];;
grouping;-------;-------;-------;-------
12;[7,_0_3_14_];[7,_0_3_14_];;
12.5;[9,_0_3_10_];[5,_0_4_7_14_];;
12.75;[7,_0_5_10_];;;
13;;[7,_0_5_10_];;
13.5;[9,_0_5_10_];[9,_0_5_10_];;
13.75;[9,_0_3_10_];;;
14;[7,_0_3_14_];[7,_0_3_10_14_];;
14.25;[7,_0_3_10_14_];;;
15;[9,_0_5_10_];[9,_0_5_10_];;
15.5;[5,_0_4_14_];[5,_0_4_14_];;
15.75;[7,_0_7_];;;
16;[7,_0_10_];[7,_0_10_];;
16.5;[7,_0_];[7,_0_];;
17;[7,_0_10_];[7,_0_7_];;
17.25;[7,_0_7_];;;
17.5;[7,_0_7_];[7,_0_7_];;
grouping;-------;-------;-------;-------
18;[9,_0_5_10_];[9,_0_5_10_];;
18.5;[9,_0_3_10_];[9,_0_3_10_];;
18.75;[7,_0_5_10_];;;
19;;[7,_0_5_10_];;
19.25;[7,_0_3_10_];;;
19.5;[9,_0_5_10_];[9,_0_5_10_];;
20;[9,_0_3_10_];[9,_0_3_10_];;
20.25;[7,_0_5_10_];;;
20.5;;[7,_0_5_10_];;
20.75;[7,_0_3_10_];;;
21;[9,_0_5_10_15_];[9,_0_5_10_15_];;
21.5;[7,_0_10_];[7,_0_10_];;
22.5;[7,_0_];[7,_0_];;
22.75;[7,_0_10_];;;
23;[7,_0_7_];[7,_0_7_];;
grouping;-------;-------;-------;-------
25.5;[10,_0_];[10,_0_];;
26.5;[0,_0_];[0,_0_];;
27;[2,_0_];[2,_0_];;
27.5;[2,_0_];[2,_0_];;
28.5;[2,_0_];[2,_0_];;
29;[2,_0_];[2,_0_];;
30;[2,_0_10_];[2,_0_10_];;
30.25;[10,_0_4_];;;
30.5;[10,_0_4_];[10,_0_4_];;
30.75;[10,_0_7_];;;
31;[5,_0_];[5,_0_];;
grouping;-------;-------;-------;-------
31.5;[9,_0_5_10_];[9,_0_5_10_];;
32;[9,_0_3_10_];[9,_0_3_10_];;
32.25;[7,_0_5_10_];;;
32.5;;[7,_0_5_10_];;
32.75;[7,_0_3_10_];;;
33;[9,_0_5_10_];[9,_0_5_10_];;
33.5;[9,_0_3_10_];[9,_0_3_10_];;
33.75;[7,_0_5_10_];;;
34;;[7,_0_5_10_];;
34.25;[7,_0_3_10_];;;
34.5;[9,_0_3_10_];[9,_0_3_10_];;
35;[7,_0_3_14_];[7,_0_3_14_];;
35.25;[7,_0_3_10_];;;
35.5;;[7,_0_3_10_];;
36;[0,_0_7_];[0,_0_7_];;
36.25;[7,_0_3_10_];;;
36.5;[7,_0_7_];[7,_0_7_];;
grouping;-------;-------;-------;-------
37.5;[7,_0_3_14_];[7,_0_3_14_];;
38;[9,_0_3_10_];[9,_0_3_10_];;
38.25;[7,_0_5_10_];;;
38.5;;[7,_0_5_10_];;
39;[9,_0_5_10_];[9,_0_5_10_];;
39.5;[9,_0_3_10_];[9,_0_3_10_];;
39.75;[7,_0_5_10_];;;
40;;[7,_0_5_10_];;
40.5;[9,_0_3_10_];[9,_0_3_10_];;
41;[9,_0_10_];[9,_0_10_];;
41.25;[7,_0_10_];;;
41.5;;[7,_0_10_];;
42;[7,_0_];[7,_0_];;
42.25;[7,_0_10_];;;
42.5;[7,_0_7_];[7,_0_7_];;
grouping;-------;-------;-------;-------
43.5;[9,_0_3_10_];[9,_0_3_10_];;
43.75;[7,_0_3_14_];;;
44;[9,_0_3_10_];[9,_0_3_10_];;
44.25;[7,_0_5_10_];;;
44.5;;[7,_0_5_10_];;
45;[9,_0_5_10_];[9,_0_5_10_];;
45.25;[9,_0_3_10_];;;
45.5;[9,_0_3_10_];[9,_0_3_10_];;
45.75;[7,_0_5_10_];;;
46;;[7,_0_5_10_];;
46.5;[9,_0_3_10_];[9,_0_3_10_];;
46.75;[7,_0_3_14_];;;
47;[9,_0_10_];[9,_0_10_];;
47.25;[7,_0_10_];;;
47.5;;[7,_0_10_];;
48;[7,_0_];[7,_0_];;
48.25;[7,_0_10_];;;
48.5;[7,_0_7_];[7,_0_7_];;
