time;surface;reduction;melodyPC;melodyMIDI
;;;;
tonality;-------;-------;-------;-------
grouping;-------;-------;-------;-------
1;;[3,_0_];;
1.5;;[5,_0_];;
2;;[7,_0_];;
2.5;;[5,_0_];;
3;;[0,_0_];;
4;;[10,_0_];;
4.5;;[10,_0_];;
5;;[0,_0_10_];;
5.5;;[0,_0_7_];;
6;;[0,_0_10_];;
7;;[10,_0_];;
grouping;-------;-------;-------;-------
7.5;[0,_0_3_];[0,_0_3_7_];;
1.5;[0,_0_3_5_];;;
1.75;[0,_0_3_];;;
2;[0,_0_3_7_];;;
2.25;[0,_0_3_5_];;;
2.5;[0,_0_3_5_];;;
2.75;[0,_0_3_];;;
3;[0,_0_3_];;;
4;[0,_0_3_10_];;;
4.5;[0,_0_3_10_];;;
5;[0,_0_3_10_];;;
5.5;[0,_0_3_7_];;;
6;[0,_0_3_10_];;;
7;[0,_0_3_10_];;;
7.5;[0,_0_3_7_];;;
8;[0,_0_3_7_10_];[0,_0_3_7_10_];;
9;[0,_0_3_7_];[0,_0_3_7_];;
9.5;[0,_0_3_7_];[0,_0_3_7_10_];;
9.75;[0,_0_3_7_10_];;;
10.5;[0,_0_3_7_];[0,_0_3_7_];;
11;[0,_0_3_5_];[0,_0_3_5_];;
12;[0,_0_3_7_];[0,_0_3_7_];;
12.5;[0,_0_5_10_15_];[0,_0_5_10_15_];;
13.5;[0,_0_3_5_];[0,_0_3_5_];;
14;[0,_0_3_5_];[0,_0_3_10_];;
14.25;[0,_0_3_10_];;;
grouping;-------;-------;-------;-------
15;[0,_0_3_7_];[0,_0_3_7_];;
15.5;[0,_0_5_10_15_];[0,_0_5_10_15_];;
16.5;[0,_0_3_7_];[0,_0_3_7_];;
16.75;[0,_0_3_7_];;;
17;[0,_0_3_7_10_];[0,_0_3_7_10_];;
17.5;[0,_0_3_5_];[0,_0_3_5_];;
17.75;[0,_0_3_];;;
grouping;-------;-------;-------;-------
18;[0,_0_];[0,_0_];;
18.5;[0,_0_];;;
18.75;[0,_0_10_];;;
19;[0,_0_];;;
19.5;[0,_0_];[0,_0_];;
20.5;[0,_0_10_];[0,_0_10_];;
21;[10,_0_];[10,_0_];;
grouping;-------;-------;-------;-------
22.5;[0,_0_3_7_];[0,_0_3_7_];;
23;[0,_0_3_7_10_];[0,_0_3_7_10_];;
24;[0,_0_3_7_];[0,_0_3_7_];;
24.5;[0,_0_3_7_];[0,_0_3_7_10_];;
24.75;[0,_0_3_7_10_];;;
25.5;[0,_0_3_7_];[0,_0_3_7_];;
26;[0,_0_5_10_15_];[0,_0_5_10_15_];;
27;[0,_0_3_5_];[0,_0_3_5_];;
27.5;[0,_0_3_];[0,_0_3_];;
27.75;[0,_0_3_10_];;;
28.5;[0,_0_3_5_];[0,_0_3_5_];;
29;;[5,_0_7_];;
29.25;[5,_0_7_];;;
grouping;-------;-------;-------;-------
29.5;[0,_0_3_];[0,_0_3_];;
29.75;[0,_0_3_10_];;;
30;[0,_0_7_];[0,_0_7_];;
30.25;[0,_0_10_];;;
30.5;[0,_0_];[0,_0_];;
30.75;[0,_0_10_];;;
31;[0,_0_];;;
31.5;[0,_0_];[0,_0_];;
33;[0,_0_10_];[0,_0_10_];;
