time;surface;reduction;melodyPC;melodyMIDI
;;;;
tonality;-------;-------;-------;-------
grouping;-------;-------;-------;-------
2;;[0,_0_];;
2.5;;[2,_0_];;
3.5;;[7,_0_];;
4.5;;[2,_0_];;
5;;[2,_0_];;
6;;[2,_0_7_];;
grouping;-------;-------;-------;-------
7;;[0,_0_7_];;
7.5;[2,_0_10_];[2,_0_7_];;
2.5;[2,_0_];;;
3;[2,_0_];;;
3.5;[7,_0_7_];;;
4.5;[2,_0_];;;
5;[2,_0_];;;
5.5;[2,_0_];;;
6;[2,_0_7_];;;
7;[2,_0_5_10_];;;
7.5;[2,_0_7_];;;
8;[2,_0_5_10_];[2,_0_5_10_];;
8.5;[4,_0_10_];[4,_0_10_];;
9.25;[4,_0_3_10_];;;
9.5;[7,_0_7_];[7,_0_7_];;
9.75;[2,_0_5_10_];;;
10;[4,_0_10_];[4,_0_10_];;
10.5;[2,_0_];[2,_0_];;
10.75;[2,_0_10_];;;
11;[4,_0_10_];[2,_0_];;
11.25;[2,_0_];;;
grouping;-------;-------;-------;-------
12;[2,_0_5_10_];[2,_0_5_10_];;
12.5;[9,_0_5_10_];[9,_0_5_10_];;
13;[2,_0_10_];[2,_0_10_];;
13.5;[4,_0_10_];[4,_0_10_];;
14.5;[7,_0_7_];[7,_0_7_];;
14.75;[2,_0_5_10_];;;
15;[4,_0_3_10_];[4,_0_3_10_];;
15.5;[2,_0_];[2,_0_];;
15.75;[2,_0_10_];;;
16;[4,_0_10_];[4,_0_10_];;
grouping;-------;-------;-------;-------
17;[2,_0_5_10_];[2,_0_5_10_];;
17.5;[2,_0_7_];[2,_0_7_];;
18;[2,_0_5_10_];[2,_0_5_10_];;
18.5;[4,_0_10_];[4,_0_10_];;
19.25;[4,_0_3_10_];;;
19.5;[7,_0_7_];[7,_0_7_];;
19.75;[2,_0_5_10_];;;
20;[4,_0_10_];[4,_0_10_];;
20.5;[2,_0_];[2,_0_];;
20.75;[2,_0_10_];;;
21;[2,_0_10_];[2,_0_10_];;
21.5;[2,_0_];[2,_0_];;
22.5;[2,_0_];[2,_0_];;
