time;surface;reduction;melodyPC;melodyMIDI
;;;;
tonality;-------;-------;-------;-------
grouping;-------;-------;-------;-------
2;;[0,_0_];;
2.5;;[9,_0_];;
3.5;;[0,_0_];;
5;;[9,_0_7_];;
grouping;-------;-------;-------;-------
7;[9,_0_3_];[9,_0_3_7_10_];;
2.5;[9,_0_3_];;;
2.75;[9,_0_3_];;;
3.5;[9,_0_3_];;;
4.5;[9,_0_3_];;;
5;[9,_0_3_7_];;;
5.25;[9,_0_3_7_];;;
6;[9,_0_3_7_];;;
7;[9,_0_3_7_10_];;;
7.5;[9,_0_7_];[9,_0_5_10_];;
7.75;[9,_0_5_10_];;;
8.5;[9,_0_3_7_];[9,_0_3_7_];;
9.5;[9,_0_5_10_15_];[9,_0_5_10_15_];;
10;[9,_0_3_];[9,_0_10_];;
10.25;[9,_0_10_];;;
11;[9,_0_];[9,_0_];;
12;[9,_0_5_10_15_];[9,_0_5_10_15_];;
12.5;[9,_0_3_];[9,_0_10_];;
12.75;[9,_0_10_];;;
13.5;[9,_0_3_7_];[9,_0_3_7_];;
14.5;[9,_0_5_10_15_];[9,_0_5_10_15_];;
15;[9,_0_3_];[9,_0_10_];;
15.25;[9,_0_10_];;;
16;[9,_0_];[9,_0_];;
17;[9,_0_5_10_15_];[9,_0_5_10_15_];;
17.5;[9,_0_3_];[9,_0_10_];;
17.75;[9,_0_10_];;;
18.5;[9,_0_3_7_];[9,_0_3_7_];;
19.5;[9,_0_5_10_15_];[9,_0_5_10_15_];;
20;[9,_0_3_7_];[9,_0_10_];;
20.25;[9,_0_10_];;;
21;[9,_0_];[9,_0_];;
grouping;-------;-------;-------;-------
22.5;[0,_0_4_];[0,_0_4_];;
22.75;[0,_0_4_];;;
23.25;[0,_0_4_];[0,_0_4_];;
23.5;[4,_0_10_];[4,_0_10_];;
24.25;[7,_0_7_];[7,_0_7_];;
24.5;[0,_0_7_];[0,_0_7_];;
24.75;[0,_0_];[0,_0_];;
25;[9,_0_];[9,_0_10_];;
25.25;[9,_0_10_];;;
26;[9,_0_3_];[9,_0_3_];;
26.5;[9,_0_10_];[9,_0_10_];;
grouping;-------;-------;-------;-------
27.5;[9,_0_3_7_];[4,_0_3_5_];;
27.75;[4,_0_3_5_];;;
28.5;[9,_0_3_7_];[9,_0_3_7_];;
29.5;[9,_0_5_10_15_];[9,_0_5_10_15_];;
30;[9,_0_3_];[9,_0_3_10_];;
30.25;[9,_0_3_10_];;;
31;[9,_0_];[9,_0_];;
31.5;[9,_0_10_];[9,_0_10_];;
grouping;-------;-------;-------;-------
32.5;[9,_0_3_7_];[9,_0_5_10_];;
32.75;[9,_0_5_10_];;;
33.5;[9,_0_3_7_];[9,_0_3_7_];;
34.5;[9,_0_5_10_15_];[9,_0_5_10_15_];;
35;[9,_0_3_];[9,_0_10_];;
35.25;[9,_0_10_];;;
36;[9,_0_];[9,_0_];;
36.5;[9,_0_10_];[9,_0_10_];;
37.5;[9,_0_3_];[9,_0_10_];;
37.75;[9,_0_10_];;;
38.5;[9,_0_3_5_];[9,_0_3_5_];;
39.5;[9,_0_3_10_];[9,_0_3_10_];;
40;[9,_0_3_];[9,_0_10_];;
40.25;[9,_0_10_];;;
41;[9,_0_];[9,_0_];;
41.5;[9,_0_];[9,_0_];;
