time;surface;reduction;melodyPC;melodyMIDI
;;;;
tonality;-------;-------;-------;-------
grouping;-------;-------;-------;-------
0;;[2,_0_];;
1;;[4,_0_];;
2;;[11,_0_];;
3;;[11,_0_];;
4;;[11,_0_];;
5;;[11,_0_];;
6;;[11,_0_];;
6.5;;[11,_0_10_];;
7;;[11,_0_7_];;
grouping;-------;-------;-------;-------
8;[11,_0_3_];[4,_0_7_];;
0.5;[4,_0_7_];;;
1;[4,_0_7_];;;
1.5;[11,_0_3_];;;
2;[11,_0_];;;
3;[11,_0_];;;
4;[11,_0_];;;
5;[11,_0_];;;
6;[11,_0_];;;
6.5;[11,_0_10_];;;
7;[11,_0_7_];;;
8;[4,_0_7_];;;
8.5;;[11,_0_3_10_];;
8.75;[11,_0_3_10_];;;
9;[4,_0_7_];[4,_0_7_];;
9.5;[11,_0_3_];[11,_0_3_10_];;
9.75;[11,_0_3_10_];;;
10;[4,_0_7_];[4,_0_7_];;
10.5;;[11,_0_3_10_];;
10.75;[11,_0_3_10_];;;
11;[11,_0_7_];[11,_0_7_];;
11.25;[11,_0_10_];;;
11.5;[11,_0_];[11,_0_];;
12;[11,_0_];[11,_0_];;
13;[11,_0_];[11,_0_];;
13.5;[11,_0_];;;
13.75;[11,_0_7_];;;
grouping;-------;-------;-------;-------
14;[11,_0_7_];[11,_0_7_];;
14.25;[4,_0_7_];;;
14.5;;[11,_0_5_10_];;
14.75;[11,_0_5_10_];;;
15;[4,_0_7_];[4,_0_7_];;
15.5;[11,_0_3_];[11,_0_3_10_];;
15.75;[11,_0_3_10_];;;
16;[11,_0_];[11,_0_];;
16.75;[11,_0_10_];;;
17;[11,_0_7_];[11,_0_7_];;
18;[4,_0_7_];[4,_0_7_];;
19;[4,_0_7_];[4,_0_7_];;
19.5;[11,_0_3_];[11,_0_3_10_];;
19.75;[11,_0_3_10_];;;
20;[4,_0_7_];[4,_0_7_];;
20.5;;[11,_0_5_10_];;
20.75;[11,_0_5_10_];;;
21;[11,_0_3_];[11,_0_3_];;
21.5;[11,_0_];[11,_0_10_];;
21.75;[11,_0_10_];;;
22;[11,_0_];[11,_0_];;
23;[11,_0_3_];[11,_0_3_];;
24;[11,_0_];[11,_0_];;
24.5;[11,_0_10_];[11,_0_10_];;
24.75;[11,_0_10_];;;
25;[11,_0_7_];[11,_0_7_];;
26;[11,_0_7_];[11,_0_7_];;
grouping;-------;-------;-------;-------
27;[6,_0_5_10_];[6,_0_5_10_];;
27.5;[11,_0_7_];[11,_0_7_];;
28;[11,_0_5_10_];[11,_0_5_10_];;
28.25;[11,_0_5_10_];;;
28.5;[11,_0_3_10_];[11,_0_3_10_];;
29;[11,_0_3_5_];[11,_0_3_5_];;
29.1667;[4,_0_7_];;;
29.3333;[11,_0_5_10_];;;
29.5;[6,_0_5_10_];[11,_0_3_7_];;
29.75;[11,_0_3_10_];;;
30;[11,_0_3_];[11,_0_3_];;
30.1667;[11,_0_];;;
30.3333;[11,_0_10_];;;
30.5;[11,_0_];[11,_0_];;
31;[11,_0_];[11,_0_];;
32;[11,_0_];[11,_0_];;
32.5;[11,_0_10_];[11,_0_10_];;
33;[11,_0_10_];[11,_0_10_];;
33.5;[11,_0_];;;
34;[11,_0_7_];[11,_0_7_];;
34.25;[11,_0_5_10_];;;
34.5;;[11,_0_5_10_];;
35;[11,_0_3_];[11,_0_3_];;
35.25;[11,_0_10_];;;
35.5;;[11,_0_10_];;
36;[11,_0_3_];[11,_0_3_];;
37;[11,_0_3_10_];[11,_0_3_10_];;
