time;surface;reduction;melodyPC;melodyMIDI
;;;;
tonality;-------;-------;-------;-------
grouping;-------;-------;-------;-------
2.5;;[10,_0_];;
3.5;;[0,_0_];;
5;;[7,_0_];;
6;;[7,_0_7_];;
grouping;-------;-------;-------;-------
7.5;[7,_0_3_5_];[7,_0_3_7_];;
2.5;[7,_0_3_];;;
3;[7,_0_3_5_];;;
3.5;[7,_0_3_5_];;;
4.5;[7,_0_3_];;;
5;[7,_0_3_];;;
5.5;[7,_0_3_];;;
6;[7,_0_3_7_];;;
7;[7,_0_5_10_15_];;;
7.5;[7,_0_3_7_];;;
8;[7,_0_5_10_15_];;;
8.5;[7,_0_3_7_10_];[7,_0_3_7_10_];;
9.5;[7,_0_5_10_];;;
10;[7,_0_3_7_17_];[7,_0_3_7_];;
10.5;[7,_0_3_10_];;;
11;[7,_0_3_10_];[7,_0_3_10_];;
grouping;-------;-------;-------;-------
12;[7,_0_5_10_];;;
12.5;[7,_0_3_7_];[7,_0_3_7_];;
13;[7,_0_5_10_15_];;;
13.5;[7,_0_5_10_15_];[7,_0_5_10_15_];;
14.5;[7,_0_5_10_15_];;;
15;[7,_0_3_7_];[7,_0_3_7_];;
15.5;[7,_0_3_10_];;;
16;[7,_0_3_10_];[7,_0_3_10_];;
grouping;-------;-------;-------;-------
17;[2,_0_5_10_15_];;;
17.5;[7,_0_3_7_17_];[7,_0_3_7_17_];;
18;[7,_0_5_10_15_];;;
18.5;[7,_0_3_10_];[7,_0_3_10_];;
19.5;[7,_0_3_7_10_];;;
20;[7,_0_3_5_];[7,_0_3_];;
20.5;[7,_0_3_10_];;;
21;[7,_0_3_];[7,_0_3_];;
21.5;[7,_0_3_];;;
22;[7,_0_3_10_];;;
grouping;-------;-------;-------;-------
22.5;[7,_0_3_10_];[7,_0_3_10_];;
23.5;[7,_0_3_10_];[7,_0_3_];;
24;[7,_0_3_];;;
25;[7,_0_3_];[7,_0_3_];;
26;[7,_0_3_];[7,_0_3_];;
27;[7,_0_3_10_];;;
27.5;[7,_0_3_10_];[7,_0_3_10_];;
28;[7,_0_3_7_];;;
