time;surface;reduction;melodyPC;melodyMIDI
;;;;
tonality;-------;-------;-------;-------
grouping;-------;-------;-------;-------
0;;[10,_0_];;
1;;[0,_0_];;
2;;[0,_0_];;
3;;[7,_0_];;
grouping;-------;-------;-------;-------
4.5;[7,_0_3_];[7,_0_7_];;
1;[0,_0_7_];;;
2;[0,_0_7_];;;
2.5;[7,_0_3_];;;
3;[7,_0_];;;
4.5;[7,_0_7_];;;
5.5;[7,_0_5_10_];[7,_0_5_10_];;
6.5;[0,_0_7_];[7,_0_3_10_];;
7;[7,_0_3_10_];;;
7.5;[7,_0_];[7,_0_];;
8.5;[7,_0_10_];;;
grouping;-------;-------;-------;-------
9;[2,_0_5_10_];[7,_0_3_7_];;
9.5;[7,_0_3_7_];;;
10;[7,_0_10_];[7,_0_10_];;
11;[7,_0_];[7,_0_];;
11.5;[7,_0_10_];;;
12;[7,_0_];[7,_0_];;
grouping;-------;-------;-------;-------
13.5;[7,_0_7_];[7,_0_7_];;
14;[2,_0_5_10_];;;
14.5;[2,_0_3_5_];[7,_0_5_10_];;
15;[7,_0_5_10_];;;
15.5;[0,_0_7_];[7,_0_3_10_];;
16;[7,_0_3_10_];;;
16.5;[7,_0_];[7,_0_];;
17.5;[7,_0_10_];;;
grouping;-------;-------;-------;-------
18;[7,_0_7_];[7,_0_7_];;
19;[2,_0_3_5_];[7,_0_5_10_];;
19.5;[7,_0_5_10_];;;
20;[0,_0_7_];[7,_0_3_10_];;
20.5;[7,_0_3_10_];;;
21;[7,_0_];[7,_0_];;
22;[7,_0_10_];;;
grouping;-------;-------;-------;-------
22.5;[2,_0_5_10_];[7,_0_3_7_];;
23;[7,_0_3_7_];;;
23.5;[7,_0_10_];[7,_0_10_];;
24.5;[7,_0_];[7,_0_];;
