time;surface;reduction;melodyPC;melodyMIDI
;;;;
tonality;-------;-------;-------;-------
grouping;-------;-------;-------;-------
1;;[5,_0_];;
2;;[5,_0_];;
3;;[7,_0_];;
4;;[5,_0_];;
5;;[2,_0_];;
6;;[5,_0_];;
7;;[2,_0_];;
8;;[2,_0_];;
9;;[9,_0_];;
10;;[0,_0_];;
grouping;-------;-------;-------;-------
12;[2,_0_3_7_];[2,_0_3_7_];;
1.5;[2,_0_3_7_];;;
2;[2,_0_3_7_];;;
2.5;[2,_0_3_7_];;;
3;[9,_0_5_10_];;;
3.5;[9,_0_5_10_];;;
4;[2,_0_3_7_];;;
4.5;[2,_0_7_];;;
5;[2,_0_7_];;;
5.5;[2,_0_7_];;;
6;[2,_0_3_7_];;;
6.5;[2,_0_3_7_];;;
6.75;[2,_0_7_];;;
7;[2,_0_7_];;;
7.5;[2,_0_7_];;;
8;[2,_0_7_];;;
8.5;[2,_0_3_7_];;;
9;[2,_0_7_];;;
9.5;[9,_0_3_5_];;;
10;[9,_0_3_5_];;;
11.5;[2,_0_7_];;;
12;[2,_0_3_7_];;;
12.5;[2,_0_3_7_10_];;;
13;[2,_0_3_10_];[2,_0_3_10_];;
13.5;[2,_0_3_10_];;;
14;[2,_0_3_7_];[2,_0_3_7_];;
14.5;[2,_0_5_10_15_];;;
15;[2,_0_3_5_];[2,_0_5_10_15_];;
15.25;[2,_0_5_10_15_];;;
15.5;[2,_0_3_10_];;;
16;[7,_0_7_];[7,_0_7_];;
16.5;[2,_0_3_5_];;;
16.75;[2,_0_3_];;;
17;[2,_0_];[2,_0_];;
17.75;[2,_0_10_];;;
18;[2,_0_];[2,_0_];;
19;[2,_0_];;;
19.5;[2,_0_10_];;;
19.75;[2,_0_7_];;;
grouping;-------;-------;-------;-------
20;[2,_0_3_7_];[2,_0_3_7_];;
20.5;[2,_0_3_7_10_];;;
21;[2,_0_3_10_];[2,_0_3_10_];;
21.5;[2,_0_3_10_];;;
22;[2,_0_3_7_];[2,_0_3_7_];;
22.5;[2,_0_5_10_15_];;;
23;[2,_0_3_5_];[2,_0_5_10_15_];;
23.25;[2,_0_5_10_15_];;;
23.5;[2,_0_3_10_];;;
24;[7,_0_7_];[7,_0_7_];;
24.5;[2,_0_3_5_];;;
24.75;[2,_0_3_];;;
25;[2,_0_];[2,_0_];;
25.75;[2,_0_10_];;;
26;[2,_0_];[2,_0_];;
27;[2,_0_3_10_];[2,_0_3_10_];;
27.25;[2,_0_3_10_];;;
27.5;[2,_0_];;;
grouping;-------;-------;-------;-------
28;[2,_0_3_7_];[2,_0_3_7_];;
28.5;[2,_0_3_7_10_];;;
29;[2,_0_3_10_];[2,_0_3_10_];;
29.5;[2,_0_3_10_];;;
30;[2,_0_3_7_];[2,_0_3_7_];;
30.25;[2,_0_3_7_10_];;;
30.5;[2,_0_3_7_17_];;;
31;[2,_0_3_7_17_];[2,_0_3_7_17_];;
31.5;[2,_0_3_7_];;;
32;[7,_0_7_];[7,_0_7_];;
32.5;[2,_0_3_5_];;;
32.75;[2,_0_3_];;;
33;[2,_0_];[2,_0_10_];;
33.5;[2,_0_10_];;;
34;[2,_0_];[2,_0_];;
grouping;-------;-------;-------;-------
35;[7,_0_7_];[7,_0_7_];;
36;[7,_0_7_];[7,_0_7_];;
37;[7,_0_7_];[2,_0_5_10_];;
37.5;[2,_0_3_10_];;;
38;[2,_0_];[2,_0_];;
40;[2,_0_3_];[2,_0_3_10_];;
40.5;[2,_0_10_];;;
41;[2,_0_];[2,_0_];;
