time;surface;reduction;melodyPC;melodyMIDI
;;;;
0;[9 0];;;
0.75;[11 0];;;
1;[4 0];;;
2.5;[2 0];;;
3;[4 0];;;
tonality;9;[0 2 4 5 7 9 11];-------;-------
grouping;4;-------;-------;-------
4;[0 0 4];[0 0 4];;
5;[0 0 4];[0 0 4];;
6;[0 0 4 14];[0 0 4 14];;
6.5;[0 0 4];[0 0 4];;
7;[9 0 3 7 14];[9 0 3 7 14];;
8;[0 0 4 11];[0 0 4 6 11];;
8.5;[0 0 4 6 11];;;
9;[9 0 3 7 10];[9 0 3 7 10];;
10;[11 0 5 10 15];[11 0 5 10 15];;
10.5;[9 0 3 7];[9 0 3 7];;
11;[4 0 3 7 10];[4 0 3 7 10];;
12;[4 0 3 7];[9 0 3 7 10];;
12.5;[9 0 3 7 10];;;
13;[2 0 3 10];[2 0 3 10];;
14;[0 0 4 7 14];[0 0 4 7 14];;
15;[2 0 3 7 17];[2 0 3 7 17];;
16;[2 0 3 7 17];;;
grouping;17;-------;-------;-------
17;;[2 0 7];;
17.5;[2 0 7];;;
18;[2 0 7];[4 0 5 10];;
18.75;[4 0 5 10];;;
19;[9 0 3 5];[9 0 3 5];;
19.5;[11 0 3 10];[11 0 3 10];;
20;[2 0 7];[2 0 7];;
20.5;[2 0 7];;;
21;[8 0];[11 0];;
21.5;[11 0];;;
22;[7 0];[7 0];;
22.5;[5 0];[5 0];;
23;[4 0];[4 0];;
grouping;23.5;-------;-------;-------
23.5;[2 0 6];[2 0 6];;
24;[2 0 7];[4 0 5 10];;
24.75;[4 0 5 10 11];;;
25;[9 0 3 5];[9 0 3 5];;
25.5;[11 0 3 10];[11 0 3 10];;
26;[2 0 7];[2 0 7];;
26.5;[2 0 7];;;
27;[2 0 7];[11 0 3];;
27.5;[11 0 3];;;
28;[7 0 7];[7 0 7];;
28.5;[5 0 7];[5 0 7];;
29;[4 0 7];[4 0 7];;
grouping;30;-------;-------;-------
30;[4 0];[4 0];;
30.75;[4 0];;;
31;[2 0 4 14];[2 0 4 14];;
32.5;[2 0 4 14];;;
33;[0 0 4 7 11];[0 0 4 7 11];;
34;[0 0 4 7 11];;;
34.5;[0 0 4 7 11];;;
35;[6 0 5 10 15];[6 0 5 10 15];;
35.6667;[6 0 5 10 15];;;
36;[7 0 4 7 17];[7 0 4 7 17];;
36.3333;[6 0 5 10 15];[6 0 5 10 15];;
36.6667;[4 0 3 5 14];[4 0 3 5 14];;
37;[6 0 5 10 15];[6 0 5 10 15];;
38;[9 0 5 10 15];[9 0 5 10 15];;
38.6667;[6 0 5 10];[6 0 5 10];;
39.3333;[6 0 3 7 10];[6 0 3 7 10];;
40;[4 0 4 7];[4 0 4 7];;
grouping;42;-------;-------;-------
42;[0 0 4];[0 0 4];;
42.75;[0 0 4];;;
43;[0 0 4];[0 0 4];;
44;[0 0 4 14];[0 0 4 14];;
44.5;[0 0 4];[0 0 4];;
45;[11 0 5 10];[11 0 5 10 15];;
45.5;[4 0 5 10];;;
46;[0 0 4];[0 0 4 6 11];;
46.5;[0 0 4 6 11];;;
47;[9 0 3 7 10];[9 0 3 7 10];;
48;[11 0 5 10 15];[11 0 5 10 15];;
48.5;[9 0 3 7];[9 0 3 7];;
49;[4 0 3 7 10];[4 0 3 7 10];;
50;[4 0 3 7];[9 0 3 7 10];;
50.5;[9 0 3 7 10];;;
51;[2 0 3 10];[2 0 3 10];;
52;[0 0 4 7 14];[0 0 4 7 14];;
52.5;[0 0 4 7 14];;;
53;[2 0 3 7 17];[2 0 3 7 17];;
55;[2 0 3 7 17];[2 0 3 7 10 17];;
55.5;[2 0 5 10 15];;;
56;[2 0 3 7 14];[2 0 3 7 14];;
57;[0 0 4 7];[0 0 4 7];;
