time;surface;reduction;melodyPC;melodyMIDI
;;;;
tonality;4;[0 2 3 5 7 8 10];-------;-------
grouping;0;-------;-------;-------
3;[7 0 10];[7 0 5 10];;
4;[3 0 4];[3 0 4 7 14];;
5;[7 0 7];[4 0 5 10 15];;
6;[0 0 7];[2 0 5 10];;
grouping;7;-------;-------;-------
7;[7 0 3];[7 0 5 10 15];;
7.75;[10 0 10];;;
8;[0 0 7];[2 0 5 10];;
9;[9 0 10];[4 0 5 10 15];;
10;[10 0 11];[10 0 4 7 11];;
10.5;[0 0 10];;;
11;[0 0 10];[7 0 3 7 17];;
12;[10 0 7];[10 0 4 7];;
12.5;[5 0];;;
13;[7 0 7];[9 0 5 10 15];;
14;[3 0];[3 0 4];;
15;[3 0];[0 0 3 7];;
15.5;[3 0 4];;;
16;[7 0 7];[7 0 3 7 10];;
17;[0 0 7];[8 0 4 7 11];;
18;[7 0 3];[3 0 4 7 11];;
19;[9 0 10];[5 0 4 7 14];;
19.75;[9 0 11];;;
20;[7 0 4];[7 0 4 7 10];;
grouping;21;-------;-------;-------
23;;[10 0];;
23.5;;[9 0];;
24;;[7 0];;
24.5;[0 0];[5 0 7];;
25;[5 0 7];[7 0 5 10];;
25.5;[5 0];;;
26;;[5 0 7 13];;
26.5;[5 0];[5 0 7];;
27;[8 0 7];[8 0 4 7 14];;
27.5;[7 0 7];[9 0 5 10 15];;
28;[5 0 7];[7 0 5 10];;
28.5;[0 0 3];;;
29;[5 0 7];[5 0 3 7];;
29.5;[5 0 10];;;
30;;[0 0 3 7 17];;
30.5;[7 0 7];[7 0 3 7 10];;
31;[0 0];[8 0 4 7];;
32;[0 0];[8 0 4 7];;
grouping;33;-------;-------;-------
33;[0 0];[8 0 4];;
33.5;[0 0 10];;;
34;[8 0 4];[8 0 4];;
35;[7 0 7];[7 0 3 7];;
36;[3 0 3];[11 0 4 7];;
37.5;[3 0 3];;;
39;[3 0 3];[11 0 4 7];;
40;[10 0 3];[10 0 3 7];;
grouping;41;-------;-------;-------
41;[10 0 3];;;
41.3333;[1 0];;;
41.6667;[1 0 11];;;
42;[3 0 7];[5 0 5 10 15];;
43;[8 0 7];[5 0 5 10 15];;
43.5;[8 0 7];;;
44;[0 0 7];[0 0 7];;
grouping;47;-------;-------;-------
47;[0 0 7];[0 0 7];;
48;[9 0 7];[4 0 3 5];;
49;[2 0 10];[2 0 5 10];;
50;[10 0 7];[7 0 3 10];;
51;[3 0 7];[3 0 4 7];;
51.5;[3 0 7];;;
grouping;52;-------;-------;-------
52;[7 0 7];[7 0 7];;
53;[5 0 3];[5 0 3 7];;
53.5;[5 0 3];;;
53.75;[10 0 7];;;
54;[0 0 3];[0 0 3];;
54.5;[0 0 3];;;
55;[8 0 7];[8 0 4 7];;
56;[6 0 4];[6 0 4 6];;
57;[5 0 7];[5 0 7];;
58.5;[0 0];[0 0];;
59;[1 0];[10 0 3];;
60;[1 0];[8 0 7];;
60.5;[3 0];;;
61;[1 0 4];[6 0 4 7 11];;
61.5;[5 0 7];;;
62;[1 0 4];;;
62.5;[8 0 7];[3 0 3 7 17];;
grouping;63;-------;-------;-------
63;[10 0 7];[0 0 5 10];;
63.5;[6 0 4];;;
64;[10 0 10];[3 0 3 7];;
64.5;[6 0 4];;;
65;[10 0 3];[10 0 3 10];;
65.5;[1 0 7];;;
66;[6 0 7];[3 0 3 7 10];;
66.5;[1 0 4];;;
67;[0 0 3];[3 0 4 7 10];;
67.5;[3 0 7];;;
68;[8 0 4];[8 0 4 7];;
69;[5 0 3];[1 0 4 7];;
70.5;[7 0 10];[7 0 5 10];;
71;[3 0 4];[3 0 4 7 14];;
72;[7 0 7];[4 0 5 10 15];;
73;[0 0 7];[2 0 5 10];;
grouping;74;-------;-------;-------
74;[7 0 3];[7 0 5 10 15];;
74.75;[10 0 10];;;
75;[0 0 7];[2 0 5 10];;
75.5;[0 0 7];;;
76;[0 0 7];[0 0 7];;
76.5;[0 0 7];;;
77;[8 0 4];[8 0 4 7];;
78;[10 0 4];[7 0 3 7 10];;
79;[11 0 4];[11 0 4 7];;
80;[11 0 4];;;
82;[11 0 4];[11 0 4];;
82.5;[11 0 4];;;
83;[10 0 7];[10 0 7];;
85.5;[3 0 7];[5 0 5 10 15];;
86.5;[8 0 7];[5 0 5 10 15];;
87;[0 0 7];[0 0 4 7];;
90;[0 0 7];;;
