time;surface;reduction;melodyPC;melodyMIDI
;;;;
tonality;7;[0 2 4 6 7 9 11];-------;-------
grouping;0;-------;-------;-------
0;[0 0 4];[0 0 4];;
0.5;[0 0 4 5];;;
1;[0 0 4 7 11];;;
1.5;[11 0 5 10 15];[11 0 5 10 15];;
2;[11 0 5 10 15];;;
2.5;[11 0 5 10 15];;;
3;[9 0 3 7 10];[9 0 3 7 10];;
4;[6 0 5 10 15];;;
4.5;[4 0 3 5];[4 0 3 5];;
5.5;[9 0 3 7 10];[9 0 3 7 10];;
6;[11 0 3 7];[11 0 3 7];;
7;[6 0 7];[6 0 7];;
7.5;[11 0 5 10 15];[11 0 5 10 15];;
8.5;[1 0 3 6 17];[1 0 3 6 17];;
9;[2 0 3 7 10];[2 0 3 7 10];;
10;[5 0 4 7];[5 0 4 7];;
10.5;[4 0 7];[4 0 7];;
grouping;12;-------;-------;-------
12;[4 0];[4 0];;
12.5;[4 0 10];;;
13;[0 0 4];[0 0 4];;
13.5;[4 0 7];[4 0 7];;
14;[4 0 7];;;
14.5;[11 0 5 10];;;
15;[4 0 5 10 15];[4 0 5 10 15];;
16;[4 0 5 10 15];;;
16.5;[4 0 3 7 10];[7 0 4 7 11];;
17;[2 0 4 5];;;
17.5;[4 0 3 10];;;
18;[5 0 4 7 14];[5 0 4 7 14];;
18.5;[4 0 3 7 10];;;
19;[0 0 4 7 14];[0 0 4 7 17];;
19.5;[2 0 5 10 15];[2 0 5 10 15];;
20;[4 0 3 7];[4 0 3 7];;
20.5;[4 0 3 5 13];[4 0 3 5 13];;
21;[0 0 4 7];[0 0 4 7];;
tonality;0;[0 2 4 6 7 9 11];-------;-------
grouping;24;-------;-------;-------
24;[0 0 4];[0 0 4];;
25.5;[11 0 3 7 17];[11 0 3 7 17];;
27;[9 0 3 7 10];[9 0 3 7 10];;
28.5;[4 0 3 7];[4 0 3 7];;
29;[4 0 3 7 17];;;
29.5;[0 0 4 7 11];[0 0 4 7 11];;
30;[2 0 3 7 10];[2 0 3 7 10];;
31;[4 0 3 7];[4 0 3 7];;
31.5;[5 0 4 7];[5 0 4 7];;
32.5;[7 0 4 7];[7 0 4 7];;
grouping;33;-------;-------;-------
33;[5 0 4 7];[5 0 4 7];;
34;[5 0 4 7 11];;;
34.5;[0 0 4 7 14];[0 0 4 7 14];;
36;[2 0 4 10];[2 0 4 10];;
36.5;[11 0 3 7];;;
37;[2 0 4 7];[2 0 4 7];;
37.5;[0 0 4 7];[0 0 4 7];;
tonality;7;[0 2 4 6 7 9 11];-------;-------
grouping;40.5;-------;-------;-------
40.5;[4 0];[4 0];;
41;[4 0 10];;;
41.5;[0 0 4];[0 0 4];;
42;[4 0 7];[4 0 7];;
42.5;[4 0 7];;;
43;[11 0 5 10];;;
43.5;[4 0 5 10 15];[4 0 5 10 15];;
44.5;[4 0 5 10 15];;;
45;[4 0 3 7 10];[7 0 4 7 11];;
45.5;[2 0 4 5];;;
46;[4 0 3 10];;;
46.5;[5 0 4 7 14];[5 0 4 7 14];;
47;[4 0 3 7 10];;;
47.5;[0 0 4 7 14];[0 0 4 7 17];;
48;[2 0 5 10 15];[2 0 5 10 15];;
48.5;[4 0 3 7];[4 0 3 7];;
49;[9 0 7 13];[4 0 3 5 13];;
49.5;[0 0 4 7];[0 0 4 7];;
