time;surface;reduction;melodyPC;melodyMIDI
;;;;
tonality;8;[0 2 4 5 7 9 11];-------;-------
grouping;0;-------;-------;-------
0;[0 0 7];[0 0 7];;
1.5;[11 0 10];[9 0 3 14];;
2.5;[4 0 7];[0 0 4 11];;
3;[9 0 10];[9 0 3 10];;
4;[4 0 3];[0 0 4 7];;
4.5;[5 0];[5 0];;
5.5;[7 0 7];[7 0 7];;
6;[5 0 3];[1 0 4 7];;
6.5;[5 0 3];;;
7;[1 0 4];;;
7.5;[5 0 7];[5 0 7];;
8.5;[4 0 7];;;
9;[2 0 7];[11 0 5 10 15];;
10;[9 0 3];;;
10.5;[7 0 4];[4 0 3 7 10];;
11.5;[0 0 7];;;
12;[9 0 7];[9 0 3 7];;
grouping;13.5;-------;-------;-------
13.5;[4 0 3];[0 0 4 7];;
15;[5 0 7];[10 0 4 7 14];;
16.5;[7 0 7];[4 0 5 10 15];;
18;[10 0 7];[7 0 3 7 10];;
19.5;[8 0 11];[5 0 3 7 14];;
20.5;[8 0 11];;;
21;[7 0 3];[3 0 4 7];;
22.5;[0 0 10];[0 0 3 7 10];;
24;[10 0 7];[7 0 3 10];;
25.5;[8 0 7];[8 0 4 7];;
26.5;[7 0 7];[2 0 5 10];;
27;[5 0 7];[0 0 5 10];;
28;;[5 0 3 7];;
28.5;[1 0 7];[1 0 4 7];;
29.5;[0 0 7];[7 0 5 10];;
30;[3 0 7];[8 0 4 7 14];;
31;[3 0 7];[0 0 3 7 10];;
31.5;[0 0 7];[0 0 3 7];;
32.5;[5 0 7];[5 0 7 15];;
33;[10 0 4];[7 0 3 7 17];;
34;;[10 0 4 7 14];;
34.5;[9 0];[9 0 3 5];;
36;[0 0 7];[0 0 4 7];;
37.5;[0 0 7];[0 0 4 7];;
grouping;39;-------;-------;-------
39;[0 0 7];[0 0 7];;
40;[0 0 7];;;
40.5;[11 0 10];[11 0 10];;
41.5;[4 0 7];[4 0 7];;
42;[9 0 10];[9 0 3 10];;
43;[4 0 3];[0 0 4 7];;
43.5;[5 0 7];[5 0 7];;
44;[5 0 7];;;
44.5;[7 0 7];[2 0 5 10];;
45;[5 0 3];[1 0 4 7];;
45.375;[5 0 3];;;
45.75;[1 0 4];;;
46.125;[1 0 4];;;
46.5;[5 0 7];[5 0 7 13];;
47;[5 0 7];;;
47.5;[4 0 7];;;
48;[2 0 7];[11 0 5 10 15];;
49;[9 0 3];[9 0 3 7 14];;
49.5;[7 0 4];[4 0 3 7 10];;
50.5;[0 0 7];;;
51;[9 0 7];[9 0 4 7];;
grouping;52.5;-------;-------;-------
52.5;[4 0 3];[0 0 4 7 13];;
54;[5 0 7];[10 0 4 7 14];;
55.5;[7 0 7];[4 0 5 10 15];;
57;[10 0 7];[7 0 3 7 10];;
58.5;[8 0 11];[5 0 3 7 14];;
59.5;[8 0 11];;;
60;[7 0 3];[3 0 4 7];;
61.5;[0 0 10];[0 0 3 7 10];;
63;[10 0 7];[7 0 3 10];;
64;[10 0 7];;;
64.5;[8 0 7];[8 0 4 7];;
65.5;[7 0 7];[2 0 5 10];;
66;[5 0 7];[0 0 5 10];;
67;;[5 0 3 7];;
67.5;[1 0 7];[1 0 4 7 11];;
68.5;[0 0 7];[7 0 5 10];;
69;[3 0 7];[10 0 5 10 15];;
70;[3 0 7];[3 0 4 7 10];;
70.5;[0 0 7];[0 0 3 7 13];;
71.5;[5 0 7];;;
72;[10 0 4];[7 0 3 7 17];;
73.5;[9 0];[9 0 3 5];;
74.5;[9 0];;;
75;[0 0 7];[0 0 4 7];;
76.5;[0 0 7];;;
grouping;78;-------;-------;-------
79.5;[0 0 7];[0 0 3 7];;
80;[5 0 7];[10 0 4 7 14];;
80.5;[0 0 3];[8 0 4 7];;
81;[5 0 7];[10 0 4 7 14];;
83.5;[5 0 7];[10 0 4 7 14];;
84;[6 0 7];[6 0 3 7];;
85;[5 0 7];[10 0 4 7 14];;
87;[0 0 6];[6 0 3 7 18];;
88;[0 0 6];;;
89;[0 0];[0 0];;
89.25;[0 0];;;
89.5;[3 0];[3 0];;
89.75;[1 0];[1 0];;
90;[8 0];[8 0];;
grouping;93;-------;-------;-------
93;[7 0];[7 0];;
94.5;[0 0 7];[0 0 3 7 17];;
96;[7 0 7];[4 0 3 10];;
97.5;[9 0 10];[9 0 5 10 15];;
99;[10 0 7];[7 0 5 10 15];;
99.5;[5 0 4];;;
100;[7 0 10];;;
100.5;[6 0 4];[6 0 4 7];;
102;[10 0];[3 0 3 7];;
103.5;[10 0 7];[10 0 7 13];;
105;[8 0 7];[10 0 5 10];;
106;[7 0 7];[7 0 3 7];;
106.5;[5 0 7];[0 0 5 10];;
107.5;[5 0 7];;;
108;[1 0 7];[10 0 3 7 10];;
109;[0 0 7];;;
109.5;[3 0 7];[10 0 5 10];;
111;[0 0 7];[8 0 4 7 11];;
111.5;[0 0 7];;;
112;[10 0 7];;;
112.5;[2 0 7];[4 0 5 10 15];;
113.5;[4 0 10];[0 0 4 7 14];;
114;[9 0 10];[2 0 3 7];;
115;[5 0 4];;;
115.5;[0 0 4];[0 0 4];;
