time;surface;reduction;melodyPC;melodyMIDI
;;;;
tonality;2;[0 2 4 5 7 9 11];-------;-------
grouping;0;-------;-------;-------
0;[0 0 3 7 10 21];[0 0 3 7 10];;
2;[2 0 3 7 10];[2 0 3 7 10];;
4;[0 0 3 7 10 21];[0 0 3 7 10];;
6;[2 0 3 7 10];[2 0 3 7 10];;
8;[0 0 3 7 10 21];[0 0 3 7 10];;
10;[2 0 3 7 10];[2 0 3 7 10];;
12;[0 0 3 7 10 21];[0 0 3 7 10];;
grouping;14;-------;-------;-------
14;[2 0 3 7 10];[2 0 3 7 10];;
15;[2 0 3 7 10];;;
15.5;[2 0 3 7 10 21];;;
16;[0 0 4 7 11];[0 0 4 7 11];;
19.5;[0 0 4 7 11];;;
20;[11 0 3 6 9];[11 0 3 6 9];;
20.5;[11 0 3 6 9];;;
21;[11 0 3 6 9];;;
21.5;[11 0 3 6 9];;;
22;[11 0 3 6 9];[4 0 4 7 10 13];;
22.5;[4 0 4 7 10 13];;;
23.5;[7 0 4 7 10 13];;;
24;[7 0 3 7 10];[7 0 3 7 10];;
grouping;28;-------;-------;-------
28;[0 0 4 7 10 13];[0 0 4 7 10 13];;
29;[0 0 4 7 10 13];;;
29.5;[0 0 4 7 10 13];;;
30.5;[9 0 3 7 10 4 13];;;
31.5;[0 0 4 7 10 13];;;
32;[5 0 4 7 11 14];[5 0 4 7 11];;
32.5;[5 0 4 7 11];;;
33.5;[5 0 4 7 11];;;
34;[5 0 4 7 11];;;
35;[5 0 4 7 11];;;
36;[5 0 3 7 9];[5 0 3 7 9];;
37;[0 0 4 8 5 14];;;
37.5;[5 0 3 7 9];;;
38.5;[5 0 3 7 9 14];;;
39.5;[0 0 4 8 5 14];;;
40;[1 0 3 7 10];[1 0 3 7 10];;
42;[4 0 4 7 11];[4 0 4 7 11];;
grouping;44;-------;-------;-------
44;[9 0 4 7 14];[9 0 4 7 10 14];;
44.5;[9 0 4 7 14];;;
45;[9 0 4 7 10 14];[9 0 4 7 10 14];;
45.5;[6 0 3 7 10 17];;;
46;[10 0 3 7 11 18 21];[9 0 4 7 10 13];;
46.5;[9 0 4 7 10 13];;;
47.5;[9 0 4 7 10 13];;;
48;[9 0 3 7 10 17];[9 0 3 7 10 17];;
48.5;[9 0 3 7 10 17];;;
49;[9 0 3 7 10 17];;;
49.5;[9 0 3 7 10 17];;;
50;[2 0 4 7 10];[2 0 4 7 10];;
50.5;[2 0 4 7 10];;;
51;[2 0 4 7 10];;;
51.5;[2 0 4 7 10];;;
52;[8 0 4 7 14];[8 0 4 7 14];;
52.5;[8 0 4 7 14];;;
53;[8 0 4 7 14];;;
53.5;[8 0 4 7 10 14];;;
54;[7 0 4 7 10];[11 0 4 8 15 18];;
54.5;[11 0 4 8 15 18];;;
55.5;[11 0 4 8 15 18];;;
56;[0 0 3 7 10];[0 0 3 7 10];;
56.5;[0 0 3 7 10];;;
58;[2 0 3 7 10];[2 0 3 7 10];;
60;[0 0 3 7 10];[0 0 3 7 10];;
grouping;62;-------;-------;-------
62;[2 0 3 7 10];[2 0 3 7 10];;
62.5;[2 0 3 7 10];;;
63;[2 0 3 7 10];;;
63.5;[2 0 3 7 10 21];;;
64;[0 0 3 7 10];[0 0 3 7 10];;
66;[2 0 3 7 10];[2 0 3 7 10];;
grouping;68;-------;-------;-------
68;[0 0 4 8 17];[0 0 4 8 17];;
70;[0 0 4 8 10 17];;;
70.6667;[0 0 4 8 17];;;
71.3333;[5 0 3 7 11 14];;;
72;[10 0 4 7 10 14];[10 0 4 7 10 14];;
74;[7 0 3 7 10 5 13];;;
74.6667;[10 0 4 7 10 14];;;
75.3333;[10 0 4 7 10 14];;;
76;[3 0 4 7 11];[3 0 4 7 11];;
77.5;[3 0 4 7 11];;;
78;[3 0 4 7 11];;;
80;[3 0 4 7 11];[3 0 4 7 11];;
grouping;84;-------;-------;-------
84;[11 0 4 7 11 14];[11 0 4 7 11 14];;
86;[11 0 4 7 11 14];;;
86.5;[8 0 3 7 10 17];;;
87;[11 0 4 7 14];;;
87.5;[11 0 4 7 6 14];;;
88;[8 0 3 7 10 16];[8 0 3 7 10 16];;
90;[5 0 3 7 10 6 13];;;
90.6667;[8 0 3 7 10 16];;;
91.3333;[8 0 3 7 10 14 16];;;
92;[1 0 4 7 11];[1 0 4 7 11];;
93.5;[1 0 4 7 11];;;
94;[1 0 4 7 11];;;
96;[7 0 4 7 10 13];[7 0 4 7 10 13];;
grouping;98;-------;-------;-------
98;;[7 0 4 7 10 14 25];;
98.5;[7 0 4 7 10 14 25];;;
99;[7 0 4 7 5 10 13];;;
99.5;[7 0 4 7 10 13];;;
100;[0 0 4 7 11];[0 0 4 7 11];;
103.5;[0 0 4 7 11];;;
