TS	9/4
Grp	0.0
Bar	[0.0, Fraction(4, 3), 2.0]
Bar	[0.0, 4.0, 6.0]
Grp	0.0
Bar	[0.0, 4.0, 5.0, 8.0]
Bar	[0.0, 2.0, 4.0, 6.0, 7.0, 8.0]
Grp	0.0
Bar	[0.0, 4.0, 5.0, 8.0]
Bar	[0.0, 2.0, 4.0, 6.0]
Grp	0.0
Bar	[0.0, 4.0, 6.0, 8.0]
Bar	[0.0, 4.0, 6.0, 8.0]
Grp	0.0
Bar	[0.0, 4.0, 5.0, 8.0]
Bar	[0.0, 4.0, 8.0]
Grp	0.0
Bar	[0.0, 4.0, 8.0]
Bar	[0.0, 4.0, 5.0, 8.0]
Bar	[0.0, 2.0, 4.0, 6.0, 7.0, 8.0]
Grp	0.0
Bar	[0.0, 4.0, 5.0, 8.0]
Bar	[0.0, 2.0, 4.0, 6.0]
