TS	5/8
Grp	0.0
Bar	[0.0, 2.0]
Bar	[0.0, 1.0]
Grp	0.0
Bar	[0.0, 1.0, 1.5, 2.0]
Bar	[0.0, 1.0]
Grp	0.0
Bar	[0.0, 1.0]
Bar	[0.0, 1.0]
Grp	0.0
Bar	[0.0, 1.0, 1.5, 2.0]
Bar	[0.0, 1.0]
TS	9/8
Grp	0.0
Bar	[0.0, 1.0, 2.0, 2.5, 3.5]
Bar	[0.0, 1.0, 2.5, 3.5, 4.0]
Grp	0.0
Bar	[0.0, 1.0, 2.0, 2.5, 3.5]
Bar	[0.0, 1.0, 2.5, 3.5, 4.0]
Grp	0.0
Bar	[0.0, 1.0, 2.5, 3.5, 4.0]
Bar	[0.0, 1.0, 2.0, 2.5, 4.0]
Grp	0.0
Bar	[0.0, 1.0, 2.5, 3.5, 4.0]
Bar	[0.0, 1.0, 2.0, 4.0]
