time;surface;reduction;melodyPC;melodyMIDI
;;;;
tonality;2;[0 2 3 5 7 8 10];-------;-------
grouping;0;-------;-------;-------
0;[0 0 7];[0 0 4 7];;
1;[0 0 4 7];;;
2;[4 0 3];;;
3;[4 0 3];;;
4;[5 0];[5 0 3 7];;
5;[5 0 3 7];;;
6;[8 0 4 7];[5 0 3 7 10];;
7;[8 0 4 7];;;
8;[10 0 4 7];[10 0 4 7];;
9;[7 0 3 10];;;
10;[10 0 4 7];;;
11;[10 0 4 7];;;
12;[0 0 3 6 9];[0 0 3 6 9];;
13;[3 0 3 6];;;
14;[6 0 3 6];[0 0 3 6 9];;
15;[0 0 3 6 9];;;
16;[7 0 4 7];[7 0 4 7];;
18;[2 0 4 7 10];[2 0 4 7 10 13];;
19;[2 0 4 7 13];;;
20;[7 0 4 7];[7 0 4 7];;
grouping;21;-------;-------;-------
21;[7 0 4 7];;;
22;[7 0 4 7];;;
24;[0 0 7];[0 0 4 7];;
25;[0 0 4 7];;;
26;[4 0 3];;;
27;[4 0 3];;;
28;[5 0];[5 0 3 7];;
29;[5 0 3 7];;;
30;[8 0 4 7];[5 0 3 7 10];;
31;[8 0 4 7];;;
32;[10 0 4 7];[10 0 4 7];;
33;[7 0 3 10];;;
34;[10 0 4 7];;;
35;[10 0 4 7];;;
36;[0 0 3 6 9];[0 0 3 6 9];;
37;[3 0 3 6];;;
38;[6 0 3 6];[0 0 3 6 9];;
39;[0 0 3 6 9];;;
40;[7 0 4 7];[7 0 4 7];;
42;[2 0 4 7 10];[2 0 4 7 10 13];;
42.6667;[2 0 4 7];;;
43.3333;[2 0 4 7 13];;;
44;[7 0 4 7];[7 0 4 7];;
grouping;45;-------;-------;-------
45;[7 0 4 7];;;
46;[7 0 4 7];;;
47;[7 0];;;
48;[0 0 3 7];[0 0 3 7 10];;
48.6667;[0 0 3 7 10];;;
49.3333;[0 0 3 7];;;
50;[0 0 3 7];;;
50.6667;[0 0 3 7 10];;;
51.3333;[0 0 3 7];;;
52;[0 0 3 7 14];[0 0 3 7];;
53;[0 0 3];;;
54;[0 0 7];;;
55;[0 0 3];;;
56;[3 0 7 15];[10 0 5 10 15];;
56.5;[10 0 5 10 15];;;
57;[10 0 5 10 15];;;
57.5;[3 0 4 7 10];;;
58;[10 0 5 10 15];;;
59;[3 0 7 15];;;
60;[8 0 4 7];[8 0 4 7];;
grouping;61;-------;-------;-------
61;[8 0 4 7];;;
62;[8 0 4 7];;;
63;[8 0 4 7];;;
64;[7 0 4 10];[7 0 4 10];;
64.5;[7 0 4 10];;;
65;[7 0 4 10];;;
65.5;[7 0 4 10];;;
66;[0 0 3 7];[0 0 3 7];;
67;[7 0 4 10];[7 0 4 10];;
68;[0 0 3 5];[0 0 3];;
68.5;[0 0 3];;;
70;[5 0 3 10];[5 0 3];;
70.5;[5 0 3 10];;;
71;[5 0 3];;;
72;[0 0 3 7];[0 0 3 7];;
73;[0 0 3 7];;;
74;[11 0 4 8];[11 0 4 8];;
75;[11 0 4 8];;;
76;[3 0 4 7];[3 0 4 7];;
77;[3 0 4 7];;;
78;[3 0 4 6];[3 0 4 6];;
79;[3 0 4 6];;;
80;[8 0 11];[8 0 4 7 11];;
81;[3 0 4 5];;;
82;[5 0 3];[5 0 3 7];;
83;[5 0 3 10];;;
84;[7 0 4 7];[7 0 4 7];;
grouping;85;-------;-------;-------
85;[7 0 4 7];;;
86;[7 0 4 7];;;
88;[0 0 4 7];[0 0 4 7];;
89;[0 0 4 7];;;
90;[0 0 4 7 10];;;
91;[0 0 4 7];;;
92;[5 0 3 7];[5 0 3 7 10];;
93;[0 0 3 5];;;
94;[5 0 3 7];;;
95;[0 0 3 5];;;
96;[5 0 3 5];[10 0 4 7 10];;
97;[10 0 4];;;
98;[5 0 3 5];;;
99;[10 0 4];;;
100;[3 0 3 6];[0 0 3 6 9];;
101;[0 0 3 6 9];;;
101.5;[2 0 4 7 13];;;
102;[3 0 3 6];;;
103;[0 0 3 6 9];;;
104;[2 0 3 5];[7 0 4 7 10];;
grouping;105;-------;-------;-------
105;[7 0 4 7 10];;;
105.5;[2 0 5 10 15];;;
106;[2 0 3 5];;;
107;[2 0 3 5];;;
108;[0 0 7];[0 0 3 7];;
109;[0 0 4 7];;;
110;[4 0 3];[0 0 3 7];;
111;[4 0 3];;;
112;[5 0];[5 0 3 7];;
113;[5 0 3 7];;;
114;[8 0 4 7];[5 0 3 7 10];;
