time;surface;reduction;melodyPC;melodyMIDI
;;;;
tonality;7;[0 2 4 5 7 9 11];-------;-------
grouping;0;-------;-------;-------
0;[0 0 4 7];[0 0 4 7];;
1.5;[0 0 4 7];;;
2;[0 0 4 7 17];;;
3;[0 0 4 7];;;
4;[0 0 4 7];[0 0 4 7];;
5;[0 0 4 7];;;
5.5;[9 0 3 7 10];;;
6;[0 0 4 7 14];;;
6.5;[0 0 4 7];;;
8;[7 0 3];[7 0 3 7 10];;
9;[7 0 3 7 10];;;
10;[7 0 3 7 10];;;
10.6667;[2 0 5 10 15];;;
11.3333;[2 0 3 5];;;
12;[7 0];[7 0 3 7];;
13;[7 0];;;
14;[7 0 3];;;
15;[7 0 7];;;
16;[9 0 4 7 10];[9 0 4 7 10];;
18;[9 0 4 7 10 13];[9 0 4 7 10 13];;
18.6667;[9 0 3 7 10 16];;;
19.3333;[9 0 4 7 10];;;
20;[9 0 10];[9 0 4 7 10 13];;
21;[4 0 3 5];;;
22;[10 0 11];;;
23;[9 0 4];;;
23.5;[9 0 4 10];;;
grouping;24;-------;-------;-------
24;[5 0 4 7 14];[5 0 4 7];;
24.5;[5 0 4 7];;;
25;[5 0 4 7 11];;;
25.5;[2 0 3 7 10];;;
26;[9 0 4 7];[9 0 4 7];;
26.5;[4 0 5 10];;;
27;[9 0 7];;;
28;[9 0 4];[9 0 4 7];;
28.5;[2 0 7];;;
29;[9 0 7];;;
30;[0 0 4 5];[5 0 4 7 11];;
30.3333;[5 0 7];;;
30.6667;[5 0 4 7];;;
31;[0 0 4 5];;;
31.3333;[5 0 7];;;
31.6667;[7 0 5 10];;;
32;[0 0 4 14];[0 0 4];;
32.5;[0 0 4];;;
33;[0 0 4];;;
grouping;36;-------;-------;-------
36;[7 0 4 7];[7 0 4 7];;
36.6667;[7 0 4 7];;;
37;[7 0 4 7];;;
37.3333;[7 0 4 7];;;
38;[7 0 4 7 11];[7 0 4 7 11];;
38.6667;[7 0 4 7 11];;;
39;[7 0 4 7 11];;;
39.3333;[7 0 4 7 11];;;
40;[7 0 4 7 10];[7 0 4 7 10];;
