time;surface;reduction;melodyPC;melodyMIDI
;;;;
tonality;2;[0 1 4 5 7 8 10];-------;-------
grouping;0;-------;-------;-------
0;[10 0 3 7];[10 0 3 7];;
1;[10 0 3 7 10];[10 0 3 7 10];;
1.25;[10 0 3 7 9];;;
1.5;[10 0 3 7];;;
1.75;[10 0 3 7 9];;;
2;[5 0 3 7];[5 0 3 7];;
3;[5 0 3 7 14];[5 0 3 7 14];;
3.25;[5 0 3 7];;;
3.5;[5 0 3 7 11];;;
3.75;[1 0 4 7 11];;;
4;[0 0 4 7];[0 0 4 7];;
4.25;[0 0 4 7 17];;;
4.5;[0 0 4 7];;;
4.75;[0 0 4 7 8];;;
5;[0 0 4 7];[0 0 4 7];;
5.25;[0 0 4 7 17];;;
5.5;[0 0 4 7];;;
5.75;[0 0 4 7 17];;;
6;[0 0 4 7];[0 0 4 7];;
6.5;[0 0 4 7];;;
7;[0 0 4 7 8];;;
7.5;[9 0 3 7 10];;;
grouping;8;-------;-------;-------
8;[10 0 3 7];[10 0 3 7];;
8.25;[10 0 3 7 11];;;
8.5;[10 0 3 7 14];;;
8.75;[10 0 3 7];;;
9;[5 0 3 7];[5 0 3 7];;
9.25;[5 0 3 7 14];;;
9.5;[5 0 3 7];;;
9.75;[5 0 3 7 14];;;
10;[5 0 3 7];[5 0 3 7];;
10.25;[5 0 3 7 14];;;
10.5;[5 0 3 7 17];;;
10.75;[5 0 3 7];;;
11;[0 0 4 7];[0 0 4 7];;
11.25;[0 0 4 7 17];;;
11.5;[0 0 4 7];;;
11.75;[0 0 4 7 13];;;
12;[0 0 4 7];[0 0 4 7];;
12.25;[0 0 4 7 17];;;
12.5;[0 0 4 7];;;
12.75;[0 0 4 7 8];;;
13;[1 0 4 7 18];[1 0 4 7 18];;
13.25;[1 0 4 7];;;
13.5;[1 0 3 7 16];;;
13.75;[1 0 4 7];;;
14;[0 0 4 7];[0 0 4 7];;
14.5;[0 0 4 7];;;
15;[0 0 4 7];;;
15.5;[0 0 4 7];;;
15.75;[0 0 4 7 17];;;
grouping;16;-------;-------;-------
16;[0 0 4 7];[0 0 4 7];;
17;[0 0 4 7];[0 0 4 7];;
18;[0 0 4 7];[0 0 4 7];;
18.5;[0 0 4 7 17];;;
19;[0 0 4 7];[0 0 4 7];;
19.5;[0 0 4 7 13];;;
20;[0 0 4 7];[0 0 4 7];;
20.5;[0 0 4 7];;;
20.75;[0 0 4 7 17];;;
21;[0 0 4 7];[0 0 4 7];;
21.25;[0 0 4 7];;;
21.5;[0 0 4 7 17];;;
21.75;[0 0 4 7 13];;;
grouping;22;-------;-------;-------
22;[0 0 4 7];[0 0 4 7];;
22.5;[0 0 4 7 10];;;
23;[0 0 4 7 10];[0 0 4 7 10];;
23.5;[0 0 4 7 10];;;
24;[0 0 4 7 8];[0 0 4 7 8];;
24.25;[0 0 4 7 10];;;
24.5;[0 0 4 7 8];;;
24.75;[0 0 4 7];;;
25;[0 0 4 7 17];[0 0 4 7 17];;
25.5;[0 0 4 7 17];;;
26;[0 0 4 7];[0 0 4 7];;
26.5;[0 0 4 7 17];;;
27;[0 0 4 7];[0 0 4 7];;
27.5;[0 0 4 7 8];;;
28;[0 0 4 7];[0 0 4 7];;
28.5;[0 0 4 7 8];;;
29;[0 0 4 7];;;
30;[0 0 4 7 8];[0 0 4 7];;
30.25;[0 0 4 7];;;
30.5;[0 0 4 7 17];;;
31;[0 0 4 7];;;
31.25;[0 0 4 7 17];;;
31.5;[0 0 4 7];;;
32;[0 0 4 7];[0 0 4 7];;
32.25;[0 0 4 7 17];;;
32.5;[0 0 4 7];;;
32.75;[0 0 4 7 13];;;
33;[0 0 4 7];[0 0 4 7];;
33.5;[0 0 4 7];;;
grouping;34;-------;-------;-------
34;[0 0 4 7];[0 0 4 7];;
34.5;[0 0 4 7];;;
35;[0 0 4 7 8];[0 0 4 7];;
35.5;[9 0 3 7 10];;;
36;[0 0 4 7 10];[0 0 4 7 10];;
36.5;[0 0 4 7 8];;;
37;[0 0 4 7];[0 0 4 7];;
37.5;[0 0 4 7];;;
38;[0 0 4 7 17];[0 0 4 7];;
38.5;[0 0 4 7];;;
39;[0 0 4 7 13];[0 0 4 7];;
39.5;[0 0 4 7];;;
40;[10 0 3 7];[10 0 3 7];;
40.5;[10 0 3 7];;;
41;[10 0 3 7];[10 0 3 7];;
41.25;[10 0 3 7 14];;;
41.5;[10 0 3 7];;;
41.75;[10 0 3 7 11];;;
