time;surface;reduction;melodyPC;melodyMIDI
;;;;
tonality;4;[0 2 3 5 7 8 10];-------;-------
grouping;0;-------;-------;-------
0;[0 0 3 7 11];[0 0 3 7];;
0.5;[0 0 3 7];;;
1;[0 0 3 7 14];[0 0 3 7];;
1.5;[0 0 3 7];;;
2;[7 0 4 7 10];[7 0 4 7 10];;
2.1667;[11 0 4 8 15 18];;;
2.3333;[7 0 4 7 10];;;
2.5;[7 0 4 7 10 17];;;
3;[7 0 4 7 10];;;
3.5;[7 0 4 7 10];;;
4;[0 0 3 7 14];[0 0 3 7];;
4.1667;[0 0 3 7];;;
4.3333;[0 0 3 7 14];;;
4.5;[0 0 3 7];;;
5;[0 0 3 7];[0 0 3 7];;
5.25;[0 0 3 7];;;
5.5;[0 0 3 7 18];;;
5.75;[0 0 3 7];;;
6;[0 0 3 7];[0 0 3 7];;
6.25;[0 0 3 7];;;
6.5;[0 0 3 7 14];;;
6.75;[0 0 3 7 11];;;
7;[0 0 3 7];;;
grouping;8;-------;-------;-------
8;[0 0 4 7];[0 0 4 7];;
8.5;[8 0 4 8 11];;;
9;[0 0 4 7 10];[0 0 4 7 10];;
9.5;[0 0 4 7];;;
10;[0 0 4 7 10];[0 0 4 7 10];;
10.1667;[0 0 4 7];;;
10.3333;[0 0 4 7 10];;;
10.5;[8 0 4 8 11];;;
11;[0 0 4 7];[0 0 4 7];;
11.5;[8 0 4 8 11];;;
12;[5 0 3 7 14];[5 0 3 7];;
12.1667;[5 0 3 7];;;
12.3333;[5 0 3 7 14];;;
12.5;[5 0 3 7];;;
13;[5 0 3 7];;;
13.5;[5 0 3 7 18];;;
13.75;[5 0 3 7 9];;;
14;[5 0 3 7];[5 0 3 7];;
14.25;[5 0 3 7 18];;;
14.5;[5 0 3 7];;;
14.75;[5 0 3 7 14];;;
15;[5 0 3 7];;;
grouping;16;-------;-------;-------
16;[5 0 3 7];[5 0 3 7];;
16.5;[5 0 3 7 18];;;
17;[5 0 3 7];;;
17.5;[5 0 3 7 9];;;
18;[5 0 3 7];[5 0 3 7];;
18.1667;[5 0 3 7 9];;;
18.3333;[5 0 3 7];;;
18.5;[5 0 3 7];;;
