time;surface;reduction;melodyPC;melodyMIDI
;;;;
tonality;9;[0 2 4 5 7 9 11];-------;-------
grouping;0;-------;-------;-------
0;[0 0 4 7];[0 0 4 7];7;76
1;[0 0 4 7];[0 0 4 7];7;76
1.5;[0 0 4 7 14];;;
2;[0 0 4 7];;7;76
2.5;[0 0 4 7];;;
3;[5 0 4 7];[5 0 4 7];9;78
3.5;[5 0 4 7 14];;;
4;[5 0 4 7];;9;78
4.5;[5 0 4 7];;;
5;[0 0 4 7];[0 0 4 7];7;76
grouping;8;-------;-------;-------
8;[9 0 3 7];[9 0 3 7];4;73
9;[7 0 4 7 10];[7 0 4 7 10];5;74
10;[0 0 4 7];[0 0 4 7];4;73
11;[7 0 4 7];[7 0 4 7];2;71
11.5;[7 0 4 7 10];[7 0 4 7 10];;
12;[0 0 4 7];[0 0 4 7];4;73
12.5;[0 0 4 7];;;
12.75;[7 0 5 10];;5;74
13;[2 0 5 10];[7 0 4 7];2;71
13.5;[2 0 3 7 17];;;
13.75;[4 0 5 10 15];;;
14;[7 0 4 7 10];[7 0 4 7 10];;
15;[0 0 4 7];[0 0 4 7];0;69
grouping;16;-------;-------;-------
16;[7 0 4 7];[7 0 4 7];2;71
16.5;[9 0 5 10 15];;;
17;[7 0 4 7];[7 0 4 7];2;71
17.5;[9 0 5 10 15];;;
18;[7 0 4 7];;2;71
18.5;[7 0 7];;;
19;[0 0 4 7 14];[0 0 4 7];4;73
19.5;[0 0 4 7 14];;;
19.75;[4 0 3 7 10];;;
20;[0 0 4 7];;4;73
20.5;[0 0 4 7];;;
21;[7 0 4 7];[7 0 4 7];2;71
tonality;4;[0 2 4 5 7 9 11];-------;-------
grouping;24;-------;-------;-------
24;[0 0 4 7];[0 0 4 7];7;71
25;[5 0 4 7];[5 0 4 7];9;73
25.5;[7 0 5 10 16];;11;75
26;[9 0 3 7];[9 0 3 7];0;76
26.5;[0 0 4];;;
27;[2 0 3 7 10];[2 0 3 7 10];0;76
27.5;[9 0 3 5];;;
28;[7 0 4 7];[7 0 4 7];11;75
28.5;[7 0 4 7];;;
29;[0 0 4 7];[0 0 4 7];0;76
tonality;9;[0 2 4 5 7 9 11];-------;-------
grouping;32;-------;-------;-------
32;[0 0 4 7];[0 0 4 7];7;76
33;[5 0 4 7];[5 0 4 7];9;78
33.5;[2 0 3 7 14];;;
34;[4 0 3 10];[1 0 3 6];7;76
34.5;[1 0 3 6];;;
35;[2 0 3 7 14];[2 0 3 7];5;74
35.5;[2 0 3 7];;;
36;[7 0 3 7 9];[9 0 4 7];4;73
36.5;[9 0 4 7];;;
37;[2 0 3 7];[2 0 3 7];5;74
grouping;40;-------;-------;-------
40;[0 0 4 7];[0 0 4 7];4;73
40.5;[0 0 4 7 17];;;
41;[7 0 4 7];[7 0 4 7];2;71
42;[0 0 4 7];[0 0 4 7];4;73
42.5;[9 0 3 7];[5 0 4 7];;
42.75;[5 0 4 7];;5;74
43;[2 0 3 7 10];[2 0 3 7 10];2;71
43.5;[2 0 3 10];;;
44;[7 0 4 7];[7 0 4 7];2;71
44.5;[7 0 4 7 17];;0;69
44.75;[7 0 4 5];;;
45;[0 0 4 7];[0 0 4 7];0;69
