time;surface;reduction;melodyPC;melodyMIDI
;;;;
tonality;7;[0 2 4 5 7 9 11];-------;-------
grouping;0;-------;-------;-------
0;[0 0 4 7];[0 0 4 7];0;67
1;[7 0 4 7];[7 0 4 7];2;69
2;[0 0 4 7];[0 0 4 7];4;71
3;[7 0 4 7];[7 0 4 7];2;69
4;[9 0 3 10];[6 0 3 6];0;67
4.5;[6 0 3 6];;;
5;[7 0 4 7];[7 0 4 7];11;66
5.5;[7 0 4 7 17];;;
6;[2 0 4 7];[2 0 4 7];9;64
6.5;[2 0 4 7 10];[2 0 4 7 10];;
7;[7 0 4 7];[7 0 4 7];7;62
grouping;8;-------;-------;-------
8;[9 0 3 7];[9 0 3 7];0;67
9;[7 0 4 7];[7 0 4 7];2;69
10;[0 0 4 7];[0 0 4 7];4;71
10.5;[0 0 4 7 11];;;
11;[5 0 4 7];[5 0 4 7];5;72
12;[0 0 4 7];[0 0 4 7];4;71
12.5;[0 0 4 7 17];;;
13;[7 0 4 7];[7 0 4 7];2;69
13.5;[7 0 4 7 10];[7 0 4 7 10];;
14;[0 0 4 7];[0 0 4 7];0;67
grouping;16;-------;-------;-------
16;[0 0 4 7];[0 0 4 7];4;71
17;[11 0 3 6];[11 0 3 6];5;72
17.5;[2 0 3 7];;;
18;[4 0 3 7];[4 0 3 6 9];7;74
18.5;[9 0 4 7 10];;;
18.75;[4 0 3 6 9];;;
19;[2 0 3 7];[2 0 3 7];5;72
19.5;[2 0 3 7 17];;;
20;[9 0 3 7];[9 0 3 7];4;71
20.5;[9 0 3 7 10];;;
21;[2 0 3 7];[2 0 3 7];2;69
22;[4 0 4 7];[4 0 4 7];4;71
grouping;24;-------;-------;-------
24;[0 0 4 7];[0 0 4 7];7;74
24.5;[4 0 3 10];;;
25;[0 0 4 7];[0 0 4 7];7;74
26;[5 0 4 7];[5 0 4 7];9;76
26.5;[5 0 4 7 11];;;
27;[7 0 4 7];[7 0 4 7];7;74
28;[5 0 4 7];[5 0 4 7];5;72
28.5;[2 0 3 7 9];;;
29;[0 0 4 7];[0 0 4 7];4;71
29.5;[9 0 3 7 9];;;
30;[7 0 4 7];[7 0 4 7];2;69
grouping;32;-------;-------;-------
32;[0 0 4 7];[0 0 4 7];4;71
32.5;[5 0 7];;5;72
33;[0 0 4 7];[0 0 4 7];7;74
34;[2 0 3 10];[11 0 3 6];5;72
34.5;[11 0 3 6];;;
35;[0 0 4 7];[0 0 4 7];4;71
35.5;[4 0 3 7 10];;2;69
36;[5 0 4 7];[5 0 4 7];0;67
36.5;[9 0 3 7 10];;;
37;[11 0 3 6];[11 0 3 6];2;69
38;[0 0 4];[0 0 4];4;71
38.5;[0 0 4 6 14];;;
39;[4 0 4 7];[4 0 4 7];;
40;[9 0 3];[9 0 3];0;67
grouping;42;-------;-------;-------
42;[9 0 3 7];[9 0 3 7];4;71
42.5;[5 0 4 7];;5;72
43;[4 0 3 6 9];[4 0 3 6 9];7;74
44;[2 0 3 7];[2 0 3 7];5;72
44.5;[11 0 3 6];;;
45;[9 0 3 7 9];[9 0 3 7 9];4;71
46;[7 0 4 7];[7 0 4 7];2;69
46.5;[2 0 3 7 9];[11 0 3 6];;
47;[0 0 4 7];[0 0 4 7];4;71
47.5;[0 0 4 7];;;
48;[2 0 5 10];[7 0 4 7];2;69
49;[7 0 4 7];[7 0 4 7 10];;
49.5;[7 0 4 7 10];;;
50;[0 0 4 7];[0 0 4 7];0;67
