time;surface;reduction;melodyPC;melodyMIDI
;;;;
tonality;0;[0 2 4 5 7 9 11];-------;-------
grouping;0;-------;-------;-------
0;[0 0 4 7];[0 0 4 7];0;72
1;[7 0 4 7];[7 0 4 7];7;67
2;[9 0 3 10];[6 0 3 6];9;69
2.5;[6 0 3 6];;;
3;[7 0 4 7];[7 0 4 7];11;71
3.5;[7 0 4 7 10];[7 0 4 7 10];;
4;[0 0 4 7];[0 0 4 7];0;72
4.5;[0 0 4 7 10];[0 0 4 7 10];;
5;[5 0 4 7 14];[5 0 4 7];;
5.5;[5 0 4 7];;;
6;[7 0 5 10];[0 0 4 7];0;72
6.5;[0 0 4 7];;;
tonality;7;[0 2 3 5 7 8 10];-------;-------
grouping;7;-------;-------;-------
7;[5 0 4 7];[5 0 4 7];0;67
7.5;[9 0 3 6];[5 0 4 7 10];;
8;[2 0 3 7];[11 0 3 6];5;72
8.5;[11 0 3 6];;;
9;[0 0 3 7];[0 0 3 7];3;70
10;[5 0 3 7 9];[5 0 3 7 9];2;69
11;[7 0 4 7];[7 0 4 7];;
11.5;[7 0 4 7 10];[7 0 4 7 10];;
12;[0 0 3 7];[0 0 3 7];0;67
grouping;14;-------;-------;-------
14;[0 0 3 7];[0 0 3 7];0;67
14.5;[8 0 4 7];;;
15;[2 0 3 6 9];[2 0 3 6 9];2;69
15.5;[7 0 4 7 10];;;
16;[0 0 3 7];[0 0 3 7];3;70
16.5;[0 0 3];;;
17;[2 0 3 6];[5 0 3 7];5;72
17.5;[5 0 3 7];;;
18;[7 0 4 8];[0 0 3 7];3;70
18.5;[0 0 3 7];;;
19;[2 0 5 10];[7 0 4 7];2;69
19.5;[7 0 4 7];[7 0 4 7 10];;
19.75;[7 0 4 7 10];;;
20;[0 0 3 7];[0 0 3 7];0;67
tonality;0;[0 2 4 5 7 9 11];-------;-------
grouping;22;-------;-------;-------
22;[0 0 4 7];[0 0 4 7];7;67
22.5;[2 0 5 10 15];;;
23;[0 0 4 7];[0 0 4 7];0;72
23.5;[2 0 5 10 15];;;
24;[0 0 4 7];[0 0 4 7];0;72
24.5;[2 0 5 10];;;
24.75;[0 0 7];;;
25;[7 0 4 7];[7 0 4 7];11;71
25.5;[7 0 4 10];[7 0 4 10];;
26;[7 0 5 10];[0 0 4 7];0;72
26.5;[0 0 4 7];;;
26.75;[2 0 5 10];;;
27;[0 0 4 7];;;
tonality;5;[0 2 4 5 7 9 11];-------;-------
grouping;28;-------;-------;-------
28;[0 0 4 7];[0 0 4 7];7;72
28.5;[0 0 4 7 14];;;
29;[0 0 4 7];[0 0 4 7];7;72
29.5;[7 0 4 7 17];;;
30;[9 0 3];[9 0 3];9;74
30.5;[11 0 3 10];;;
31;[9 0 3 7];[9 0 3 7];9;74
31.5;[11 0 5 10 15];;;
32;[0 0 4 7];[0 0 4 7];7;72
32.5;[0 0 4 7];;;
33;[2 0 3 10];[2 0 3 10];5;70
33.5;[7 0 4 7 10];[7 0 4 7 10];;
34;[0 0 4 7];[0 0 4 7];4;69
tonality;7;[0 2 3 5 7 8 10];-------;-------
grouping;36;-------;-------;-------
36;[5 0 4 7];[5 0 4 7];0;67
36.5;[5 0 4 7 10];[5 0 4 7 10];;
37;[2 0 3 7];[11 0 3 6];2;69
37.5;[11 0 3 6];;;
38;[0 0 3 7];[0 0 3 7];3;70
38.5;[0 0 3 7];;;
39;[5 0 3 7 9];[5 0 3 7 9];2;69
39.5;[7 0 4 7];[7 0 4 7];;
39.75;[7 0 4 7 10];[7 0 4 7 10];;
40;[8 0 4 7];[8 0 4 7];0;67
tonality;10;[0 2 4 5 7 9 11];-------;-------
grouping;42;-------;-------;-------
42;[9 0 3 7];[9 0 3 7];0;70
42.5;[9 0 3 7];;;
43;[2 0 5 10];[7 0 4 7];2;72
43.5;[7 0 4 7];;;
44;[0 0 4 7];[0 0 4 7];4;74
44.5;[0 0 4 7 11];;;
45;[5 0 4 7];[5 0 4 7];5;75
45.5;[0 0 4 7];;4;74
46;[2 0 3 7 10];[2 0 3 7 10];2;72
46.5;[2 0 3 10];;;
47;[7 0 4 7];[7 0 4 7];;
47.5;[7 0 4 7];;;
48;[0 0 4 7];[0 0 4 7];4;74
grouping;50;-------;-------;-------
50;[0 0 4 7];[0 0 4 7];4;74
51;[2 0 5 10];[7 0 4 7];2;72
51.5;[7 0 4 7];;;
52;[0 0 4 7];[0 0 4 7];4;74
52.5;[0 0 4 7 11];;;
53;[2 0 3 7 9];[4 0 4 7 10];2;72
53.5;[4 0 4 7 10];;;
54;[9 0 3 7];[9 0 3 7];0;70
54.5;[9 0 3 7 14];;;
tonality;0;[0 2 4 5 7 9 11];-------;-------
55;[0 0 4 7 10];[0 0 4 7];7;67
55.5;[0 0 4 7];;;
56;[5 0 4 7];[5 0 4 7];9;69
56.5;[5 0 4 7 11];;;
57;[7 0 4 7];[7 0 4 7];11;71
57.5;[7 0 4 10];[7 0 4 10];;
58;[0 0 4 7];[0 0 4 7];0;72
