time;surface;reduction;melodyPC;melodyMIDI
;;;;
tonality;4;[0 2 3 5 7 8 10];-------;-------
grouping;0;-------;-------;-------
0;[0 0 3 7];[0 0 3 7];0;64
1;[2 0 5 10];[0 0 3 7];7;71
1.5;[7 0 3 7];;;
2;[8 0 4 7 11];[5 0 3 7];7;71
2.5;[8 0 3 7 11];;;
3;[5 0 3 7 9];;5;69
3.5;[5 0 3 7];;;
4;[7 0 4 7];[7 0 4 7];7;71
4.5;[7 0 4 7 10];;;
5;[0 0 3 7];[0 0 3 7];0;64
5.5;[11 0 3 6];;2;66
6;[0 0 3 7];[0 0 3 7];3;67
6.5;[0 0 3 7 10];;;
7;[8 0 4 7];[8 0 4 7];3;67
7.5;[0 0 3 7 11];;;
8;[0 0 3 6 9];[0 0 3 6 9];3;67
9;[2 0 5 10];[7 0 4 7];2;66
9.5;[7 0 4 7];;;
9.75;[7 0 4 7 10];;;
10;[0 0 3 7];[0 0 3 7];0;64
grouping;12;-------;-------;-------
12;[0 0 3 7];[0 0 3 7];3;67
12.5;[0 0 3 7 10];;;
13;[8 0 4 7];[8 0 4 7];3;67
14;[3 0 4 7];[3 0 4 7];3;67
15;[8 0 4 7];[8 0 4 7];0;64
16;[10 0 5 10];[3 0 4 7];3;67
16.5;[3 0 4 7 14];;;
16.75;[3 0 4 7];;;
17;[5 0 3 7];[2 0 3 6];5;69
17.5;[2 0 3 6];;;
18;[3 0 4 7];[3 0 4 7];7;71
18.5;[0 0 3 7];;;
18.75;[3 0 4 7];;;
19;[5 0 3 10];[2 0 3 6];5;69
19.25;[3 0 4 14];;;
19.5;[2 0 3 6];;;
20;[3 0 4 11];[7 0 4 7];3;67
20.5;[0 0 3 7];;;
21;[2 0 5 10];;2;66
21.5;[7 0 4 7];;;
21.75;[7 0 4 7 10];;;
22;[0 0 3 7];[0 0 3 7];0;64
tonality;7;[0 2 4 5 7 9 11];-------;-------
grouping;24;-------;-------;-------
24;[9 0 3 7];[9 0 3 7];0;67
24.5;[5 0 4 7];;;
25;[0 0 4 7];[0 0 4 7];0;67
25.5;[0 0 4 7 11];;;
26;[5 0 4 7];[5 0 4 7];0;67
26.5;[5 0 4 7 14];;;
27;[5 0 4 7];;9;64
27.5;[5 0 4 7 14];;;
28;[5 0 4 7];[5 0 4 7];0;67
28.5;[0 0 4 7];;;
29;[2 0 3 7];[11 0 3 6];2;69
29.5;[11 0 3 6];;;
30;[0 0 4 7];[0 0 4 7];4;71
31;[2 0 5 10];[7 0 4 7];2;69
31.5;[7 0 4 7];;;
31.75;[7 0 4 7 10];[7 0 4 7 10];;
32;[0 0 4 7];[0 0 4 7];0;67
grouping;34;-------;-------;-------
34;[0 0 4 7];[0 0 4 7];7;74
34.5;[4 0 3 6];;;
35;[5 0 4];[5 0 4];9;76
35.5;[5 0 4 11];;;
36;[7 0 4 7];[7 0 4 7];7;74
36.5;[7 0 4 7 10];[7 0 4 7 10];5;72
37;[9 0 3 7];[9 0 3 7];4;71
37.5;[2 0 3 7 18];;2;69
38;[9 0 3 7];[9 0 3 7];0;67
38.5;[7 0 4 7];[7 0 4 7];2;69
39;[0 0 4 7];[0 0 4 7];4;71
39.5;[0 0 4 7];;;
tonality;4;[0 2 3 5 7 8 10];-------;-------
40;[5 0 4 7 10];[7 0 4 7 10];5;69
40.5;[7 0 4 7 10];;;
41;[0 0 3 7 14];[0 0 3 7];3;67
41.5;[0 0 3 7];;;
42;[5 0 3 7 9];[5 0 3 7 9];2;66
42.5;[7 0 4 7];[7 0 4 7];;
42.75;[7 0 4 7 10];[7 0 4 7 10];;
43;[0 0 4 7];[0 0 4 7];0;64
