time;surface;reduction;melodyPC;melodyMIDI
;;;;
tonality;2;[0 2 4 5 7 9 11];-------;-------
grouping;0;-------;-------;-------
0;[0 0 4 7];[0 0 4 7];0;62
0.5;[7 0 4 7 17];;;
1;[0 0 4 7];[0 0 4 7];7;69
1.5;[2 0 5 10 15];;;
2;[0 0 4 7];[0 0 4 7];7;69
2.5;[0 0 4 7];;;
3;[5 0 4 7];[5 0 4 7];9;71
3.5;[5 0 4 7 11];;;
4;[11 0 3 6];[11 0 3 6];11;73
4.5;[7 0 4 7 10];;;
5;[5 0 4 7];[5 0 4 7];0;74
5.5;[5 0 4 7 18];;;
6;[0 0 4 7];[0 0 4 7];;
6.5;[2 0 3 10];;;
7;[0 0 4 7];;0;74
grouping;8;-------;-------;-------
8;[0 0 4 7];[0 0 4 7];4;78
8.5;[9 0 3 7 10];;;
9;[11 0 3 6 9];[11 0 3 6 9];2;76
10;[9 0 3 7];[9 0 3 7];0;74
10.5;[9 0 3 7 10];;;
11;[9 0 3 6 9];[9 0 3 6 9];0;74
12;[7 0 4 7];[7 0 4 7];11;73
13;[0 0 4 7];[0 0 4 7];0;74
grouping;16;-------;-------;-------
16;[0 0 4 7];[0 0 4 7];0;74
16.5;[2 0 5 10 15];;2;76
17;[0 0 4 7];[0 0 4 7];4;78
17.5;[0 0 4 7 11];;;
18;[9 0 3 7];[9 0 3 7];4;78
18.5;[0 0 4 7 11];;;
19;[2 0 4 7];[2 0 4 7];2;76
19.5;[2 0 4 10];;;
20;[4 0 3 7 10];[2 0 4 7 10];2;76
20.5;[6 0 3 6];;0;74
21;[7 0 4 7];[7 0 4 7];11;73
21.5;[4 0 3 5 14];;9;71
22;[6 0 5 10];[11 0 4 7];11;73
22.5;[11 0 4 7];;;
23;[4 0 3 7];[4 0 3 7];7;69
tonality;9;[0 2 4 5 7 9 11];-------;-------
grouping;24;-------;-------;-------
24;[9 0 3 7];[9 0 3 7];4;73
24.5;[9 0 3 7 10];;;
25;[2 0 3 10];[11 0 3 6];5;74
25.5;[11 0 3 6];;;
26;[0 0 4 7];[0 0 4 7];4;73
26.5;[0 0 4 7 17];;;
27;[2 0 5 10];[7 0 4 7];2;71
27.5;[2 0 3 7 10];;;
28;[7 0 4 7];[7 0 4 7 10];2;71
28.5;[7 0 4 7 10];;;
29;[0 0 4 7];[0 0 4 7];0;69
tonality;2;[0 2 4 5 7 9 11];-------;-------
grouping;32;-------;-------;-------
32;[7 0 4 7];[7 0 4 7];7;69
33;[0 0 4 7];[0 0 4 7];4;66
33.5;[2 0 5 10 15];;5;67
34;[0 0 4 7];[0 0 4 7];7;69
34.5;[0 0 7 15];[0 0 4 7 10];;
35;[5 0 4 7];[5 0 4 7];9;71
35.5;[2 0 3 7 9];;;
36;[0 0 4 7];[0 0 4 7];7;69
36.5;[7 0 3 7 9];;;
37;[9 0 4 7 10];[9 0 4 7 10];7;69
38;[2 0 3 7];[2 0 3 7];5;67
38.5;[4 0 5 10];;4;66
39;[9 0 4 7];[9 0 4 7];4;66
grouping;40;-------;-------;-------
40;[0 0 4 7 10];[0 0 4 7 10];7;69
41;[5 0 4 7];[5 0 4 7];5;67
41.5;[5 0 4 7 14];;;
42;[9 0 3 7];[9 0 3 7];4;66
42.5;[9 0 3 7 10];;;
43;[2 0 3 7 10];[2 0 3 7 10];2;64
43.5;[9 0 3 5];;;
44;[7 0 4 7];[7 0 4 7];2;64
44.5;[7 0 4 7 10];[7 0 4 7 10];;
45;[0 0 4 7];[0 0 4 7];0;62
