time;surface;reduction;melodyPC;melodyMIDI
;;;;
tonality;7;[0 2 4 5 7 9 11];-------;-------
grouping;0;-------;-------;-------
0;[0 0 4 7];[0 0 4 7];0;67
1;[7 0 4 7];[7 0 4 7];7;74
1.5;[7 0 4 7 14];;;
2;[7 0 4];[7 0 4];7;74
2.5;[7 0 4 10];;;
3;[0 0 4 7];[0 0 4 7];7;74
3.5;[2 0 5 10 15];;;
4;[0 0 4 7];[0 0 4 7];7;74
5;[5 0 4 7];[5 0 4 7];9;76
5.5;[5 0 4 7 11];;;
6;[7 0 4 7];[7 0 4 7];7;74
6.5;[7 0 4 10];[7 0 4 7 10];5;72
7;[0 0 4 7];[0 0 4 7];4;71
tonality;2;[0 2 4 5 7 9 11];-------;-------
grouping;8;-------;-------;-------
8;[0 0 4 7];[0 0 4 7];7;69
9;[2 0 3 7];[11 0 3 6];9;71
9.5;[11 0 3 6];;11;73
10;[0 0 4 7];[0 0 4 7];0;74
11;[2 0 3 7];[2 0 3 7];2;76
11.5;[2 0 3 7 14];;;
12;[7 0 4 7 10];[7 0 4 7 10];2;76
13;[0 0 4 7];[0 0 4 7];0;74
tonality;7;[0 2 4 5 7 9 11];-------;-------
grouping;16;-------;-------;-------
16;[7 0 4 7];[7 0 4 7];7;74
16.5;[7 0 4 7 10];[7 0 4 7 10];;
17;[0 0 4 7];[0 0 4 7];7;74
18;[7 0 4 7 10];[7 0 4 7 10];7;74
19;[0 0 4 7];[0 0 4 7];7;74
20;[9 0 3 7];[9 0 3 7];4;71
20.5;[5 0 4 7];;5;72
21;[0 0 4 7];[0 0 4 7];7;74
22;[2 0 3 7];[2 0 3 7];5;72
22.5;[5 0 4 7 11];;4;71
23;[7 0 4 7];[7 0 4 7];2;69
grouping;24;-------;-------;-------
24;[4 0 3 7];[4 0 3 7];7;74
25;[5 0 4 7 11];[11 0 3 6];5;72
25.5;[11 0 3 6];;;
26;[0 0 4 14];[0 0 4];4;71
26.5;[0 0 4 5];;;
27;[2 0 5 10];[7 0 4 7];2;69
27.5;[9 0 5 10];;;
28;[11 0 3 6 9];[11 0 3 6 9];2;69
29;[9 0 3 7];[9 0 3 7];0;67
29.5;[11 0 3 5 13];;2;69
30;[9 0 3 7];[9 0 3 7];4;71
30.5;[2 0 3 7 10];;5;72
31;[4 0 3 7];[4 0 3 7];7;74
grouping;32;-------;-------;-------
32;[0 0 4 7];[0 0 4 7];7;74
33;[5 0 4 7];[5 0 4 7];5;72
33.5;[5 0 4 7 14];;;
34;[9 0 3 7 10];[2 0 3 7 10];4;71
34.5;[2 0 3 7 10];;2;69
35;[0 0 4 7];[0 0 4 7];4;71
36;[7 0 4 7];[7 0 4 7];2;69
36.5;[7 0 4 7 10];[7 0 4 7 10];;
37;[0 0 4 7];[0 0 4 7];0;67
