time;surface;reduction;melodyPC;melodyMIDI
;;;;
tonality;5;[0 2 4 5 7 9 11];-------;-------
grouping;0;-------;-------;-------
0;[0 0 4 7];[0 0 4 7];0;65
1;[0 0 4 7];[0 0 4 7];0;65
1.5;[7 0 5 10];;;
2;[9 0 3 7];;;
2.5;[11 0 3];;2;67
3;[9 0 3 7];[9 0 3 7];4;69
3.5;[5 0 4 7];;5;70
4;[2 0 5 10];[7 0 4 7];7;72
5;[7 0 4 7];;;
5.5;[9 0 5 10 15];;;
6;[7 0 4 7];[7 0 4 7];2;67
6.5;[7 0 7];;;
7;[0 0 4 7 14];[0 0 4 7];4;69
7.5;[0 0 4 7 11];;;
8;[0 0 4 7];;;
8.5;[0 0 4 7 11];;;
9;[6 0 3 6];[6 0 3 6];6;71
10;[2 0 5 10];[7 0 4 7];7;72
11;[7 0 4 7];;;
grouping;12;-------;-------;-------
12;[7 0 4 7 10];[7 0 4 7 10];5;70
13;[0 0 4 7 14];[0 0 4 7];4;69
13.5;[0 0 4 14];;;
14;[9 0 3 7];[0 0 4 7];;
14.5;[9 0 3 5 14];;2;67
15;[9 0 3 7];[9 0 3 7];4;69
15.5;[5 0 4 7];;5;70
16;[7 0 4 7];[7 0 4 7];7;72
16.5;[9 0 3 10 14];;;
17;[7 0 4 7];[7 0 4 7];;
17.5;[4 0 3 7 9];[4 0 3 7 9];;
tonality;2;[0 2 3 5 7 8 10];-------;-------
18;[5 0 3 7 14];[5 0 3 7];8;70
18.5;[5 0 3 7];;;
19;[7 0 5 10];[0 0 3 7];7;69
19.5;[0 0 3 7];;;
19.75;[2 0 5 10];;;
20;[0 0 3 7];[0 0 3 7];;
20.5;[3 0 4 7];;;
21;[5 0 3 7 10];[5 0 3 7 10];5;67
21.5;[5 0 3 7 9];;;
21.75;[5 0 3 7];;;
22;[7 0 4 7];[7 0 4 7];7;69
tonality;5;[0 2 4 5 7 9 11];-------;-------
grouping;24;-------;-------;-------
24;[9 0 3 7];[9 0 3 7];4;69
25;[4 0 3 7];[4 0 3 7];7;72
25.5;[4 0 3 7];;;
26;[4 0 3 7];[4 0 3 7];;
26.5;[2 0 5 10];;;
27;[2 0 5 10 15];[7 0 4 7 10];5;70
27.5;[7 0 4 7 10];;;
28;[0 0 4 7 14];[0 0 4 7];4;69
28.5;[0 0 4 14];;;
29;[9 0 3 7];[0 0 4 7];;
29.5;[0 0 4 7 11];;;
30;[2 0 3 7 9];[11 0 3 6 9];2;67
30.5;[11 0 3 6 9];;;
31;[9 0 3 7 14];[9 0 3 7];0;65
31.5;[9 0 3 14];;;
32;[5 0 4 7];[5 0 4 7];;
32.5;[5 0 4 7 11];;;
33;[7 0 4 7];[7 0 4 7];11;64
33.5;[7 0 4 7 10];[7 0 4 7 10];;
34;[9 0 3 7];[9 0 3 7];0;65
grouping;36;-------;-------;-------
36;[9 0 3 7];[9 0 3 7];0;65
36.5;[9 0 3 7 10];;;
37;[2 0 3 7];[2 0 3 7];2;67
37.5;[2 0 3 7 10];;0;65
38;[7 0 4 7 10];;2;67
38.5;[0 0 4 7];;4;69
39;[2 0 3 7];[11 0 3 6];5;70
39.5;[11 0 3 6];;;
40;[0 0 4];[0 0 4];4;69
40.5;[2 0 3 10 14];;;
41;[0 0 4 7];[0 0 4 7];;
41.5;[0 0 4 7 17];;;
42;[7 0 4 7];[7 0 4 7];2;67
42.5;[7 0 4 7 10];[7 0 4 7 10];;
43;[9 0 3 7 14];[9 0 3 7];0;65
43.5;[0 0 4 7 11];;;
44;[5 0 4 7];[5 0 4 7];;
44.5;[5 0 4 7 11];;;
45;[7 0 4 7];[7 0 4 7];11;64
45.5;[7 0 4 10];;;
46;[0 0 4 7];[0 0 4 7];0;65
