time;surface;reduction;melodyPC;melodyMIDI
;;;;
tonality;7;[0 2 4 5 7 9 11];-------;-------
grouping;0;-------;-------;-------
0;[0 0 4 7];[0 0 4 7];0;67
1;[0 0 4 7];[0 0 4 7];0;67
2;[5 0 4 7];[5 0 4 7];;
2.5;[9 0 3 7];;;
3;[7 0 4 7];[7 0 4 7];7;74
4;[0 0 4 7];[0 0 4 7];4;71
5;[4 0 3 7];[4 0 3 7];;
5.5;[7 0 4 7];;2;69
6;[9 0 3 7];[9 0 3 7];0;67
7;[5 0 4 7];[5 0 4 7];0;67
7.5;[0 0 4 7 17];;;
8;[5 0 4 7 11];[11 0 3 6];;
8.5;[11 0 3 6];;2;69
9;[0 0 4 7];[0 0 4 7];4;71
10;[7 0 4 7];[7 0 4 7];2;69
grouping;12;-------;-------;-------
12;[0 0 4 7];[0 0 4 7];4;71
13;[7 0 4 7];[7 0 4 7];7;74
14;[9 0 3 7 10];;;
15;[11 0 3 6];[11 0 3 6];5;72
16;[0 0 4 7];[0 0 4 7];4;71
17;[2 0 3 7 10];[7 0 4 7 10];2;69
18;[7 0 4 7];;;
18.5;[7 0 4 7 10];;;
19;[0 0 4 7];[0 0 4 7];0;67
grouping;21;-------;-------;-------
21;[0 0 4 7];[0 0 4 7];4;71
22;[0 0 4 7];[0 0 4 7];4;71
22.5;[0 0 4 7 11];;;
23;[2 0 3 7];[11 0 3 6];5;72
23.5;[11 0 3 6];;;
24;[0 0 4 7];[0 0 4 7];7;74
24.5;[0 0 4 7 14];;;
25;[0 0 4 7];[0 0 4 7];7;74
25.5;[2 0 3 5 14];;;
26;[0 0 4 7];[0 0 4 7];;
26.5;[7 0 4 7 10];;5;72
27;[0 0 4 7];[0 0 4 7];4;71
28;[7 0 4 7];[7 0 4 7];2;69
grouping;30;-------;-------;-------
30;[9 0 3 7];[9 0 3 7];0;67
31;[9 0 3 7];[9 0 3 7];4;71
32;[4 0 3 7];[4 0 3 7];;
32.5;[0 0 4 7];;;
33;[2 0 3 7];[2 0 3 7];5;72
34;[4 0 3 10];[0 0 4 7];7;74
35;[0 0 4 7];;;
35.5;[7 0 5 10];;;
36;[7 0 5 10];[7 0 4 10];5;72
36.5;[7 0 4 10];;;
37;[0 0 4 7];[0 0 4 7];4;71
37.5;[0 0 4 7 14];;;
38;[0 0 4 7];[0 0 4 7];;
39;[0 0 4 7 10];[0 0 4 7 10];;
40;[5 0 4 7];[5 0 4 7];0;67
grouping;42;-------;-------;-------
42;[0 0 4 7];[0 0 4 7];4;71
43;[7 0 4 7];[7 0 4 7];7;74
43.5;[7 0 4 7 10];[7 0 4 7 10];;
44;[0 0 4 7 14];[0 0 4 7];;
44.5;[0 0 4 7];;;
45;[11 0 3 6];[11 0 3 6];5;72
46;[0 0 4 7];[0 0 4 7];4;71
47;[0 0 4 7];[0 0 4 7];;
48;[7 0 4 7];[7 0 4 7];2;69
48.5;[7 0 4 7 10];[7 0 4 7 10];;
49;[9 0 3 7 14];[9 0 3 7];0;67
49.5;[9 0 3 7 10];;;
50;[5 0 4 7];[5 0 4 7];;
50.5;[11 0 3 6 17];;2;69
51;[0 0 4 7 14];[0 0 4 7];4;71
51.5;[0 0 4 7];;;
52;[7 0 4 7];[7 0 4 7];2;69
grouping;54;-------;-------;-------
54;[0 0 4 7];[0 0 4 7];4;71
55;[2 0 5 10];[7 0 4 7];7;74
56;[7 0 4 7];;;
57;[5 0 4 7];[5 0 4 7];5;72
57.5;[5 0 4 6];;;
58;[9 0 3 7];[9 0 3 7];4;71
58.5;[9 0 3 7 10];;;
59;[2 0 3 7 10];[7 0 4 7 10];2;69
60;[7 0 4 7];;;
60.5;[7 0 4 7 10];;;
61;[0 0 4 7];[0 0 4 7];0;67
