time;surface;reduction;melodyPC;melodyMIDI
;;;;
tonality;0;[0 2 4 5 7 9 11];-------;-------
grouping;0;-------;-------;-------
0;[7 0 4 7];[7 0 4 7];7;67
0.5;[4 0 3 7];;;
1;[5 0 4 7];[5 0 4 7];9;69
2;[7 0 5 10];[0 0 4 7];7;67
2.5;[0 0 4 7];;;
3;[2 0 3 7 14];[2 0 3 7];5;65
3.5;[2 0 3 7];;;
3.75;[2 0 3 7 10];;;
4;[4 0 3 7];[4 0 3 7];7;67
4.5;[0 0 4 7];;;
4.75;[4 0 3 7];;;
5;[9 0 3 7];[9 0 3 7];0;72
5.5;[5 0 4 7];;;
6;[7 0 4 7];[7 0 4 7];2;74
6.5;[7 0 4 7 10];[7 0 4 7 10];;
7;[0 0 4 7];[0 0 4 7];0;72
grouping;8;-------;-------;-------
8;[5 0 4 7];[5 0 4 7];0;72
8.5;[2 0 3 7 10];;;
9;[4 0 3 7];[4 0 3 7];7;67
9.5;[0 0 4 7];;;
10;[11 0 3 6];[11 0 3 6];11;71
11;[0 0 4 7];[0 0 4 7];0;72
12;[2 0 5 10];[7 0 4 7];2;74
12.5;[7 0 4 7];;;
13;[0 0 4 7 14];[0 0 4 7];4;76
13.5;[0 0 4 7];;;
13.75;[0 0 4 7 11];;;
14;[0 0 4 7];[0 0 4 7];4;76
14.5;[9 0 3 7 9];;;
15;[7 0 4 7];[7 0 4 7];2;74
grouping;16;-------;-------;-------
16;[7 0 4 7];[7 0 4 7];2;74
17;[0 0 4 7];[0 0 4 7];4;76
17.5;[7 0 4 7 17];;2;74
18;[0 0 4 7];[0 0 4 7];0;72
19;[5 0 4 7 14];[5 0 4 7];9;69
19.5;[5 0 4 7];;;
20;[7 0 5 10];[0 0 4 7];7;67
20.5;[0 0 4 7];;;
21;[7 0 4 7];[7 0 4 7];11;71
21.5;[7 0 4 7 10];[7 0 4 7 10];;
22;[1 0 3 6];[1 0 3 6];1;73
23;[2 0 3 7];[2 0 3 7];2;74
grouping;24;-------;-------;-------
24;[4 0 3 7];[4 0 3 7];7;67
25;[9 0 3 7];[9 0 3 7];0;72
25.5;[9 0 3 5 14];;;
26;[9 0 3 7];[9 0 3 7];9;69
27;[2 0 3 7 14];[2 0 3 7];5;65
27.5;[10 0 4 7];[10 0 4 7];;
27.75;[10 0 4 7 18];;;
28;[5 0 4 7];[5 0 4 7];9;69
29;[7 0 4 7 10];[7 0 4 7 10];7;67
30;[0 0 4 7 14];[0 0 4 7];;
30.5;[0 0 4 7];;;
31;[2 0 5 10];[7 0 4 7];7;67
31.5;[7 0 4 7];;;
