time;surface;reduction;melodyPC;melodyMIDI
;;;;
tonality;10;[0 2 4 5 7 9 11];-------;-------
grouping;0;-------;-------;-------
0;[0 0 4 7];[0 0 4 7];0;70
0.5;[0 0 4 7 11];;;
1;[9 0 3 7];[9 0 3 7];0;70
1.5;[9 0 3 7 14];;;
2;[9 0 3 7];;;
2.5;[9 0 3 7 17];;;
3;[4 0 3 7];[4 0 3 7];11;69
3.5;[0 0 4 7 11];;;
4;[5 0 4 7];[5 0 4 7];9;67
4.5;[5 0 4 7 14];;;
5;[5 0 4 7];;;
5.5;[5 0 4 7 18];;;
6;[0 0 4 7];[0 0 4 7];7;65
6.5;[0 0 4 7 11];;;
7;[9 0 3 7];[9 0 3 7];0;70
7.5;[0 0 4 7];;;
8;[2 0 3 7 10];[2 0 3 7 10];2;72
8.5;[9 0 3 7 17];;;
9;[7 0 4 7 10];[7 0 4 7];;
9.5;[7 0 4 7];;;
10;[0 0 4 7];[0 0 4 7];4;74
grouping;12;-------;-------;-------
12;[4 0 4 7];[4 0 4 7];4;74
13;[9 0 3 7];[9 0 3 7];4;74
13.5;[9 0 3 7];;;
14;[9 0 3 7];[9 0 3 7];;
14.5;[9 0 3 7 10];;;
15;[5 0 4 7 11];[5 0 4 7 11];4;74
15.5;[9 0 3 7];;;
16;[2 0 3 7 10];[2 0 3 7 10];2;72
16.5;[9 0 3 5];;;
17;[7 0 4 7];[7 0 4 7];;
17.5;[7 0 4 7 10];[7 0 4 7 10];;
18;[0 0 4 7];[0 0 4 7];4;74
18.5;[0 0 4 7 14];;;
19;[2 0 5 10 15];[7 0 4 7 10];5;75
19.5;[7 0 4 7 10];;;
20;[0 0 4 7];[0 0 4 7];4;74
20.5;[0 0 4 7 14];;;
21;[0 0 4 7];[0 0 4 7];;
21.5;[0 0 4 7 17];;;
22;[7 0 4 7];[7 0 4 7];2;72
grouping;24;-------;-------;-------
24;[9 0 3 7];[9 0 3 7];0;70
25;[7 0 4 7];[7 0 4 7];2;72
25.5;[7 0 7];;;
26;[9 0 5 10];[7 0 4 7];;
26.5;[7 0 4 7];;;
27;[0 0 4 7];[0 0 4 7];4;74
27.5;[9 0 3 7];;;
28;[2 0 3 7 10];[2 0 3 7 10];2;72
28.5;[9 0 3 7 17];;;
29;[7 0 4 7 10];[7 0 4 7];;
29.5;[7 0 4 7 10];[7 0 4 7 10];;
tonality;7;[0 2 3 5 7 8 10];-------;-------
30;[0 0 3 7];[0 0 3 7];3;70
30.5;[3 0 4];;;
31;[8 0 4 7];[8 0 4 7];0;67
31.5;[0 0 3 7];;;
32;[5 0 3 7 9];[5 0 3 7 9];2;69
32.5;[8 0 4 6];;;
33;[7 0 4 7];[7 0 4 7];;
33.5;[7 0 4 7];;;
34;[0 0 3 7];[0 0 3 7];3;70
tonality;10;[0 2 4 5 7 9 11];-------;-------
grouping;36;-------;-------;-------
36;[7 0 4 7];[7 0 4 7];7;77
37;[0 0 4 7];[0 0 4 7];4;74
37.5;[4 0 3 10];;;
38;[0 0 4 7];[0 0 4 7];;
38.5;[4 0 3 7];;;
39;[9 0 3 7];[9 0 3 7];0;70
39.5;[9 0 3 7 10];;;
40;[7 0 4 7 10];[7 0 4 7 10];2;72
40.5;[7 0 4 7 14];;;
41;[7 0 4 7];;;
41.5;[7 0 4 7 10];;;
42;[4 0 3 7 13];[7 0 4 7 10];5;75
42.5;[7 0 4 7 10];;;
43;[0 0 4 7];[0 0 4 7];4;74
43.5;[0 0 4 7];;;
44;[2 0 3 7 10];[2 0 3 7 10];2;72
44.5;[9 0 3 5];;;
45;[7 0 4 7];[7 0 4 7];;
45.5;[7 0 4 7 10];[7 0 4 7 10];;
46;[0 0 4 7];[0 0 4 7];0;70
