time;surface;reduction;melodyPC;melodyMIDI
;;;;
tonality;9;[0 2 3 5 7 8 10];-------;-------
grouping;0;-------;-------;-------
0;[8 0 4 7];[0 0 3 7];8;65
1;[10 0 4 5 13];[7 0 4 7];10;67
2;[0 0 3];[0 0 3 7];0;69
3;[0 0 3];;0;69
grouping;4;-------;-------;-------
4;[0 0 3];[0 0 3 7];0;69
5;[7 0 3 7];[10 0 4 7];2;71
6;[3 0 4];[3 0 4 7];3;72
7;[3 0 4];;3;72
grouping;8;-------;-------;-------
8;[3 0 4];[3 0 4 7];3;72
8.5;[2 0 3 5 13];;;
9;[0 0 3];[0 0 3 7];3;72
9.5;[0 0 3 10 14];;;
10;[9 0 3 5];[11 0 3 6];2;71
10.5;[10 0 4 13];;;
11;[0 0 3 10];[0 0 3 7];0;69
11.5;[8 0 4 11];;;
12;[5 0 3 5];[5 0 3 7 9];10;67
13;[7 0 3 13];[7 0 4 7];10;67
13.5;[5 0 3 14];;8;65
14;[4 0 4 8 11];[0 0 4 7];8;65
tonality;2;[0 2 3 5 7 8 10];-------;-------
grouping;16;-------;-------;-------
16;[11 0 4 8 11];[7 0 4 7];10;72
16.5;[3 0 7 11 14];;;
17;[10 0 4 5 13];;10;72
17.5;[11 0 4 8 11];;;
18;[0 0 3];[0 0 3 7];0;74
18.5;[0 0 3 10];;;
19;[0 0 4 8];[8 0 4 7];0;74
19.5;[0 0 4 7];;;
20;[0 0 5 10 16];[5 0 3 7 9];10;72
20.5;[10 0 4 6 14];;;
21;[11 0 4 8 11];[7 0 4 7];10;72
21.5;[7 0 3 7 16];;;
22;[9 0 3 5];[0 0 4 7];9;71
22.5;[9 0 3 13];;;
23;[0 0 7 18 14];;9;71
tonality;0;[0 2 4 5 7 9 11];-------;-------
grouping;24;-------;-------;-------
24;[4 0 3 7];[7 0 4 7];11;71
24.5;[9 0 3 7 14];;;
25;[11 0 3 5];;11;71
25.5;[4 0 3 7];;;
26;[0 0 4];[0 0 4 7];0;72
26.5;[0 0 4 11];;;
27;[5 0 4 7];[9 0 3 7];0;72
27.5;[7 0 5 10];;;
28;[5 0 7 11];[2 0 3 7 10];11;71
28.5;[11 0 3 6 13];;;
29;[4 0 3 7];[7 0 4 7];11;71
29.5;[7 0 4 7];;;
30;[9 0 3 5];[0 0 4 7];9;69
30.5;[9 0 3 14];;;
31;[9 0 3 10];;9;69
tonality;9;[0 2 3 5 7 8 10];-------;-------
grouping;32;-------;-------;-------
32;[5 0 3 7];[8 0 4 7];0;69
33;[2 0 5 10 15];[5 0 3 7];2;71
33.5;[2 0 3 10];;;
34;[11 0 3 4];[7 0 4 7];3;72
34.5;[3 0 4 11];;;
35;[0 0 3 14];[0 0 3 7];2;71
35.5;[0 0 3];;0;69
36;[6 0 4 6];[2 0 4 7 10];10;67
37;[3 0 4 7 8];[7 0 4 7];10;67
37.5;[7 0 3 7 16];[7 0 4 7 10];;
38;[8 0 4 6];[0 0 4 7];8;65
38.5;[8 0 4 14];;;
39;[8 0 4 5 11];;8;65
