time;surface;reduction;melodyPC;melodyMIDI
;;;;
tonality;7;[0 2 3 5 7 8 10];-------;-------
grouping;0;-------;-------;-------
0;[0 0 3 7];[0 0 3 7];0;67
1;[0 0 3 7];[0 0 3 7];0;67
1.5;[9 0 3 6];;;
2;[3 0 4 7];[3 0 4 7];3;70
2.5;[5 0 4 7 10];;;
3;[10 0 4 7];[2 0 3 6 9];2;69
3.5;[2 0 3 6 9];;;
4;[0 0 3 7];[0 0 3 7];0;67
4.5;[7 0 3 7 17];;;
tonality;10;[0 2 4 5 7 9 11];-------;-------
5;[5 0 4 7];[5 0 4 7];0;70
5.25;[5 0 4 7 18];;;
5.5;[0 0 4 7];;;
6;[2 0 3 10];[2 0 3 7];2;72
6.5;[7 0 4 7];[7 0 4 7];;
7;[0 0 4 7];[0 0 4 7];4;74
grouping;8;-------;-------;-------
8;[0 0 4 7];[0 0 4 7];4;74
8.5;[0 0 4 7 14];;;
9;[0 0 4 7];[0 0 4 7];4;74
9.5;[4 0 3 7 10];;;
10;[9 0 3 7];[9 0 3 7];4;74
10.5;[5 0 4 7];;5;75
11;[7 0 4 7];[7 0 4 7];7;77
11.5;[7 0 4 7 10];[7 0 4 7 10];5;75
12;[9 0 3 7];[9 0 3 7];4;74
12.5;[0 0 4 7];;;
13;[2 0 3 7 10];[2 0 3 7 10];2;72
13.5;[2 0 3 7 9];;;
13.75;[2 0 3 7];;;
14;[7 0 4 7];[7 0 4 7];2;72
14.5;[7 0 4 7 10];[7 0 4 7 10];;
15;[0 0 4 7];[0 0 4 7];0;70
grouping;16;-------;-------;-------
16;[9 0 3 7];[9 0 3 7];0;70
16.5;[9 0 3 7 10];;;
17;[5 0 4 7];[5 0 4 7];0;70
17.5;[0 0 4 5 11];;;
18;[0 0 4 7 14];[0 0 4 7];4;74
18.5;[0 0 4 7];;;
19;[2 0 5 10];[7 0 4 7];2;72
19.5;[7 0 4 7];;;
19.75;[9 0 5 10];;;
20;[7 0 4 7];[7 0 4 7];11;69
20.5;[7 0 4 7 10];[7 0 4 7 10];;
21;[0 0 4 7];[0 0 4 7];0;70
21.5;[0 0 7];;;
22;[2 0 5 10];[7 0 4 7];2;72
22.5;[7 0 4 7];;;
23;[0 0 4 7];[0 0 4 7];4;74
grouping;24;-------;-------;-------
24;[0 0 4 7];[0 0 4 7];4;74
25;[0 0 4 7];[0 0 4 7];4;74
25.5;[0 0 4 7 14];;;
26;[0 0 4 7];[0 0 4 7];4;74
26.5;[0 0 4 7 17];;;
27;[2 0 5 10];[7 0 4 7];2;72
27.5;[7 0 4 7];[7 0 4 7 10];;
27.75;[7 0 4 7 10];;;
28;[4 0 4 7 10];[4 0 4 7 10];2;72
28.5;[11 0 3 5];;;
29;[9 0 3 7 14];[9 0 3 7];0;70
29.5;[9 0 3 7];;;
30;[9 0 3 6 9];[11 0 4 7 10];;
30.5;[11 0 4 7];;11;69
30.75;[9 0 3 6 9];;9;67
31;[4 0 3 7];[4 0 3 7];7;65
grouping;32;-------;-------;-------
32;[0 0 4 7];[0 0 4 7];7;65
32.5;[4 0 3 7 10];;;
tonality;7;[0 2 3 5 7 8 10];-------;-------
33;[0 0 3 7];[0 0 3 7];3;70
33.5;[2 0 3 10];;5;72
34;[0 0 3 7];[0 0 3 7];7;74
34.5;[3 0 4 7 11];;;
35;[5 0 4 7 10];[5 0 4 7 10];5;72
36;[7 0 4 7];[7 0 4 7];7;74
37;[0 0 3 7 14];[0 0 3 7];3;70
37.5;[5 0 3 7 10];[5 0 3 7 9];;
38;[2 0 5 10];[7 0 4 7];2;69
38.5;[7 0 4 7];;;
39;[0 0 3 7];[0 0 3 7];0;67
