time;surface;reduction;melodyPC;melodyMIDI
;;;;
tonality;9;[0 2 3 5 7 8 10];-------;-------
grouping;0;-------;-------;-------
0;[0 0 3 7];[0 0 3 7];7;64
0.5;[2 0 5 10 15];;;
1;[0 0 3 7];[0 0 3 7];0;69
1.5;[0 0 3 7 14];;;
2;[2 0 5 10];[7 0 4 7];2;71
2.5;[7 0 4 7];;;
3;[0 0 3 7];[0 0 3 7];3;72
3.5;[9 0 3 6];;;
4;[11 0 3 6];[11 0 3 6];2;71
5;[0 0 3 7];[0 0 3 7];0;69
5.5;[0 0 3 7 10];;;
6;[2 0 3 6];[2 0 3 6];2;71
6.5;[2 0 3 6 13];;;
7;[7 0 4 7];[7 0 4 7];11;68
8.5;[0 0 7 14];;9;66
9;[7 0 4 7];[7 0 4 7];7;64
grouping;10;-------;-------;-------
10;[7 0 3 7];[7 0 3 7];10;67
11;[0 0 3 7 10];[0 0 3 7 10];10;67
12;[2 0 3 6];[2 0 3 6];8;65
12.5;[5 0 3 7 10];;;
13;[7 0 4 7 10];[7 0 4 7 10];7;64
13.5;[0 0 4 7 10];[0 0 4 7 10];;
14;[5 0 4 7];[5 0 4 7];0;69
14.5;[8 0 4 6 10];;;
15;[0 0 3 7];[0 0 3 7];0;69
15.5;[2 0 4 7];[2 0 4 7];2;71
16;[7 0 4 7];[7 0 4 7];11;68
16.5;[3 0 4 8];[7 0 4 10];;
16.75;[7 0 4 10];;;
17;[0 0 3 7];[0 0 3 7];0;69
grouping;20;-------;-------;-------
20;[7 0 4 7];[7 0 4 7];2;71
21;[0 0 3 7];[0 0 3 7];3;72
tonality;0;[0 2 4 5 7 9 11];-------;-------
22;[7 0 4 7];[7 0 4 7];2;74
23;[0 0 4 7];[0 0 4 7];4;76
23.5;[0 0 4 7 11];[0 0 4 7 11];;
24;[9 0 3 7];[9 0 3 7];4;76
24.5;[9 0 3 7 10];[9 0 3 7 10];;
25;[2 0 3 7 10];[2 0 3 7 10];2;74
25.5;[9 0 3 7 17];;4;76
25.75;[2 0 3 7 10];;5;77
26;[7 0 4 7];[7 0 4 7];2;74
26.5;[7 0 4 7 10];[7 0 4 7 10];;
27;[0 0 4 7];[0 0 4 7];0;72
tonality;9;[0 2 3 5 7 8 10];-------;-------
grouping;28;-------;-------;-------
28;[0 0 4 7];[0 0 4 7];7;76
29;[5 0 4 7];[5 0 4 7];5;74
29.5;[7 0 4 10];[7 0 4 10];;
30;[8 0 4 7 11];[8 0 4 7 11];3;72
30.5;[0 0 3 6 9];[0 0 3 6 9];;
31;[10 0 4 7];[10 0 4 7];2;71
31.5;[2 0 3 6 9];[2 0 3 6 9];;
32;[0 0 3 7];[0 0 3 7];0;69
32.5;[2 0 5 10];;2;71
33;[0 0 3 6 9];[0 0 3 6 9];3;72
33.5;[2 0 4 7 10];;2;71
34;[7 0 4 7];[7 0 4 7];2;71
34.5;[7 0 4 7 10];[7 0 4 7 10];;
35;[0 0 4 7];[0 0 4 7];0;69
