time;surface;reduction;melodyPC;melodyMIDI
;;;;
tonality;0;[0 2 4 5 7 9 11];-------;-------
grouping;0;-------;-------;-------
0;[0 0 4 7];[0 0 4 7];7;67
0.5;[7 0 5 10];;;
1;[0 0 4 7 10];[0 0 4 7 10];4;64
2;[6 0 3 6];[6 0 3 6];6;66
3;[7 0 4 7];[7 0 4 7];7;67
grouping;4;-------;-------;-------
4;[7 0 4 7];[7 0 4 7];7;67
5;[0 0 4 7 14];[0 0 4 7];4;64
5.5;[0 0 4 7];;;
6;[2 0 5 10];[7 0 4 7];2;62
6.5;[7 0 4 7];[7 0 4 7 10];;
6.75;[7 0 4 7 10];;;
7;[0 0 4 7];[0 0 4 7];0;60
grouping;8;-------;-------;-------
8;[0 0 4 7];[0 0 4 7];0;60
9;[7 0 4 7];[7 0 4 7];7;67
tonality;7;[0 2 4 5 7 9 11];-------;-------
10;[5 0 4 7];[5 0 4 7];0;67
10.5;[5 0 4 7 11];;;
11;[2 0 3 7];[11 0 3 6];2;69
11.5;[11 0 3 6];;;
12;[0 0 4 7];[0 0 4 7];4;71
13;[5 0 4 7];[5 0 4 7];5;72
13.5;[5 0 4 6];;;
14;[0 0 4 7];[0 0 4 7];4;71
15;[2 0 3 7 10];[2 0 3 7 10];2;69
16;[2 0 5 10];[7 0 4 7];2;69
16.5;[7 0 4 7];[7 0 4 7 10];;
16.75;[7 0 4 7 10];;;
17;[0 0 4 7];[0 0 4 7];0;67
tonality;0;[0 2 4 5 7 9 11];-------;-------
grouping;20;-------;-------;-------
20;[0 0 4 7];[0 0 4 7];7;67
21;[5 0 4 7 11];[5 0 4 7];9;69
21.5;[2 0 3 7 10];;;
22;[8 0 3 6];[4 0 4 7];11;71
22.5;[4 0 4 7];;;
23;[9 0 3 7];[9 0 3 7];0;72
grouping;24;-------;-------;-------
24;[0 0 4 7];[0 0 4 7];7;67
25;[5 0 4 7];[5 0 4 7];9;69
25.5;[5 0 4 6];;;
26;[7 0 5 10];[1 0 3 6];7;67
26.5;[1 0 3 6];;;
27;[2 0 3 7];[2 0 3 7];5;65
27.5;[1 0 4 8 15];;;
28;[2 0 3 7];[2 0 3 7];5;65
28.5;[2 0 3 7];;;
29;[4 0 5 10];[9 0 4 7];4;64
30;[9 0 4 7];;;
grouping;32;-------;-------;-------
32;[0 0 4 7];[0 0 4 7];0;72
33;[5 0 4 7 14];[5 0 4 7];9;69
33.5;[5 0 4 7 11];;;
33.75;[9 0 3 7];;;
34;[11 0 3 6];[11 0 3 6];11;71
35;[0 0 4 7];[0 0 4 7];0;72
tonality;2;[0 2 3 5 7 8 10];-------;-------
grouping;36;-------;-------;-------
36;[0 0 3 7];[0 0 3 7];7;69
36.5;[0 0 3 7 10];;;
37;[5 0 3 7 9];[2 0 3 6 9];5;67
37.5;[2 0 3 6 9];;;
38;[0 0 3 7 14];[0 0 3 7];3;65
38.5;[0 0 3 7];;;
39;[2 0 5 10];[7 0 4 7];2;64
39.5;[7 0 4 7];;;
tonality;4;[0 2 3 5 7 8 10];-------;-------
grouping;40;-------;-------;-------
40;[3 0 4 7];[3 0 4 7];3;67
41;[9 0 3 6];[5 0 4 7];0;64
41.5;[5 0 4 7];;;
42;[7 0 4 7 10];[7 0 4 7];2;66
42.5;[11 0 4 8 15];;;
42.75;[7 0 4 7];;;
43;[0 0 3 7];[0 0 3 7];3;67
tonality;7;[0 2 4 5 7 9 11];-------;-------
grouping;44;-------;-------;-------
44;[5 0 4 7];[5 0 4 7];5;72
44.5;[7 0 4 7 10];[7 0 4 7 10];;
45;[0 0 4 7 14];[0 0 4 7];4;71
45.5;[0 0 4 7];;;
46;[2 0 5 10];[7 0 4 7];2;69
46.5;[7 0 4 7];[7 0 4 7 10];;
46.75;[7 0 4 7 10];;;
47;[0 0 4 7];[0 0 4 7];0;67
tonality;0;[0 2 4 5 7 9 11];-------;-------
grouping;48;-------;-------;-------
48;[7 0 4 7];[7 0 4 7];7;67
49;[0 0 4 7];[0 0 4 7];4;64
49.5;[2 0 5 10 15];;5;65
50;[0 0 4 7];[0 0 4 7];7;67
50.5;[0 0 7 15];;;
51;[5 0 4 7];[5 0 4 7];9;69
51.5;[5 0 4];;;
51.75;[5 0 4 6];;;
52;[7 0 5 10];[0 0 4 7];7;67
52.5;[0 0 4 7];;;
52.75;[0 0 4 7 10];;;
53;[2 0 3 7 10];[7 0 4 7 10];5;65
53.5;[7 0 4 7 10];;;
54;[0 0 4 7 14];[0 0 4 7];4;64
54.5;[0 0 4 7];;;
55;[2 0 3 7 10];[2 0 3 7 10];2;62
55.5;[11 0 3 6];;;
55.75;[2 0 3 7];;;
56;[7 0 4 7];[7 0 4 7];2;62
56.5;[7 0 4 7 10];[7 0 4 7 10];;
57;[0 0 4 7];[0 0 4 7];0;60
