time;surface;reduction;melodyPC;melodyMIDI
;;;;
tonality;2;[0 2 4 5 7 9 11];-------;-------
grouping;0;-------;-------;-------
0;[0 0 4 7];[0 0 4 7];4;66
1;[5 0 4 7];[5 0 4 7];9;71
2;[0 0 4 7];[0 0 4 7];7;69
3;[5 0 4 7];[7 0 4 7 10];5;67
3.5;[7 0 4 7 10];;;
4;[0 0 4 7 14];[0 0 4 7];4;66
4.5;[0 0 4 7];;;
5;[2 0 3 7 10];[2 0 3 7 10];2;64
6;[7 0 4 7];[7 0 4 7];;
7;[0 0 4 7];[0 0 4 7];4;66
tonality;11;[0 2 3 5 7 8 10];-------;-------
grouping;8;-------;-------;-------
8;[11 0 3 6];[11 0 3 6];2;73
9;[0 0 3 7];[0 0 3 7];3;74
9.5;[2 0 3 5 13];;;
10;[0 0 3 7];[0 0 3 7];3;74
10.5;[0 0 3 7 17];;;
11;[2 0 5 10];[7 0 4 7];2;73
11.5;[0 0 7];;0;71
12;[7 0 4 7];[7 0 4 7 10];2;73
12.5;[7 0 4 7 10];;;
13;[0 0 3];[0 0 3];0;71
tonality;2;[0 2 4 5 7 9 11];-------;-------
grouping;16;-------;-------;-------
16;[9 0 3 7];[9 0 3 7];0;74
16.5;[9 0 3 7 10];;;
17;[11 0 3 6];[11 0 3 6];11;73
17.5;[2 0 3 7 10];;9;71
18;[4 0 3 7];[4 0 3 7];7;69
18.5;[4 0 3 7 10];;;
19;[5 0 4 7];[5 0 4 7];9;71
19.5;[9 0 3 7 10];;;
20;[11 0 3 6];[11 0 3 6];11;73
20.5;[7 0 4 7 10];;;
21;[5 0 4 7];[0 0 4 7];0;74
22;[0 0 4 7];;;
22.5;[2 0 3 10];;;
23;[0 0 4 7];[0 0 4 7];0;74
grouping;24;-------;-------;-------
24;[0 0 4 7];[0 0 4 7];7;69
25;[5 0 4 7];[5 0 4 7];9;71
26;[0 0 4 7];[0 0 4 7];7;69
26.5;[0 0 4 7 11];;;
27;[2 0 3 7 14];[2 0 3 7];5;67
27.5;[5 0 4 11];;;
28;[2 0 3 7];[2 0 3 7];5;67
28.5;[2 0 3 7 17];;;
29;[9 0 4 7];[9 0 4 7];4;66
tonality;9;[0 2 4 5 7 9 11];-------;-------
grouping;32;-------;-------;-------
32;[7 0 4 7 10];[7 0 4 7 10];5;74
33;[0 0 4 7];[0 0 4 7];4;73
33.5;[7 0 5 10];;5;74
34;[0 0 4 7];[0 0 4 7];7;76
34.5;[4 0 3 7];;;
35;[5 0 4 7];[5 0 4 7];5;74
35.5;[2 0 3 7 9];;;
36;[0 0 4 7];[0 0 4 7];4;73
36.5;[0 0 4 7];;;
37;[2 0 3 7];[2 0 3 7];2;71
37.5;[2 0 3 7];;;
38;[7 0 4 7];[7 0 4 7];;
39;[0 0 4 7];[0 0 4 7];4;73
tonality;2;[0 2 4 5 7 9 11];-------;-------
grouping;40;-------;-------;-------
40;[0 0 4 7];[0 0 4 7];4;66
40.5;[0 0 4 7 11];;;
41;[5 0 4 7];[5 0 4 7];5;67
41.5;[5 0 4 6];;;
42;[0 0 4 7];[0 0 4 7];4;66
43;[2 0 3 7 10];[2 0 3 7 10];2;64
44;[7 0 4 7];[7 0 4 7];7;69
44.5;[7 0 4];;;
45;[0 0 4 7];[0 0 4 7];4;66
