time;surface;reduction;melodyPC;melodyMIDI
;;;;
tonality;9;[0 2 4 5 7 9 11];-------;-------
grouping;0;-------;-------;-------
0;[0 0 4 7];[0 0 4 7];0;69
0.5;[0 0 4 7 11];;;
1;[9 0 3 7];[9 0 3 7];0;69
2;[0 0 4 7];[0 0 4 7];0;69
2.5;[0 0 4 7 14];;;
3;[5 0 4 7];[5 0 4 7];0;69
3.5;[5 0 4 7 18];;;
4;[2 0 4 7];[2 0 4 7];2;71
5;[7 0 3 7];[7 0 3 7];10;67
6;[2 0 4 7];[2 0 4 7 10];9;66
6.5;[2 0 4 7 10];;;
7;[7 0 4 7];[7 0 4 7];7;64
tonality;4;[0 2 4 5 7 9 11];-------;-------
grouping;8;-------;-------;-------
8;[0 0 4 7];[0 0 4 7];7;71
9;[5 0 4 7];[5 0 4 7];9;73
10;[4 0 3 7];[7 0 4 7];7;71
10.5;[7 0 4 7];;;
11;[5 0 4 7];[5 0 4 7];5;69
12;[9 0 3 7 10];;4;68
12.5;[2 0 3 7 10];;2;66
13;[0 0 4 7];[0 0 4 7];4;68
14;[7 0 4 7];[7 0 4 7];2;66
14.5;[7 0 4 7 10];;;
15;[0 0 4 7];[0 0 4 7];0;64
tonality;9;[0 2 4 5 7 9 11];-------;-------
grouping;16;-------;-------;-------
16;[4 0 3 7];[4 0 3 7];7;76
16.5;[4 0 3 7 10];;;
17;[5 0 4 7];[5 0 4 7];5;74
17.5;[11 0 3 6 13];;;
18;[0 0 4];[0 0 4];4;73
18.5;[0 0 4 5];;;
19;[7 0 4 7];[7 0 4 7];2;71
20;[0 0 4 7];[0 0 4 7];0;69
20.5;[0 0 7 15];[0 0 4 7 10];;
21;[5 0 4 7];[5 0 4 7];0;69
21.5;[11 0 3 6];;2;71
22;[0 0 4 7];[0 0 4 7];4;73
22.5;[0 0 4 7 17];;;
23;[7 0 4 7];[7 0 4 7];2;71
tonality;11;[0 2 3 5 7 8 10];-------;-------
grouping;24;-------;-------;-------
24;[11 0 3 6];[11 0 3 6];2;73
25;[0 0 3 7];[0 0 3 7];3;74
25.5;[0 0 3 10];;;
26;[8 0 4 6];[8 0 3 6];2;73
26.5;[8 0 3 6];;;
27;[0 0 3 7];[0 0 3 7];0;71
27.5;[5 0 3 7];;;
28;[7 0 4 7];[7 0 4 7];11;70
29;[0 0 3 7];[0 0 3 7];0;71
tonality;9;[0 2 4 5 7 9 11];-------;-------
grouping;32;-------;-------;-------
32;[4 0 3 7];[4 0 3 7];7;64
32.5;[4 0 3 7 13];;;
33;[9 0 3 7];[9 0 3 7];0;69
34;[7 0 4 7 10];[7 0 4 7 10];2;71
34.5;[2 0 3 7];;;
35;[4 0 3];[4 0 3];4;73
35.5;[4 0 3];;;
36;[2 0 3 7];[11 0 3 6];5;74
36.5;[11 0 3 6];;;
37;[0 0 4 7];[0 0 4 7];7;76
37.5;[2 0 5 10 15];;;
38;[0 0 4 7 17];[0 0 4 7];5;74
38.5;[5 0 4 7 11];;4;73
39;[7 0 4 7];[7 0 4 7];2;71
grouping;40;-------;-------;-------
40;[2 0 3 7];[2 0 3 7];5;74
41;[9 0 3 7];[9 0 3 7];4;73
41.5;[4 0 3 7];;;
42;[2 0 3 7 10];[2 0 3 7 10];2;71
42.5;[9 0 3 7 17];;;
43;[7 0 4 7];[7 0 4 7];7;76
43.5;[7 0 7];;;
44;[9 0 3 7 10];[0 0 4 7];;
44.5;[5 0 7 11];;5;74
45;[0 0 4 7];[0 0 4 7];4;73
45.5;[7 0 4 7 17];;2;71
46;[9 0 3 10];[5 0 4 7];0;69
46.5;[2 0 3 7 10];;2;71
47;[0 0 4 7];[0 0 4 7];4;73
47.5;[5 0 4 7 11];;;
48;[7 0 4 7];[7 0 4 7];2;71
48.5;[7 0 4 7];;;
48.75;[7 0 4 7 10];;;
49;[0 0 4 7];[0 0 4 7];0;69
